 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.9883686	0.0019566515	0.0011800574	0.0011287367	0.00061421737	0.00060919725	0.0006702055	0.0007089341	0.0005988261	0.0002557174	0.0033886617	0.00052019104
ì	0.96497935	0.033121634	0.00028787646	0.00064567605	0.00013933812	0.0001713777	5.601701e-05	3.9067367e-05	0.0004213582	4.641303e-05	5.7473688e-05	3.4566183e-05
o	0.07244881	0.9270355	0.00018255149	0.00010088674	2.2649965e-05	4.5301654e-06	3.4180503e-05	0.00010978905	1.4849167e-05	9.99808e-06	2.1511103e-05	1.4785056e-05
ì	0.34605265	0.64826685	0.0030836044	0.0018529253	0.0001153213	4.805666e-05	6.9688234e-05	8.387371e-05	0.00025246016	4.836286e-05	0.00010813863	1.8065248e-05
s	0.032592352	0.96424526	0.0021954032	0.0006797653	2.097989e-05	1.4445613e-05	6.170033e-05	0.00011150888	3.3108365e-05	6.1209635e-06	1.0071457e-05	2.9200146e-05
s	0.23206855	0.67630553	0.043559603	0.008727801	0.00898899	0.0070656403	0.006082917	0.0016652282	0.0068712286	0.003208379	0.0029604307	0.0024956302
e	0.23990929	0.13982509	0.3612798	0.07774637	0.053642225	0.025489075	0.018675543	0.004110592	0.033320222	0.021863233	0.014088606	0.010049994
r	0.14791685	0.775492	0.06849602	0.007754535	8.1502694e-05	7.103454e-06	5.3972635e-05	0.00012606493	1.9712596e-05	1.0928343e-05	3.144898e-05	9.717228e-06
e	0.15040714	0.712715	0.09997589	0.018054033	0.0046016667	0.0024825954	0.0018548599	0.0008083312	0.005178551	0.0014568116	0.0008036064	0.001661526
k	0.06531662	0.081203915	0.7946667	0.058150522	0.0003988232	1.170451e-05	0.00010674976	5.1511877e-05	6.881465e-05	6.4729184e-06	1.4748861e-05	3.4405682e-06
a	0.12676616	0.21820517	0.48618248	0.13279468	0.008839646	0.0021339925	0.0013472072	0.0010453394	0.010853817	0.0038503264	0.002970248	0.00501086
s	0.022987494	0.023377659	0.6601066	0.28987345	0.003142758	4.183115e-05	0.00017864432	2.7338574e-05	0.00024959256	3.952658e-06	7.912825e-06	2.7697695e-06
ì	0.07335434	0.076773986	0.6068449	0.17082079	0.029202929	0.004847809	0.0012003147	0.0011586802	0.019586321	0.006359804	0.003762879	0.006087301
m	0.013912692	0.019599346	0.35018334	0.58959067	0.024417145	0.00113739	0.00012310444	3.3305707e-05	0.0009231043	8.930831e-06	9.717132e-06	6.119983e-05
b	0.0036622249	0.010629258	0.5343587	0.24450634	0.18435225	0.010143476	0.00063281093	0.00014495869	0.010235768	0.0008897093	0.00023462086	0.0002098758
e	0.010942905	0.023133742	0.3669982	0.47622666	0.08570337	0.018437056	0.004206972	0.0005386167	0.011600672	0.0010020318	0.000254237	0.00095544546
