 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.98630214	0.0017240369	0.0031332374	0.0017502249	0.0017713938	0.0005705861	0.00093077973	0.00041786837	0.0001178974	0.00042976227	0.0002827513	0.0007378886	0.0009963815	0.0002649559	0.000118837714	9.560496e-05	0.0003558394
ì	0.93879265	0.055739228	0.00058125146	0.0010924313	0.0021367725	0.00049018866	5.174196e-05	7.374073e-05	1.2178383e-05	3.6384572e-05	3.6835838e-05	9.560714e-05	0.0003517772	5.647345e-05	0.00023639176	0.00017441392	4.191051e-05
n	0.05221126	0.946996	0.00042291128	0.000196795	1.7781533e-05	2.4826748e-05	2.1855685e-05	3.7705606e-06	1.1001778e-05	2.219077e-06	1.3643641e-05	1.9836978e-05	3.22989e-06	6.6137673e-06	1.1687411e-05	2.6519228e-05	9.944891e-06
o	0.34787577	0.5437477	0.011080215	0.007180828	0.017608678	0.00762684	0.0054797553	0.0058024623	0.0027480237	0.01347228	0.006134264	0.0033361358	0.009656072	0.0094448645	0.0029406904	0.0026699218	0.0031954397
ì	0.20189667	0.79643935	0.0010535752	0.00039198354	5.197209e-05	3.4221088e-05	5.772064e-05	3.807347e-06	4.231622e-06	6.054349e-06	6.822106e-06	1.995396e-05	3.4645827e-06	2.7939348e-06	9.16407e-06	1.0317571e-05	7.850938e-06
t	0.03387755	0.9615917	0.0029800313	0.0012780247	3.369133e-05	2.8359203e-05	3.0003665e-05	1.3677905e-05	9.784233e-06	4.5340507e-06	1.4462959e-05	3.100235e-05	8.4365865e-06	1.1531623e-05	2.8696913e-05	3.501861e-05	2.3481252e-05
s	0.14314437	0.66268873	0.08480188	0.0208323	0.030979183	0.008113409	0.0033921502	0.0044415775	0.004172116	0.0075941156	0.0060977214	0.0033044608	0.007966671	0.0072678593	0.0014018059	0.0012266355	0.0025749637
e	0.1746373	0.074633755	0.34996334	0.15118983	0.0792916	0.034984548	0.013778745	0.02326025	0.00870064	0.013657152	0.008674331	0.004981045	0.020502634	0.022581086	0.0065338607	0.005632474	0.006997541
r	0.1910994	0.6057126	0.16836798	0.033925623	0.0005579569	0.00012648391	9.0647605e-05	4.1684257e-06	1.0405994e-05	4.084964e-06	1.3945025e-05	2.735182e-05	3.1888303e-06	6.6301022e-06	1.5254798e-05	2.5192272e-05	8.943168e-06
e	0.112451784	0.4928353	0.30227906	0.065260954	0.011049691	0.0016298702	0.001089218	0.0009595604	0.00061924016	0.0013991918	0.0013125765	0.0011301253	0.0033305634	0.002117889	0.00066608377	0.00049116067	0.0013776604
k	0.06494423	0.07782757	0.75654376	0.09913176	0.001191605	0.00014004002	0.00016235991	3.2891885e-06	3.13168e-06	3.0108745e-06	1.0627083e-05	1.738362e-05	3.0072329e-06	3.4244579e-06	5.216623e-06	6.92436e-06	2.6201299e-06
a	0.11068846	0.16228865	0.45652625	0.19677556	0.05749346	0.0036140778	0.0018883906	0.00088893506	0.00044805327	0.00058583805	0.0007621505	0.0012749361	0.0024769455	0.0005391327	0.0005134228	0.0001891589	0.0030465892
s	0.023905672	0.024377279	0.47017297	0.47209203	0.008696995	0.0003509491	0.00033830703	1.2723413e-05	2.712011e-06	3.2823255e-06	1.1448839e-05	1.4115995e-05	7.798538e-06	4.1742724e-06	3.1966822e-06	4.4563485e-06	1.8626869e-06
ì	0.07233646	0.07984443	0.47967592	0.18678924	0.16065046	0.0067045824	0.0028285608	0.0014372105	0.00038018276	0.0004206831	0.0005088254	0.0010249674	0.0029717856	0.00044901113	0.00050991983	0.00016214323	0.0033056454
m	0.013636403	0.016184721	0.20790473	0.67162305	0.08505355	0.0027168908	0.0023173324	0.00040907072	1.0033724e-05	1.5285046e-05	1.322943e-05	1.412272e-05	5.7087324e-05	6.281591e-06	8.9450805e-06	6.3617977e-06	2.2903947e-05
m	0.0035596043	0.0067218854	0.5006795	0.25761053	0.21106033	0.010548027	0.0056396453	0.0019975677	0.00010977515	0.00029547076	0.00015300495	9.034138e-05	0.00091582735	0.0003604053	8.360728e-05	7.991035e-05	9.4557305e-05
e	0.008237261	0.008650339	0.3503033	0.5629262	0.037402168	0.008974452	0.021166787	0.0015121901	9.337957e-05	0.00013287071	0.00010462325	8.10245e-05	0.00016102829	0.00011460291	4.49891e-05	3.116286e-05	6.359443e-05
r	0.011174277	0.011820869	0.13307798	0.6757129	0.101733536	0.046061736	0.016602565	0.0030553231	2.9243954e-05	0.0001771304	8.9866386e-05	8.428748e-05	0.00014958839	4.30163e-05	6.959287e-05	5.6003497e-05	6.222151e-05
i	0.01425125	0.020529382	0.056049913	0.29606566	0.55141616	0.042465467	0.007677428	0.004975303	0.0003279164	0.00025659436	0.0002192609	0.00037072014	0.0034548903	0.00027065954	0.0001892369	7.8397374e-05	0.0014017469
ì	0.020038005	0.020022843	0.03708926	0.1540208	0.23022985	0.4172523	0.104264915	0.012060258	0.0007282285	0.00035909977	0.0019677496	0.00055197766	0.00091093086	0.0002875302	3.9664144e-05	5.389896e-05	0.00012265948
c	0.007322088	0.010167094	0.023220498	0.22940321	0.6282898	0.07039811	0.02181557	0.006716102	0.00031423446	0.00079587573	0.00013672358	5.8830672e-05	0.00083931134	3.611052e-05	6.0825405e-05	6.9739464e-05	0.00035601214
h	0.00097263214	0.001282663	0.017760422	0.07667686	0.47830507	0.20266962	0.12692827	0.07777022	0.0057088034	0.0021606227	0.00090474583	0.00041161437	0.0075642657	0.0003316868	5.997756e-05	5.553242e-05	0.00043698377
