 	quest	anno	che	viene	mangio	quanti	voglio	</S>
f	0.9836843	0.004373882	0.0008618127	0.0026479857	0.0008135434	0.0023476852	0.0032703343	0.0020003824
è	0.93801457	0.005344419	0.005819939	0.03254169	0.0022857664	0.0027748963	0.0092169335	0.0040017655
o	0.95528567	0.041870825	0.0017115244	0.0007708496	0.00012135373	5.3496846e-05	0.000103609265	8.266227e-05
p	0.09037841	0.87620676	0.029829958	0.0031548208	0.00011430658	0.00026179836	4.4465054e-05	9.577538e-06
p	0.038324058	0.77375376	0.15254445	0.033252068	0.00080887374	0.0003686113	0.0007189944	0.00022928734
ò	0.03671725	0.7582771	0.16077487	0.043113403	0.00023758579	0.00041888017	0.00035173548	0.00010915139
r	0.025712177	0.3756012	0.57320297	0.02491641	0.00044225183	3.8260678e-05	3.9138544e-05	4.752971e-05
k	0.05576402	0.43547368	0.36983672	0.12867196	0.002262626	0.0056222826	0.0015654918	0.0008033036
e	0.06552571	0.3215745	0.41743746	0.17599238	0.0074043595	0.008455374	0.0022794972	0.0013306313
t	0.018095225	0.06997977	0.5162878	0.39005747	0.003384116	0.0015183154	0.000392875	0.00028439405
e	0.012319634	0.05030521	0.3099947	0.6019454	0.0037171508	0.019612033	0.0012963878	0.000809526
e	0.049331076	0.07653169	0.2286771	0.4827175	0.12799722	0.033073	0.00059321604	0.0010791766
t	0.0024338951	0.009808315	0.09956184	0.36066082	0.3443548	0.17169046	0.009417773	0.002072064
r	0.0018742741	0.0058557135	0.039129224	0.32970944	0.058611974	0.5593876	0.0023341607	0.00309756
ò	0.009277564	0.015297434	0.033658903	0.2058147	0.06568429	0.6370356	0.0117267035	0.021504674
o	0.020221045	0.021752967	0.035741605	0.03957772	0.7388118	0.13471617	0.0026787005	0.006499969
p	0.00090852386	0.0034189965	0.024334552	0.035726868	0.6496378	0.26367325	0.01597246	0.0063275453
ò	0.0010522397	0.0034696553	0.01191092	0.04049229	0.13688837	0.76955837	0.019546848	0.01708134
s	0.014778533	0.01808891	0.044526853	0.025317794	0.54526675	0.24290933	0.08922795	0.019883856
s	0.007931301	0.014379195	0.029710628	0.046699706	0.07463418	0.75976706	0.049051333	0.01782667
a	0.010625723	0.014677733	0.056077924	0.030918643	0.06368443	0.28273958	0.30204898	0.23922698
t	0.0019301395	0.0041929455	0.0065231854	0.006245487	0.028125452	0.026865436	0.72145855	0.20465885
è	0.00087915134	0.004126085	0.011582228	0.019409994	0.035414353	0.2153175	0.6181363	0.09513443
l	0.0005155844	0.0014920816	0.006565397	0.004063448	0.02540131	0.012511801	0.9173191	0.032131284
o	0.00422355	0.008513879	0.013871781	0.020342536	0.03038058	0.14304945	0.6865817	0.09303662
</S>	0.0037620794	0.004117665	0.004835498	0.0042370223	0.01011796	0.005979009	0.45139098	0.5155598
