 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.97181624	0.0033200043	0.00510028	0.005918897	0.001192414	0.0047712526	0.0014410092	0.0027031216	0.0037367812
n	0.7139115	0.05924042	0.20784807	0.0060403533	0.0050917366	0.0020378008	0.0042309775	0.00078793225	0.00081121654
è	0.07241076	0.3199235	0.54798454	0.038053233	0.009139401	0.0005220402	0.0068628187	0.0020123373	0.0030912815
r	0.026366765	0.1355388	0.80457383	0.030685809	0.0012426082	0.0003769859	0.0006168569	0.0001353543	0.00046306424
t	0.04765142	0.49838114	0.43962324	0.01018007	0.0012717774	0.00079467904	0.00091313256	0.0008253659	0.00035918274
i	0.06434164	0.06563609	0.8447397	0.013964608	0.004229071	0.00032871566	0.0036314044	0.0013428351	0.0017859805
s	0.023804346	0.07293943	0.8788948	0.023621172	0.00039947493	0.0001465679	0.00016199083	1.8882622e-05	1.3435845e-05
e	0.012260737	0.066165216	0.83676136	0.07274776	0.007054561	0.0010209322	0.0019895486	0.0013033705	0.0006964444
s	0.060981054	0.07261899	0.47474638	0.3717371	0.015583964	0.0010131153	0.0031109918	0.00014775497	6.0666913e-05
i	0.009093314	0.026806016	0.31132808	0.6034793	0.038546607	0.0016334594	0.005161662	0.0020612977	0.0018902761
t	0.06638022	0.08755039	0.2272412	0.3847928	0.21581808	0.010313287	0.006910584	0.0006416856	0.00035170323
t	0.0037822903	0.0065993103	0.042013317	0.69897956	0.23525956	0.0018260343	0.0075652446	0.0018494972	0.0021252541
à	0.019087335	0.040913817	0.17004986	0.32925117	0.39501354	0.0052785277	0.029653717	0.00579122	0.004960754
a	0.014673698	0.025161332	0.083866805	0.20881796	0.61373794	0.04374986	0.006704437	0.0011261567	0.0021617569
n	0.0010272419	0.0016049041	0.026188234	0.08151291	0.6972397	0.13989075	0.041512325	0.007865168	0.0031587854
k	0.0072922413	0.014703494	0.074890606	0.3521838	0.3154153	0.15433255	0.042695966	0.010728823	0.027757159
ò	0.027051175	0.023730319	0.042246006	0.11285539	0.52266365	0.10594418	0.061642613	0.015530758	0.08833595
r	0.0030550992	0.009303142	0.028814508	0.035341267	0.16224948	0.36763233	0.25366682	0.12559725	0.014340137
a	0.0029925935	0.0094969105	0.020304892	0.067278154	0.2427503	0.2927741	0.28391367	0.078559995	0.0019293334
e	0.010942084	0.015458538	0.01751953	0.017815745	0.21480118	0.41279233	0.14811271	0.13970107	0.02285682
n	0.00030072103	0.00028960616	0.0040359586	0.006891442	0.014177579	0.022347046	0.33105823	0.6187139	0.0021854993
è	0.0054398924	0.006743369	0.013777745	0.06347186	0.10923473	0.03844005	0.14168686	0.5672741	0.05393144
p	0.0026958855	0.003481667	0.011005587	0.008358236	0.020606155	0.017062014	0.15172614	0.7787729	0.006291502
r	0.0022215368	0.0053143296	0.007817793	0.012390063	0.040417116	0.03368028	0.25750372	0.5992012	0.041453883
ò	0.0012008738	0.0015589698	0.008263696	0.0071022986	0.019970339	0.021733075	0.19375768	0.66070145	0.08571157
n	0.009458972	0.009380029	0.0102057615	0.009945387	0.10627057	0.08126702	0.030623287	0.6715426	0.071306415
t	0.007449771	0.0052946596	0.008980986	0.009160705	0.038149342	0.015351133	0.066997826	0.6033633	0.24525231
o	0.0015377672	0.0013394902	0.0022655975	0.0018712208	0.02213724	0.010806283	0.04637998	0.6792782	0.2343843
</S>	0.004274928	0.0054262993	0.005768674	0.005808736	0.048949536	0.07068421	0.009687208	0.27270925	0.57669115
