 	la	casa	la	costruisce	il	mastro	</S>
o	0.98583096	0.0021319906	0.0030077915	0.0040633604	0.0013911077	0.0015488794	0.0020259693
s	0.8771356	0.12220568	9.44141e-05	0.00023073942	0.00013512271	4.84634e-05	0.00015002863
p	0.46941793	0.5074383	0.0055095823	0.0015292519	0.0014858036	0.0016615157	0.012957695
ì	0.21800758	0.61495066	0.13049111	0.014892901	0.0043525985	0.0069390815	0.010366115
t	0.02301335	0.964226	0.012031888	0.0001975128	8.3413535e-05	0.000128189	0.00031977904
i	0.12472261	0.8223765	0.045327477	0.003803575	0.0012792739	0.0012226822	0.0012679109
o	0.04363235	0.19297907	0.75991184	0.0026379698	0.00016360692	0.0003747284	0.0003004691
f	0.010842049	0.08429406	0.8830025	0.018524166	0.00048218094	0.001966149	0.0008887888
a	0.01953226	0.17447819	0.71213204	0.07411017	0.0018260507	0.0049133594	0.013007925
b	0.031196915	0.037597608	0.7568408	0.16320097	0.0025829393	0.005045925	0.0035347177
b	0.016888287	0.071261905	0.56377095	0.2821529	0.005174864	0.008007231	0.052743923
r	0.097013205	0.30350873	0.08821603	0.16380227	0.14389116	0.09311571	0.11045295
i	0.029305702	0.10259653	0.056520805	0.56613934	0.09027047	0.018844265	0.13632283
k	0.037911177	0.038322173	0.29739183	0.46887824	0.10411509	0.034367003	0.019014468
è	0.028338058	0.051599678	0.14153275	0.61589956	0.049431983	0.048283108	0.064914934
i	0.024936518	0.03718375	0.2408512	0.5758941	0.08706542	0.027610358	0.006458614
o	0.008004247	0.009495581	0.08482769	0.1272289	0.60109943	0.1385875	0.030756608
m	0.009026239	0.016532363	0.05695174	0.041771628	0.43802705	0.39398715	0.043703843
à	0.00889561	0.040682092	0.016132234	0.11111041	0.6591793	0.098101206	0.06589913
s	0.016963562	0.02292488	0.18385904	0.18520142	0.30864894	0.2664596	0.01594258
c	0.0138365505	0.017116299	0.027394623	0.044869423	0.11733925	0.71799755	0.061446313
i	0.0011120302	0.0037927967	0.016394787	0.032929514	0.49859157	0.30371237	0.14346685
a	0.006010012	0.007132891	0.062306367	0.059905823	0.23815435	0.30616087	0.3203297
</S>	0.009837815	0.012571901	0.09473665	0.07721698	0.2089706	0.24929886	0.34736714
