 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.9889683	0.002839092	0.0030199632	0.000387323	0.00018954906	0.00041090715	0.0037097435	0.0004750729
a	0.9445331	0.038015317	0.006465687	0.000306278	0.0015684561	0.003929246	0.0038463126	0.0013355837
k	0.97172046	0.027575584	0.00040879732	0.00013772747	1.5053965e-05	5.2828094e-05	6.52208e-05	2.4343635e-05
à	0.25289512	0.73332053	0.0095597925	0.00036684348	0.00028965186	0.0005270831	0.000655812	0.0023852051
j	0.15927744	0.8132822	0.025375713	0.0019527997	2.2809048e-05	1.2993032e-05	4.1897965e-05	3.4243505e-05
o	0.19605392	0.71592516	0.07816487	0.001166281	0.0030100995	0.0025736338	0.0018942821	0.0012117486
t	0.30795565	0.6144241	0.07638058	0.00096368295	3.0172414e-05	0.000119274366	9.509935e-05	3.1432537e-05
r	0.02920897	0.79338306	0.17502894	0.00019071295	0.0008227795	0.00037607423	0.00035778346	0.00063171866
a	0.04802258	0.70187706	0.24537632	0.00054592086	0.0009633972	0.0004926167	0.00054763723	0.0021744245
v	0.24754693	0.52506375	0.21264923	0.014091529	0.00035677117	0.00017501289	8.673216e-05	3.0011588e-05
ù	0.012418091	0.34076777	0.64316183	0.0006273044	0.00047469384	0.001162546	0.000965711	0.00042195732
d	0.06947375	0.13790913	0.60483456	0.17451139	0.0129811205	0.00014150579	3.9665825e-05	0.00010883574
i	0.0075604254	0.1252062	0.8142033	0.018787365	0.03180631	0.0019364704	0.00036899932	0.00013088601
a	0.03268007	0.042316128	0.101514064	0.5445848	0.27702594	0.0015033535	3.864392e-05	0.00033701537
i	0.02150985	0.033106174	0.09691734	0.3203188	0.50881267	0.017365165	0.00037137396	0.001598622
g	0.0064223516	0.047409102	0.13022028	0.118983224	0.6461501	0.0432703	0.003104558	0.004440069
r	0.022825934	0.11652635	0.09194204	0.1650414	0.20323592	0.3725377	0.0053282827	0.022562338
à	0.022501236	0.11837484	0.11807745	0.029368289	0.49383625	0.15529731	0.01703953	0.0455051
f	0.017613307	0.021056548	0.027852261	0.1552971	0.6758151	0.09994664	0.001464065	0.00095491885
u	0.014753794	0.031937953	0.029350672	0.07476938	0.7462347	0.09639264	0.00331208	0.0032487947
t	0.019153401	0.019648103	0.01982028	0.042066783	0.21448722	0.6479935	0.016303148	0.020527473
t	0.0020921982	0.0117214825	0.01633387	0.020810382	0.25096384	0.66640127	0.01677262	0.01490434
e	0.0045008105	0.012825071	0.026593331	0.05207286	0.119973846	0.71556383	0.025233828	0.04323643
a	0.01462472	0.015621187	0.015473001	0.014268379	0.050010804	0.6050115	0.082429536	0.20256087
t	0.0011146518	0.002337876	0.0037007984	0.0024120754	0.01804238	0.6143219	0.2933415	0.06472884
s	0.0020297458	0.024274271	0.02013885	0.0020187316	0.017773043	0.57535005	0.31097987	0.047435492
è	0.0015524678	0.02202492	0.027283082	0.0039003436	0.010769892	0.67334884	0.12440269	0.13671783
n	0.0045264433	0.0070793224	0.007818498	0.0022717372	0.010549857	0.24745366	0.47890657	0.24139392
ì	0.0032957129	0.019672155	0.018825972	0.014287775	0.0806057	0.2913688	0.34201965	0.22992423
t	0.0031541658	0.0038202622	0.004624334	0.0049297027	0.016022336	0.09027331	0.76588875	0.11128716
t	0.0019784586	0.010060214	0.011707044	0.011366118	0.042863116	0.12354369	0.57233864	0.22614273
a	0.002566281	0.004911117	0.0099175265	0.024961345	0.04006064	0.25203064	0.29685685	0.3686956
</S>	0.0044856146	0.005431542	0.005566035	0.0023341798	0.0078034387	0.05307048	0.43389603	0.48741272
