 	avete	fatto	già	le	verdure	</S>
i	0.9835207	0.011839421	0.003165687	0.0007880364	0.00043155203	0.00025460732
k	0.99801034	0.0005843404	0.000997631	0.0001897072	4.2605083e-05	0.00017538156
à	0.30006203	0.62349784	0.03889372	0.01819341	0.00015132477	0.019201733
m	0.1936118	0.76373315	0.024218941	0.013887592	9.287918e-05	0.0044557247
a	0.2679738	0.5417707	0.17534868	0.014102003	0.00025246758	0.00055241736
t	0.47085598	0.1283631	0.3271303	0.06489722	0.0023388062	0.006414575
o	0.06650359	0.50246316	0.34322676	0.04844172	0.0003876143	0.038977142
g	0.23498107	0.5180248	0.048288915	0.18785922	0.0013132408	0.009532763
i	0.24953353	0.22475213	0.322747	0.17267983	0.005600145	0.024687417
à	0.40972093	0.020819154	0.053777438	0.4749529	0.015104126	0.025625568
t	0.07764731	0.1429763	0.3159817	0.45217556	0.0032867447	0.00793242
a	0.041788835	0.16751923	0.21276693	0.5659343	0.0013791453	0.010611549
l	0.025278103	0.033365607	0.014124723	0.8646519	0.043206584	0.01937306
à	0.013374137	0.013083458	0.05391182	0.84742737	0.03732141	0.034881774
c	0.052537892	0.09553352	0.06875396	0.45432487	0.32493666	0.0039130417
h	0.014886009	0.03304955	0.05549096	0.7190551	0.05486933	0.12264903
a	0.007161971	0.05359952	0.06721737	0.66345614	0.019836536	0.18872848
n	0.011752366	0.0024278238	0.01487099	0.06771529	0.6844656	0.218768
a	0.010231734	0.00946161	0.061929617	0.17945911	0.3703494	0.3685685
</S>	0.017871937	0.053453047	0.023690851	0.22752243	0.23824142	0.43922025
