 	lo	posso	finire	di	scrivere	</S>
o	3.3862612e-05	4.5954395e-05	0.00018598561	0.0025487356	0.0013646367	0.99582076
s	0.0048474143	0.23940016	0.59943837	0.008760185	0.14597142	0.0015824471
ò	0.49479896	0.16305134	0.13869062	0.11934667	0.08323854	0.0008738344
z	0.026977977	0.26547083	0.63599145	0.0073350137	0.06406075	0.00016397703
o	0.0033299753	0.006019941	0.28001738	0.34580034	0.36381125	0.0010211346
s	0.13006936	0.787811	0.06750792	0.013218084	0.0013181522	7.5501346e-05
p	0.0039944574	0.015357377	0.11193981	0.80977726	0.058369715	0.00056147313
i	0.8583387	0.13849172	0.0013040365	0.0018433443	2.145503e-05	7.0751815e-07
c	0.06004331	0.5463245	0.25039408	0.096522085	0.04494738	0.0017687051
c	4.9276523e-06	0.0022283178	0.4264018	0.13854638	0.4326877	0.00013091069
è	0.9507337	0.044094753	0.0038791113	0.00076846813	0.00041106273	0.00011286559
t	0.001332975	0.033990357	0.25433725	0.023978805	0.66007096	0.026289672
s	0.0034121433	0.006938589	0.063827805	0.72457033	0.19864117	0.0026099833
i	0.48092332	0.4321622	0.0189293	0.06574636	0.0021069334	0.00013187311
à	0.0016730323	0.057924192	0.21499275	0.2666989	0.3324076	0.1263035
t	2.8511111e-05	0.0006410548	0.34027356	0.0018788608	0.6274973	0.029680686
s	0.0044670748	0.0076387045	0.02720091	0.8750338	0.07495315	0.010706312
e	0.28297323	0.2624948	0.07040141	0.36550337	0.017408213	0.0012188726
g	0.00030437048	0.0144194085	0.09632352	0.34878567	0.22787875	0.31228828
r	2.738853e-06	0.0006755893	0.29875395	0.055090904	0.6448766	0.00060027157
à	0.020849248	0.026133789	0.22778746	0.089590766	0.5447017	0.09093707
t	1.4103804e-05	0.0011823457	0.040644147	0.013196078	0.5235789	0.42138445
s	0.0010886102	0.0045521264	0.047971055	0.7330296	0.17569822	0.037660345
i	0.09995908	0.1255978	0.098910764	0.6039323	0.064090505	0.007509539
</S>	3.4556897e-06	0.00019248288	0.0029998354	0.026017591	0.028007379	0.9427792
