 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.000100197576	8.1323284e-05	8.608443e-05	0.00012559109	0.012104488	0.011505405	0.0012114021	0.007905551	0.0046792366	0.29296133	0.66923946
n	0.6367323	0.3187421	0.039323527	0.0051888744	3.8921948e-07	9.884861e-08	1.0358524e-05	2.1615049e-06	1.6754754e-07	9.6696685e-11	1.6362806e-09
ì	0.0041746367	0.2596324	0.4277399	0.28213057	0.0008480746	1.0382992e-05	0.022691704	0.0010127682	0.0017540503	9.735624e-07	4.506982e-06
c	0.42137074	0.4611825	0.08320735	0.03407188	9.721214e-06	2.6923387e-06	0.000112234025	4.2708572e-05	1.6308515e-07	7.2936257e-10	7.7590495e-10
h	0.007693014	0.6752907	0.14533354	0.084173985	0.003798126	0.0009999502	0.05807692	0.007171724	0.017420368	2.837417e-05	1.3282786e-05
e	0.009586491	0.2256653	0.47228974	0.15315217	0.11907205	0.008539991	0.007697718	0.0039182357	7.0048416e-05	1.0393107e-07	8.094106e-06
n	0.0037128467	0.18690833	0.58298194	0.19159344	5.2858886e-05	1.49431135e-05	0.032674767	0.0016535283	0.00040448288	2.1357184e-07	2.597338e-06
d	4.216242e-05	0.013939107	0.104014836	0.2175647	0.0032473265	0.00090166234	0.6007842	0.026166778	0.0327349	0.00036279007	0.00024160901
ì	0.0048408937	0.059028458	0.14056669	0.1158671	0.611138	0.052815866	0.008805255	0.0069071865	2.8676148e-05	1.7193386e-06	1.4603913e-07
s	0.1644149	0.5874754	0.17337312	0.053739995	1.582591e-05	1.0222918e-05	0.019521987	0.0008525474	0.00055894925	1.4981591e-06	3.551175e-05
o	0.00090995163	0.042285826	0.14449598	0.22623494	0.04364027	0.029532427	0.4279903	0.0402488	0.037372027	0.0022409426	0.0050484627
n	0.0014388757	0.097279295	0.5800711	0.2559883	0.0019909693	0.00043674852	0.032049615	0.030074712	0.0006572875	1.0269578e-05	2.8213478e-06
t	9.279165e-06	0.0025984512	0.020791722	0.05811757	0.0022997104	0.0018145336	0.8053762	0.057273265	0.047260653	0.0031988693	0.0012597396
a	0.0010122268	0.012514606	0.022002412	0.038612526	0.51339126	0.24920769	0.045935623	0.106280655	0.0048126047	0.0056108315	0.00061964226
i	0.00093686295	0.07417094	0.45317328	0.26402828	0.0037203	0.0009304787	0.09439831	0.1003016	0.008073549	0.00024650295	1.9923988e-05
k	0.00023685854	0.096552104	0.11649429	0.28188056	0.002491298	0.0010408963	0.39104685	0.031833097	0.077186674	0.0010124644	0.00022486973
i	0.0014914507	0.04036258	0.08267273	0.115486935	0.3294821	0.11575212	0.17043383	0.078209095	0.034856927	0.025046095	0.006206176
a	0.00017249293	0.05109788	0.30156738	0.32473922	0.013450467	0.0017111736	0.058551893	0.2415792	0.0063528963	0.0007665961	1.0790991e-05
t	0.00061407	0.08475621	0.09514187	0.26796702	0.026202843	0.009372174	0.31855	0.12695609	0.06146085	0.008728606	0.00025036285
è	0.0010196348	0.027105223	0.055372383	0.07904452	0.36088738	0.15769416	0.17349088	0.074614726	0.03039656	0.03408691	0.006287712
r	0.0001624553	0.0123127615	0.0476988	0.08964326	0.005762043	0.0062078354	0.29229817	0.53061426	0.012676465	0.0026000286	2.3848237e-05
a	0.0017178999	0.05040521	0.11964384	0.16862947	0.081221476	0.10342242	0.3489881	0.05340638	0.035935517	0.030088626	0.0065410743
i	2.6966722e-05	0.0043551875	0.031162709	0.047662325	0.015424821	0.0016123864	0.27255732	0.37689066	0.23279294	0.015036227	0.0024784103
