 	non	ti	dimentichiamo	mai	</S>
e	6.440553e-06	4.298951e-06	0.00028549464	0.1335559	0.8661478
s	0.6955589	0.13178213	0.1500998	0.013173633	0.009385533
e	0.24649283	0.4445452	0.2143326	0.08580302	0.008826304
a	0.28934735	0.68226933	0.01610922	0.006898793	0.005375266
l	0.09155763	0.028065505	0.8545716	0.015757937	0.010047457
l	0.010814248	0.009103984	0.40647444	0.52061164	0.052995685
i	0.002891357	0.8968833	0.0990338	0.0011384435	5.3046722e-05
m	0.13631128	0.034101717	0.06733499	0.2151943	0.5470577
o	0.29115945	0.049300253	0.262834	0.3854103	0.01129596
n	0.107518695	0.017231496	0.11678103	0.33146116	0.42700762
ù	0.005806627	0.0020130938	0.056989864	0.9075824	0.027608108
m	0.0012636601	0.0001812508	0.019028774	0.95178497	0.027741386
e	0.046866238	0.006585683	0.21330932	0.710125	0.02311368
m	0.0006246378	9.709968e-05	0.0060109487	0.49099302	0.50227433
à	0.033248242	0.006689388	0.10485752	0.8221978	0.03300703
i	9.8146615e-05	2.06316e-06	0.0036112838	0.97497606	0.02131252
</S>	5.7128154e-06	1.09765416e-07	0.007561553	0.36699873	0.62543386
