 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	3.1371415e-05	3.3194152e-05	1.8689403e-05	5.793432e-05	0.00090916775	0.003867596	0.0016485965	0.041254595	0.95217884
f	0.81316316	0.069086835	2.3921659e-05	0.116548955	0.0008864514	0.0002556254	3.332628e-05	1.4850881e-06	1.4600957e-07
è	0.57690024	0.3358162	0.000563363	0.053105574	0.013013646	0.009428506	0.010475634	0.00068790594	8.967177e-06
n	0.8076669	0.083958484	6.7987334e-05	0.10591228	0.0016441236	0.0006675419	8.007391e-05	2.301647e-06	3.0067486e-07
e	0.0002514504	0.005593511	0.00081057794	0.532499	0.18550369	0.17993665	0.08126361	0.014080589	6.0903716e-05
t	0.24673016	0.61190355	0.00046890302	0.1294589	0.008087787	0.0010257864	0.00219252	0.0001170526	1.5289666e-05
e	0.003470429	0.019800961	0.008584342	0.21162783	0.6057312	0.034323126	0.09413146	0.021834403	0.0004962721
k	0.17613338	0.78377235	0.00039625645	0.027997067	0.009754576	0.00019601903	0.0016767748	6.349064e-05	1.0088708e-05
a	0.0099937515	0.044979624	0.0078012287	0.13345324	0.59945846	0.026120493	0.12006022	0.055183187	0.0029497752
o	0.08353267	0.836937	0.0003696798	0.033258416	0.036310706	0.00065171736	0.00854581	0.0003376483	5.6371726e-05
l	0.014729297	0.03909113	0.00022510703	0.83991706	0.06795499	0.034749143	0.0031133294	0.00020230545	1.7591887e-05
à	0.0023682762	0.01332686	0.0051226187	0.0996332	0.5762312	0.036283	0.12723087	0.13706519	0.0027387782
d	0.0046709995	0.06389263	0.00035808363	0.46278635	0.41608036	0.022729892	0.023844086	0.005481928	0.00015563636
r	0.002559447	0.012418063	0.0010014052	0.38437793	0.27633318	0.20001125	0.07423595	0.04892077	0.000141999
o	0.0036286833	0.013252025	0.18178429	0.36161226	0.3992957	0.0009985829	0.026507396	0.012563574	0.00035759519
m	0.00080217293	0.014832357	1.2045567e-05	0.024076806	0.04209426	0.4416671	0.17700675	0.14762144	0.15188709
b	0.008290836	0.044676144	0.001534809	0.04437106	0.27505636	0.04355707	0.23887536	0.32540193	0.01823649
ì	0.0051401095	0.0141373165	0.07901459	0.09088143	0.5769318	0.009506492	0.11466598	0.10837209	0.0013502374
k	0.0017152997	0.0064999503	2.8608833e-06	0.0017165433	0.017280154	0.40065965	0.08794763	0.20523244	0.2789455
e	0.020508835	0.21695769	0.00047733376	0.03190825	0.25362504	0.045540817	0.29020908	0.13673475	0.0040381243
a	0.00020946543	0.0038459722	3.052458e-05	0.0017234174	0.019125467	0.19819549	0.19302098	0.33058912	0.25325957
p	0.0005449801	0.0038642762	1.7973241e-05	0.03224018	0.061969504	0.6726813	0.020591859	0.063199885	0.14489006
ò	7.239459e-05	0.0007176559	0.00014280589	0.0140806995	0.14867085	0.106036775	0.100300685	0.5662599	0.063718274
t	5.322137e-05	0.00058298063	2.1129488e-06	0.0041891267	0.027982578	0.50563586	0.024425235	0.39845464	0.038674224
t	0.00024329696	0.0015550163	0.0003360336	0.0155913625	0.14214705	0.051538005	0.12839846	0.6392961	0.020894691
u	0.0020789497	0.006568966	0.06291607	0.11067586	0.5327062	0.017446319	0.10325258	0.16083658	0.0035183616
</S>	2.6500154e-06	5.4774526e-05	5.1213175e-07	2.9160581e-05	0.0011230598	0.038985744	0.014328807	0.099469125	0.84600616
