 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	4.3842792e-05	4.8298418e-05	3.0056224e-05	5.8710342e-05	0.00010527435	0.0016948713	0.0020915717	0.0076938067	0.095799245	0.89243424
M	0.99462754	0.005330632	4.080639e-05	6.262014e-09	8.7219405e-07	7.5326874e-08	6.814932e-08	4.0715497e-11	1.4097931e-10	3.0964554e-11
a	0.37885636	0.4976009	0.002511219	0.002281142	0.008505016	0.025487358	0.002816998	0.03037386	0.04859982	0.0029672699
r	0.02867058	0.9662434	0.0050801155	5.533594e-06	3.5671104e-07	5.6148473e-08	2.3228802e-08	3.9222948e-11	3.371288e-10	7.537437e-12
ì	0.005912305	0.9923624	0.0015501085	0.00014317107	3.0901763e-05	1.1958078e-06	2.7382077e-08	1.988298e-08	2.6942496e-08	2.0767711e-08
a	0.010375477	0.98716277	0.0024593861	8.274737e-07	1.2961351e-06	1.9080436e-07	3.810029e-08	7.3396635e-09	4.6001194e-09	3.5886976e-09
à	0.11616082	0.87262684	0.009684302	1.3229411e-05	0.0013188113	0.00016878796	2.6830838e-05	1.4170134e-07	6.338557e-08	1.260048e-08
r	0.16554643	0.8305131	0.0039002935	8.831343e-07	3.0360092e-05	6.2171503e-06	2.6573703e-06	2.3100649e-08	1.2426997e-08	5.15811e-09
t	0.020507326	0.23721437	0.02309618	0.067147434	0.12917568	0.15936333	0.022015043	0.10718572	0.23354985	0.0007449823
e	6.04482e-06	0.077531144	0.11394775	0.75942385	0.047980998	0.0005769691	3.2541244e-05	0.0004478804	4.222285e-05	1.06039415e-05
n	0.0007313756	0.2539867	0.5797165	0.009663937	0.05624989	0.07802385	0.0146753965	0.0045589036	0.0020297514	0.00036364203
a	2.3978731e-05	0.0018263452	0.0026600398	0.0029030018	0.032281764	0.14902729	0.025139602	0.36726758	0.41424546	0.0046250243
s	0.00032753512	0.2012519	0.532314	0.009254144	0.045189075	0.15757728	0.041771542	0.007555944	0.004467042	0.0002916104
t	0.0004187296	0.004927504	0.0020579796	0.0035778785	0.023403568	0.1458835	0.032920923	0.2751605	0.49818623	0.013463233
e	0.00045247958	0.039822843	0.10892688	0.65501446	0.14383174	0.030106394	0.003621503	0.01491576	0.003266116	4.180327e-05
m	0.0003035695	0.043786317	0.13694471	0.0036520574	0.043157615	0.5175095	0.19216253	0.029109452	0.0319824	0.0013918182
b	0.006905536	0.016261714	0.0064880853	0.0035098633	0.013475945	0.14866927	0.046550155	0.16881464	0.585228	0.0040967204
r	0.00088763406	0.021687761	0.058940742	0.45586747	0.17469129	0.14037055	0.026472187	0.085317284	0.03569411	7.093616e-05
ò	0.0010029714	0.008361744	0.01975053	0.161307	0.123774305	0.24122761	0.06557743	0.19306454	0.1857702	0.00016360635
s	0.004523176	0.20498836	0.12502408	0.0005462304	0.009396429	0.24992718	0.3055238	0.018798817	0.06044075	0.020831209
e	0.0117978705	0.035942324	0.03791385	0.0018025882	0.02452791	0.38786256	0.135349	0.13028246	0.23394352	0.0005778212
m	0.00013551713	0.015120495	0.02561994	0.0027103352	0.020120967	0.4716538	0.25447407	0.025424492	0.17792399	0.006816407
è	0.0023171534	0.0045366706	0.0025185442	0.000851796	0.0045535974	0.11488466	0.05251483	0.14380139	0.6724995	0.0015219221
n	0.00051001797	0.036592837	0.028873013	0.00081081234	0.0062464434	0.38067213	0.34614477	0.021338167	0.15475105	0.024060799
a	1.0365647e-05	4.5860073e-05	0.00017233376	5.9311078e-05	0.0019945109	0.057347275	0.066397995	0.30112827	0.5657048	0.0071393284
m	1.7122067e-05	0.0022825343	0.0058319084	0.0005528202	0.0065901224	0.36399704	0.2367727	0.029258903	0.29509696	0.059599884
a	0.0004688692	0.0011171538	0.00083561224	0.0006511505	0.002869355	0.04374082	0.029402403	0.16065137	0.7550565	0.0052067577
s	7.1188592e-06	0.00033144155	0.0011951808	0.00016512563	0.004463559	0.45034263	0.2356111	0.04887092	0.22906837	0.029944535
t	6.643949e-05	0.00024681003	0.00036349928	9.6352174e-05	0.0010851463	0.052419983	0.054544296	0.14122452	0.7471439	0.0028089464
e	0.00041139853	0.003754297	0.010228563	0.1197523	0.09866869	0.202774	0.09202661	0.30394614	0.1680908	0.00034716784
p	5.457283e-06	0.00029807436	0.00075172377	0.00012039354	0.002232758	0.21173388	0.15425695	0.024397964	0.33394036	0.27226242
l	0.00015657581	0.0006315454	0.00063137675	7.903413e-05	0.003133524	0.12811933	0.22924127	0.10653605	0.5305823	0.0008889687
ò	0.00027211235	0.010553764	0.026320942	0.14019687	0.12831639	0.26422158	0.12289331	0.14407268	0.16231853	0.0008338017
n	0.000104471306	0.0023714716	0.0010313485	3.0189829e-05	0.000307901	0.03821336	0.07282018	0.0033713928	0.2011128	0.6806369
n	9.183673e-06	4.3991422e-05	0.000110696674	4.0027306e-05	0.0011226797	0.028551431	0.03532551	0.29908732	0.61463976	0.021069437
i	6.5727414e-05	0.0005474269	0.0019053033	0.021483064	0.027187847	0.10156174	0.076893985	0.28007218	0.47835553	0.01192723
</S>	1.0084223e-06	2.6071446e-05	6.94984e-05	9.765648e-06	0.0003052132	0.046727624	0.04365299	0.0070109456	0.13959076	0.7626061
