 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	2.2917886e-05	2.0731379e-05	3.8742026e-05	0.00023780533	0.00096740044	0.0038418765	0.010767013	0.032046568	0.022130031	0.047984388	0.33060417	0.5513384
M	0.1048479	0.88197666	0.00023473283	0.012639775	0.00024193055	4.569638e-05	7.286855e-06	5.0326476e-06	9.1571474e-07	5.2676096e-08	2.4794484e-09	2.0409552e-09
à	0.8068619	0.0028055995	0.010528762	0.13010286	0.018541945	0.0045167236	0.005075069	0.01004491	0.007013761	0.0010360236	0.0034004136	7.202617e-05
r	0.98776835	0.01145728	0.0006621489	0.00010888064	1.7476988e-06	1.2483357e-06	3.5922386e-07	6.985846e-09	3.702723e-10	4.148457e-11	4.1361553e-11	5.1768867e-12
i	0.96923065	0.0051887636	0.023430197	0.0015574637	0.0005596927	2.4940493e-05	4.364069e-06	2.339708e-06	9.618622e-07	2.570946e-08	3.6248423e-07	3.2528467e-07
k	0.97755104	0.012592673	0.008133248	0.0016202831	7.5425036e-05	1.95267e-05	7.6340875e-06	2.564523e-08	3.2372142e-08	4.6486406e-09	9.6986994e-08	2.1712415e-08
a	0.13830864	0.026377894	0.27935252	0.11775573	0.26382914	0.12999043	0.042711392	0.0006367936	0.000767616	3.1513217e-05	0.00021389294	2.4371762e-05
j	0.7872071	0.03548134	0.12624788	0.035561793	0.0051536476	0.0065005776	0.0038305998	3.7016414e-06	3.5518813e-06	7.951808e-07	7.690509e-06	1.2645844e-06
u	0.043379005	0.01619027	0.1232213	0.23886046	0.3334726	0.0833443	0.06029538	0.029203441	0.05536879	0.003354409	0.012481626	0.0008283486
r	0.68529147	0.011604512	0.089545436	0.13994731	0.01756844	0.036670007	0.019323625	2.3990237e-05	8.021138e-06	4.0335926e-06	1.0965582e-05	2.2028066e-06
è	0.028761795	0.007579693	0.08345455	0.24266528	0.36627144	0.11860265	0.094654635	0.019669998	0.022517163	0.0016945339	0.012774696	0.001353564
i	0.39050037	0.012103663	0.041577846	0.32683617	0.04750359	0.118876204	0.062459566	9.636491e-05	2.8556731e-05	9.203341e-06	6.2029308e-06	2.263391e-06
m	0.0027106802	0.026160117	0.00024991634	0.92330277	0.035793316	0.00842135	0.0022616335	0.0005082678	0.0005374838	5.31784e-05	9.4457175e-07	3.385667e-07
i	0.014303106	0.020866422	0.07205032	0.18779117	0.2395508	0.058530312	0.049697343	0.059330594	0.24879666	0.01551646	0.03263564	0.0009312362
a	0.0012960962	0.00042917737	0.002714679	0.23476815	0.10803347	0.3914988	0.2587602	0.0018392802	0.0003814708	0.0002535984	2.006407e-05	5.0792946e-06
m	0.004959745	0.017523656	0.0050582904	0.5806298	0.2386102	0.038449332	0.0134946415	0.043156628	0.055741284	0.002349613	2.1408774e-05	5.345027e-06
à	0.008944856	0.010332539	0.04953955	0.14508905	0.0972019	0.054008212	0.08295902	0.084209286	0.21332528	0.040372204	0.2098496	0.0041685044
k	4.6591478e-05	0.00067542016	0.000103741215	0.051634718	0.094554976	0.5018493	0.32760686	0.018690247	0.0038871898	0.00094347436	5.210775e-06	2.252109e-06
i	0.006612183	0.022309674	0.03670331	0.16733548	0.056622278	0.035314232	0.064598165	0.04780773	0.17802647	0.040392708	0.3366163	0.007661472
n	1.9287465e-05	3.6937312e-05	8.847426e-05	0.080795825	0.03188394	0.30705926	0.5578704	0.014722238	0.0019786854	0.0051979353	0.00026373137	8.332626e-05
a	1.2709952e-06	0.00019403592	0.0001475697	0.057807513	0.019170348	0.06485696	0.1914047	0.053555574	0.04794116	0.047775257	0.51020133	0.0069442648
k	1.0659695e-05	7.7476456e-05	1.7816645e-05	0.072770916	0.032718383	0.30364913	0.5256979	0.040954456	0.005577696	0.018052565	0.00036295643	0.00011012518
a	0.0017322927	0.005276641	0.005250037	0.0461815	0.028511869	0.043667883	0.112972	0.15334389	0.204872	0.09487502	0.2988681	0.0044488003
k	4.8936713e-06	2.212584e-05	8.072278e-06	0.029399507	0.023769176	0.2910629	0.59121317	0.042551804	0.004677867	0.016885567	0.00033229095	7.255897e-05
o	0.0019400705	0.0068610874	0.0017763099	0.05081013	0.027055841	0.07295435	0.22454426	0.20823272	0.13396354	0.12019561	0.15014741	0.001518692
n	3.2962866e-06	1.72691e-05	4.034164e-06	0.02148903	0.018598836	0.25418797	0.60808754	0.060825016	0.006270182	0.029565232	0.0007754291	0.00017616077
s	5.578645e-07	0.00013219414	3.337747e-05	0.014645444	0.0055045686	0.035807624	0.1331759	0.08350761	0.043566715	0.08013406	0.59653485	0.006957166
u	0.00069572026	0.00040130256	0.0023795525	0.004708397	0.043403532	0.098798744	0.15070714	0.30376977	0.25567272	0.12244846	0.016873434	0.00014125898
m	1.8525869e-05	1.8263261e-05	3.228837e-05	0.031213636	0.014961022	0.18798219	0.6942575	0.029440772	0.004676443	0.027379943	0.007164138	0.0028551947
è	0.004249154	0.007687498	0.002131848	0.06600059	0.020532493	0.07760863	0.274815	0.12191911	0.06547679	0.14354531	0.21413822	0.0018954179
i	4.10123e-06	6.696371e-05	7.549142e-07	0.008294425	0.009665543	0.20557848	0.54872763	0.15546791	0.016051585	0.052331373	0.0021157048	0.0016954523
k	1.9575248e-06	0.00095255545	7.1921414e-07	0.095563	0.035003483	0.061464142	0.06726648	0.52175456	0.12042797	0.082260974	0.0024860594	0.0128180785
à	0.0005461859	0.0012471987	0.0030113999	0.013718721	0.023989461	0.038330846	0.08488318	0.17606547	0.27359894	0.11336213	0.26760304	0.0036433944
n	1.8469681e-06	9.834849e-05	6.017469e-07	0.007981863	0.009784696	0.22874181	0.52377903	0.16967972	0.014709961	0.039210703	0.0024648495	0.0035465544
n	1.9375898e-07	0.00019775654	6.627426e-05	0.0052945744	0.0014417552	0.0039178226	0.017273225	0.017044542	0.06581784	0.028333044	0.8561222	0.0044907564
i	0.0001331917	0.00018057652	0.007693849	0.007007427	0.047165878	0.10334892	0.15220542	0.1305002	0.21589264	0.11471298	0.21754815	0.0036107628
a	3.1291236e-06	7.76509e-06	5.243736e-06	0.026129082	0.010871716	0.13757357	0.5354087	0.068596646	0.0061449395	0.062340964	0.05135124	0.101567015
l	6.06458e-06	0.00022525956	2.4782119e-06	0.0054036467	0.014644771	0.018953985	0.020025622	0.5833655	0.26204324	0.09233194	0.00096459815	0.0020328597
ì	8.299022e-05	0.00069148134	0.00094037777	0.01371872	0.009900361	0.018970167	0.060294192	0.0901811	0.12993869	0.06286218	0.605734	0.0066856765
o	1.714775e-06	0.00016304723	4.258638e-07	0.0065332786	0.006441805	0.16439289	0.43001312	0.27662694	0.0228649	0.07723914	0.0073299576	0.008392705
k	2.0236134e-06	0.00073414843	3.7382853e-07	0.036038365	0.01813473	0.056637622	0.06494928	0.5940881	0.08239106	0.075321436	0.006214327	0.06548853
o	0.0004752629	0.0012464465	0.0031002122	0.010418678	0.014635032	0.023263147	0.053395975	0.14281234	0.26671192	0.12193971	0.35829616	0.0037051958
n	1.1760578e-06	4.77094e-06	8.98734e-07	0.0049044653	0.0051634577	0.0909215	0.3935103	0.11854295	0.009692486	0.0866295	0.078231595	0.2123969
s	1.2329781e-07	4.4626286e-05	5.4421503e-06	0.0019127745	0.0005175415	0.0054246546	0.026394289	0.026148133	0.01429134	0.058142655	0.8572911	0.0098273065
ù	0.00034000777	0.00030886813	0.0010827439	0.0018894969	0.01249412	0.034401275	0.059818234	0.23746343	0.27401924	0.2643675	0.11309645	0.00071861537
m	4.8590496e-06	1.2541977e-05	3.5266945e-07	0.0028963715	0.0018495299	0.03840831	0.17746753	0.067429	0.005993231	0.05041941	0.1131582	0.54236066
o	0.0004152568	0.0028143392	0.0023482884	0.04308605	0.0056209406	0.015055377	0.05777296	0.021095593	0.032560825	0.06516467	0.7474156	0.0066500357
s	5.4203895e-07	3.532432e-06	2.4075737e-07	0.0027763965	0.002536484	0.047047764	0.21286297	0.110789225	0.006785479	0.10492755	0.118208036	0.39406174
e	4.475597e-05	0.0011182475	6.618447e-05	0.01085402	0.0020057862	0.016754106	0.08730026	0.053436164	0.0255313	0.18897505	0.6125315	0.0013825592
b	1.0810746e-06	7.561789e-06	2.198197e-07	0.0023415247	0.001992762	0.04220398	0.2034197	0.17656578	0.012321842	0.1848441	0.1209827	0.25531876
e	1.0497428e-05	0.0033249685	9.018699e-05	0.019389331	0.004022388	0.020116292	0.0853627	0.1990095	0.10328789	0.20978758	0.35447583	0.0011228808
n	1.7605331e-06	3.1264865e-06	1.1194323e-06	0.0021474068	0.0032212145	0.041284587	0.18605821	0.08391813	0.007878317	0.047479264	0.120685935	0.50732094
z	8.586828e-08	1.2202644e-05	2.9463536e-06	0.00037180775	0.0001504292	0.0017539462	0.011248784	0.010306794	0.0064465064	0.024342438	0.9225542	0.022809906
ì	0.0001987131	0.00014818257	0.001456216	0.0027978616	0.026195409	0.057762094	0.08184165	0.22931966	0.23820925	0.19830012	0.15812398	0.005646853
n	2.5159154e-06	2.4519713e-06	1.5962746e-07	0.0008411111	0.00045220452	0.0070586475	0.034088843	0.0137993265	0.0012517123	0.0124366805	0.0923705	0.83769584
a	8.2833833e-07	9.075637e-05	4.0578347e-05	0.0025167717	0.0003489967	0.0018097468	0.009378395	0.0061306376	0.009854547	0.024925858	0.93934244	0.0055605383
</S>	3.0662116e-07	7.1261917e-07	1.5610307e-07	0.0007311187	0.00069122243	0.009756183	0.05142096	0.022352858	0.0017245898	0.020233855	0.0827031	0.8103849
