 	hai	già	mangiato	</S>
è	4.7739404e-06	1.4276432e-05	0.056016617	0.94396436
c	0.2698488	0.7284342	0.0011284517	0.0005886173
h	0.071125075	0.88097066	0.033490006	0.014414329
i	0.24523257	0.73545676	0.010428911	0.008881781
g	0.11673024	0.8693771	0.00026782937	0.013624885
i	0.019435642	0.43406835	0.54606974	0.0004262461
à	0.14443237	0.7879023	0.0043497905	0.063315555
f	0.008691151	0.9689011	0.013460514	0.008947195
a	0.0067581893	0.032679237	0.9551148	0.005447766
m	0.0018662894	0.08594503	0.507953	0.40423572
è	0.008630046	0.028080182	0.9604274	0.0028624062
n	0.00015385689	0.06844058	0.6060207	0.32538489
a	0.00040065357	0.029819088	0.86446035	0.105319954
</S>	1.4122545e-06	0.00034221946	0.009244814	0.9904116
