 	forse	stanno	ancora	svegli	</S>
f	4.5270554e-06	5.210254e-05	0.00012179758	0.02429158	0.97553
ò	0.9737263	0.019173741	0.00626523	0.0007093741	0.00012539467
r	0.6132274	0.38215604	0.0046151327	1.686396e-07	1.3262875e-06
s	0.049327523	0.27628636	0.60576266	0.038201816	0.030421672
i	0.91734827	0.07672092	0.0057268715	0.00015551521	4.8330065e-05
s	0.19926932	0.5676747	0.22561404	0.0010411112	0.0064008306
t	0.006768828	0.20832992	0.6626453	0.11941916	0.002836774
è	0.7926593	0.18185961	0.024814168	0.0006187031	4.818761e-05
o	0.04105843	0.94828403	0.010415428	3.8325976e-05	0.00020373834
n	0.025030928	0.8198216	0.15505068	2.5428924e-05	7.147678e-05
e	0.011369064	0.07990669	0.07328749	0.784516	0.05092084
a	0.013298293	0.7278897	0.2574648	0.0006846553	0.0006625523
n	0.02831368	0.60828763	0.36202925	0.0004150236	0.00095444644
k	0.0030438346	0.028485052	0.03895934	0.87850374	0.051008075
ò	0.15449496	0.55114645	0.27377954	0.020418586	0.00016041225
r	0.0019637987	0.93398035	0.05189569	0.0042343	0.007925817
a	0.0074962806	0.17425112	0.5185411	0.29547668	0.0042348453
a	0.008530977	0.45655808	0.34124058	0.03664741	0.15702298
t	0.0028758273	0.42227402	0.5318607	0.008942558	0.034046922
s	0.0022635749	0.019676138	0.049746294	0.8494257	0.07888828
ù	0.015907189	0.24795286	0.3919338	0.34141254	0.0027935868
n	0.0003131998	0.63468957	0.106113605	0.07587981	0.18300372
n	1.4336095e-05	0.0018418622	0.010710113	0.9715263	0.015907362
i	0.002475595	0.06983023	0.16887036	0.72221375	0.03661012
t	1.9509782e-05	0.008165509	0.015048262	0.032274216	0.94449246
i	0.0027322746	0.06762912	0.2879081	0.63636315	0.005367384
</S>	7.225966e-06	0.009191747	0.03960549	0.09621644	0.8549791
