 	dovevo	comprare	pane	ogni	giorno	</S>
ì	8.822695e-06	4.840546e-06	2.610787e-05	0.00026493618	0.08685101	0.9128443
c	0.98017234	6.6166605e-05	0.015639808	0.0040973816	1.8437362e-05	5.8716464e-06
h	0.9874428	4.9206883e-05	0.00021180084	0.011321638	0.00049190904	0.00048267771
a	0.026688488	0.7877231	0.1550137	0.030449461	7.909012e-05	4.6094505e-05
n	0.9990596	4.232342e-05	0.00016237429	0.00064642134	4.117009e-06	8.517802e-05
a	0.1005086	0.069150396	0.26419243	0.5607069	0.0050347503	0.00040691442
v	0.9866085	0.008543826	0.0033979188	0.0009505432	5.477374e-05	0.00044439422
o	0.020145949	0.0016863844	0.13313507	0.8408524	0.004153325	2.6898431e-05
r	0.92898333	0.005798512	0.031076282	0.031048581	0.00036288082	0.002730435
à	0.01041001	0.0049116784	0.06531085	0.8488312	0.06773887	0.0027974802
s	0.48936278	0.0050057247	0.22525011	0.27187443	0.0038612634	0.0046455376
o	0.008560861	0.0005815791	0.028192345	0.8815159	0.08046753	0.0006817919
t	0.23863474	0.046523813	0.25620747	0.28203928	0.0354024	0.14119223
s	0.023153348	0.0013819003	0.037576433	0.47310033	0.45722058	0.007567522
o	0.020497788	0.23123546	0.5922654	0.12573625	0.028584871	0.0016801237
m	0.014870936	0.00055177714	0.0028813095	0.04960705	0.083751395	0.8483376
ì	0.88466626	0.002330537	0.0067976	0.028864753	0.07348412	0.0038567681
k	0.015211415	4.5615695e-07	0.0012510604	0.4774835	0.35327432	0.15277919
u	0.029274244	0.0017849844	0.00478915	0.04450875	0.9072363	0.012406553
à	0.001041388	2.326167e-06	0.0006134079	0.19229247	0.40056443	0.40548602
i	0.0017234535	4.425557e-07	0.0007798417	0.18417074	0.7919691	0.021356387
m	8.7824956e-05	1.3118578e-08	1.2081892e-05	0.036015853	0.5602062	0.40367803
è	0.0016905004	0.0006342606	0.0020182997	0.016448809	0.9680691	0.011139059
r	0.0011705947	1.0055701e-07	0.0003819396	0.12463447	0.8190505	0.054762367
i	0.0002311059	0.00018585578	0.00062959286	0.007907312	0.9679533	0.023092836
</S>	9.673457e-06	2.0973532e-08	5.6642475e-06	0.0029731938	0.15614723	0.84086424
