 	devo	pulire	l	albero	</S>
è	7.1365907e-06	4.119917e-06	3.7483427e-05	0.040902346	0.9590489
n	0.99937016	0.0002860616	4.8992606e-05	0.00027265438	2.2197835e-05
a	0.48430425	0.15789746	0.020951824	0.26912695	0.067719474
k	0.9898768	0.009627981	0.00013341618	2.7906406e-05	0.0003339636
a	0.08949778	0.20827898	0.07544659	0.6198937	0.006882996
t	0.9652325	0.03307112	0.0008793114	0.00022199783	0.0005951478
à	0.031343423	0.06342121	0.047011055	0.8524727	0.0057515353
r	0.9469119	0.018590473	0.0016058859	0.0307898	0.0021021182
o	0.030468754	0.005183031	0.017396023	0.9449985	0.001953763
t	0.7619071	0.031076958	0.0066513745	0.028863724	0.1715008
o	0.0149905905	0.0073075304	0.015233645	0.95734596	0.005122305
n	0.47806177	0.05247585	0.012801454	0.060344007	0.3963169
à	0.0010870594	0.00056791404	0.006157266	0.95791465	0.03427311
r	0.078369744	0.0008656908	0.001127091	0.7730856	0.1465519
b	0.010855163	0.0005246669	0.0027282578	0.98263896	0.0032529235
u	0.0025072235	0.06254916	0.23049547	0.7036479	0.0008002967
r	0.00043577325	1.27869125e-05	1.1658328e-05	0.0004724161	0.99906737
o	0.46282414	0.012999139	0.02587812	0.46869394	0.029604686
</S>	0.0012751467	1.111292e-05	3.212421e-05	0.0036172478	0.99506444
