 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
t	5.0666863e-06	4.0448438e-05	0.00011788811	0.00033292754	0.008049758	0.003900509	0.01162452	0.028396502	0.94753236
o	0.0056501413	0.3345214	0.35389358	0.29960805	0.0013941337	0.0018198751	0.0001671234	0.002749943	0.00019569941
f	0.0020849742	0.81024045	0.15314074	0.032305885	6.318637e-05	0.0015659566	0.00038929068	0.00020376589	5.6800195e-06
à	4.566427e-07	0.008801013	0.16347699	0.80708045	0.0012629534	0.016139815	0.0020379603	0.0011573628	4.304166e-05
i	2.9559844e-05	0.62651885	0.30891025	0.061287668	1.8226476e-05	0.0030472055	0.00013335596	5.4321554e-05	6.286165e-07
e	9.951459e-08	0.07723415	0.4559744	0.45709932	2.60578e-05	0.009312575	0.00032376798	2.8725644e-05	8.4599014e-07
e	9.1451475e-06	0.1836739	0.45264754	0.35603145	0.0005378052	0.0065123145	0.0005363992	4.92278e-05	2.2164693e-06
t	1.5432569e-06	0.073750325	0.34207192	0.56142664	0.0010431634	0.021180766	0.0005030482	2.0724325e-05	1.8288672e-06
è	0.00037836612	0.073572665	0.20010072	0.15942515	0.45738822	0.009133586	0.08156179	0.01707469	0.0013648209
l	2.102972e-05	0.45741585	0.308917	0.15384984	0.003830599	0.022220386	0.053478885	0.00025528594	1.1155782e-05
i	0.0006457112	0.09579413	0.26343876	0.17105787	0.38989088	0.0127768	0.050816085	0.01492307	0.00065668457
f	0.00012119795	0.08783152	0.23859468	0.42391637	0.059472866	0.026482016	0.15672033	0.004665553	0.002195433
a	0.00013149675	0.022563491	0.05748617	0.06664392	0.28215572	0.01574708	0.48842183	0.06012262	0.006727711
m	2.9071613e-05	0.03930515	0.087693155	0.30620474	0.047257897	0.1068276	0.4043279	0.005326516	0.0030279872
è	0.0006503533	0.027866047	0.035407186	0.030794317	0.38410816	0.010553916	0.480679	0.026421668	0.0035194266
n	4.8766474e-08	0.002145013	0.007175681	0.062643506	0.0022980983	0.76377296	0.15885903	0.0028186257	0.00028702474
o	4.6666054e-07	0.00042742625	0.0074553173	0.020170672	0.0063827722	0.06018922	0.15061872	0.7500381	0.0047173616
s	1.0934567e-05	0.004342837	0.02556983	0.20196551	0.02601206	0.24798794	0.29155484	0.094020456	0.10853563
ù	1.1651124e-05	0.0024908124	0.005222643	0.014257318	0.035902727	0.03821111	0.84440243	0.058013372	0.0014878812
b	5.987335e-09	0.0001531754	0.000432137	0.0067222547	0.00025524863	0.90022624	0.07796513	0.0132576935	0.0009881937
i	5.389346e-05	0.018324256	0.08777895	0.07369901	0.041317277	0.06163223	0.16743778	0.54470015	0.005056525
t	1.4476806e-06	0.0008301729	0.0045672664	0.056602452	0.014314918	0.17287132	0.20025845	0.21027336	0.34028065
o	5.8614005e-05	0.0051313275	0.009570459	0.016630687	0.069562025	0.05445904	0.63882214	0.20103943	0.004726281
è	1.4360391e-07	0.0001669605	0.0013350822	0.041324973	0.016039278	0.35342556	0.26110417	0.10411255	0.22249132
p	5.0920473e-10	0.00011386204	0.00027715552	0.0034922406	0.00019713413	0.9899075	0.002686163	0.0029978375	0.0003280636
r	2.6334916e-05	0.0066566397	0.030686878	0.03401068	0.053031016	0.041199848	0.11923653	0.70593345	0.009218643
è	0.00069273583	0.009303161	0.028583752	0.033563912	0.64891493	0.040180862	0.23048449	0.007849894	0.00042621844
s	1.06872875e-08	4.6250193e-06	1.8339957e-05	0.00042809494	8.3523555e-05	0.04691111	0.005397888	0.127155	0.8200014
t	4.677765e-05	0.0019618424	0.00747219	0.010751174	0.038639814	0.016436193	0.33000448	0.5612382	0.033449285
o	0.0006334941	0.0048262663	0.010241233	0.016229603	0.6202843	0.041656926	0.29953143	0.0064044315	0.00019234147
</S>	4.284828e-09	1.6470758e-06	1.3067329e-05	0.00040214197	0.000104014296	0.0059947586	0.0024253884	0.04104253	0.95001644
