 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.00014542184	0.0001159225	9.5885065e-05	0.00021877215	0.00026675945	0.0014249487	0.08020476	0.031891264	0.0035104	0.022172304	0.0108836815	0.37718105	0.4718888
n	0.6779143	0.2828843	0.02421624	0.011363233	0.0034830654	0.00013627956	3.989688e-08	2.016295e-08	2.0755215e-06	3.317387e-07	6.535052e-08	3.417845e-11	9.2227664e-10
ì	0.0044617523	0.16260017	0.16208383	0.5731763	0.071305364	0.012809488	0.00012932984	4.234246e-06	0.011211593	0.0013312526	0.00088307017	5.0688135e-07	3.0973824e-06
c	0.5082578	0.3716056	0.05609377	0.04074392	0.020929068	0.0023212074	1.1267709e-06	1.0822706e-06	3.768236e-05	8.624274e-06	6.90527e-08	2.9127484e-10	4.8558146e-10
h	0.01060601	0.6643968	0.08152545	0.04411024	0.021811903	0.018055959	0.002295608	0.0009990602	0.10929191	0.018279461	0.028571032	3.330261e-05	2.3182925e-05
a	0.004594962	0.10133936	0.35069123	0.39338943	0.11702518	0.0074585797	0.020744396	0.0016944368	0.0021497554	0.0008784278	2.990044e-05	2.4306903e-08	4.22998e-06
n	0.0032191696	0.10341405	0.45409304	0.3648761	0.055020534	0.0036280837	1.3678755e-05	8.895929e-06	0.013876977	0.0017021953	0.0001459869	9.100204e-08	1.1758848e-06
d	3.5115456e-05	0.010049513	0.06842087	0.24180646	0.07141599	0.07155984	0.0018045041	0.00068478374	0.45998356	0.052332334	0.021422692	0.00025008214	0.00023421257
ì	0.002792967	0.037264	0.114049815	0.40710086	0.1261994	0.06257787	0.21308732	0.0280973	0.004826528	0.0039855763	1.7338669e-05	9.405422e-07	1.480308e-07
s	0.25082314	0.42889056	0.17407745	0.0920335	0.018522356	0.003067868	1.3645284e-05	2.1342605e-05	0.028809939	0.003090052	0.0006169507	1.79895e-06	3.1286625e-05
o	0.0005624194	0.02492384	0.1924846	0.1379259	0.05425675	0.104958504	0.0285308	0.02296488	0.33725476	0.06563221	0.024838418	0.0012474976	0.0044194786
n	0.0006753083	0.041486196	0.1623925	0.65879697	0.09334465	0.011631778	0.0004721327	0.00020222418	0.011993712	0.01873703	0.0002620794	4.1256835e-06	1.3123774e-06
t	5.9484023e-06	0.001569478	0.016525226	0.044963468	0.021458656	0.060921784	0.0014703876	0.0013916026	0.7134474	0.1058629	0.029615654	0.0018579375	0.00090969645
a	0.0008270444	0.010408754	0.019120162	0.056761436	0.04395631	0.1271588	0.42016128	0.19210444	0.031768184	0.09024678	0.0035143706	0.0034482377	0.00052421
i	0.0004430804	0.034438036	0.09680943	0.60930574	0.11189968	0.020658577	0.0010891907	0.00045299297	0.039862696	0.08150375	0.0034159205	0.00011241913	8.499509e-06
k	0.0001559682	0.054977674	0.055926368	0.11698452	0.13838188	0.111171335	0.0011982213	0.0010979223	0.42347962	0.034658045	0.061052024	0.00078513706	0.00013124497
i	0.0010464169	0.026401382	0.11466642	0.09022072	0.031045245	0.11009602	0.2539092	0.088185914	0.13159613	0.11123584	0.022950085	0.01428857	0.0043580756
a	8.7771805e-05	0.022330621	0.049212594	0.52658194	0.121459335	0.050608322	0.0039899945	0.0009816819	0.03653234	0.18425679	0.0035547025	0.0003980628	5.879094e-06
t	0.0002942743	0.03653035	0.03525474	0.08860708	0.121708974	0.22493754	0.011077601	0.007890468	0.32722884	0.09672146	0.044069137	0.0055652885	0.000114266586
è	0.0007206224	0.017631073	0.079355	0.064616635	0.023687085	0.100763805	0.3052875	0.12265954	0.13402203	0.10663464	0.019988686	0.02029777	0.0043356223
r	8.1221544e-05	0.0052412124	0.009191696	0.087610506	0.07333834	0.076963395	0.0024076477	0.0048835445	0.31772044	0.4112192	0.009732708	0.0015975483	1.2531027e-05
a	0.001080163	0.028118627	0.17717165	0.08508437	0.03461346	0.0718072	0.11285218	0.1010162	0.24576183	0.08988252	0.025360243	0.021130573	0.0061210347
m	1.5588357e-05	0.001833969	0.0032082533	0.07648571	0.03134698	0.020662477	0.008676008	0.0009767689	0.2114488	0.4766263	0.1587866	0.009075771	0.000856801
u	0.0020100605	0.039794475	0.14359023	0.07688471	0.02260208	0.031465616	0.093457334	0.043427143	0.11796664	0.22824961	0.07481422	0.11968741	0.006050467
t	6.9282078e-06	0.0006395817	0.0007598923	0.015165082	0.009822663	0.011895459	0.0047894167	0.00050842	0.14063106	0.5319015	0.25306132	0.030059556	0.0007591173
i	0.00035157253	0.01457583	0.060528513	0.03888782	0.015647158	0.023004353	0.03652079	0.024377884	0.19702101	0.28554082	0.1648546	0.1355947	0.0030949968
n	4.693521e-06	0.00038917788	0.00043933527	0.0074750804	0.0048961006	0.0074467617	0.005373603	0.0004998315	0.105032355	0.5114469	0.31293982	0.042998154	0.001058101
ì	3.6011309e-06	0.00021050975	0.0017040666	0.00369994	0.0022184497	0.0096523175	0.0015235408	0.0018798081	0.57143277	0.1777092	0.15412661	0.051890526	0.023948634
c	1.897342e-05	0.0008931445	0.00047052125	0.0030923304	0.005574514	0.011146238	0.0010497932	0.0016722776	0.2722749	0.4239468	0.13641134	0.14170338	0.0017458311
h	0.002734937	0.25365996	0.16800407	0.035041027	0.015102049	0.018820884	0.009420926	0.013796928	0.36771658	0.044839192	0.047184072	0.020818997	0.0028604222
a	0.00018094799	0.0005782489	0.0010321601	0.005549069	0.0069010826	0.045025177	0.40703267	0.35266817	0.032245044	0.09872649	0.006683708	0.043131724	0.0002454515
p	6.5478707e-06	0.0005089227	0.00057937944	0.008426052	0.0040909876	0.0030132793	0.0025488443	0.00016641662	0.10094897	0.10314884	0.5560603	0.023910757	0.19659068
à	5.4072425e-06	0.0015605426	0.014538956	0.010781029	0.010317661	0.013538983	0.003182362	0.0053926613	0.48722357	0.19353743	0.15500769	0.10348698	0.0014267071
r	2.1127811e-05	0.00043578632	0.00019266349	0.0029305103	0.0035577053	0.0055296435	0.001284289	0.0013198947	0.3403948	0.30101016	0.21519738	0.113122255	0.01500376
o	0.00016179547	0.0054303035	0.043712456	0.025169117	0.014201483	0.033602167	0.036207736	0.05873151	0.55760866	0.08332875	0.06773437	0.059219703	0.014892013
n	2.545996e-06	8.724412e-05	0.00011981341	0.0026795196	0.001772898	0.0031670255	0.0052664615	0.00042216294	0.10005532	0.22900009	0.41299146	0.07375879	0.17067674
t	1.7272538e-06	9.854633e-05	0.0010363752	0.002040949	0.0015038368	0.006035028	0.0009167566	0.0018777573	0.5893681	0.1264328	0.12913504	0.073273905	0.06827912
a	0.00018949668	0.0005065047	0.00064510555	0.0021304763	0.0028989513	0.020657804	0.35516727	0.23978022	0.031851977	0.12447562	0.028396005	0.19213964	0.0011608811
s	1.9110787e-06	0.00010447787	9.173322e-05	0.0019562356	0.0013250192	0.0017922466	0.004945886	0.00028391607	0.047885194	0.1019934	0.5347416	0.05014537	0.25473303
i	0.00014828322	0.0054811873	0.022143813	0.016171508	0.006850027	0.0070620603	0.004649348	0.0032317361	0.16609144	0.19067645	0.19537123	0.37979677	0.0023261101
n	1.6633358e-06	5.4288328e-05	6.061339e-05	0.00062514597	0.00045503027	0.0011681715	0.0056406213	0.00039597333	0.04118037	0.22994646	0.44242132	0.18516514	0.09288525
a	4.8327083e-06	0.00016592661	0.0011391736	0.0021175665	0.0013162536	0.0044595557	0.0022406012	0.0027126018	0.3563673	0.15655364	0.2106286	0.13145651	0.13083741
g	1.239091e-06	4.2618583e-05	5.109413e-05	0.00046471786	0.00041341732	0.0010602333	0.0026470458	0.000307723	0.047221627	0.2030029	0.34254763	0.2637229	0.1385169
l	2.081029e-05	0.008790552	0.042105895	0.024968434	0.016172988	0.012436179	0.0019471034	0.0018867799	0.3217268	0.13378917	0.20062903	0.22832848	0.0071977493
i	0.00013795719	0.0006943711	0.0011399621	0.007289571	0.009970459	0.069027364	0.31697947	0.25582388	0.09792399	0.10869621	0.029475754	0.094934545	0.007906486
s	1.0381628e-06	4.7926293e-05	4.0931805e-05	0.00080557243	0.0005936141	0.0008707117	0.0044491817	0.00023333219	0.018003883	0.03477767	0.22924803	0.032757204	0.67817086
