 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	2.0391239e-05	0.00042761076	0.0009938589	0.010521301	0.0016018109	0.00423857	0.0062761605	0.0061717257	0.009479051	0.019280417	0.026354967	0.036450446	0.10633822	0.77184546
p	9.6463715e-05	0.0002572817	0.16470537	9.49901e-05	0.73413455	0.050254658	0.009874032	0.037189122	0.000107494576	0.0026208155	0.00064061146	2.2716282e-05	1.2914933e-06	6.7495483e-07
e	0.09390257	0.21640816	0.15130067	0.0015931148	0.120578	0.20998876	0.19900097	0.006501089	4.8073566e-06	0.00045123269	0.0002405356	2.6905755e-05	3.0101035e-06	1.8722223e-07
t	0.0005793788	0.0010751024	0.39486906	0.00016279853	0.18222351	0.28157142	0.11539402	0.022316188	1.946664e-05	0.0011627815	0.0005991797	2.3008904e-05	1.6856172e-06	2.3955624e-06
à	0.00015687691	0.0041169347	0.6491274	0.0013790529	0.020444633	0.09435605	0.12351818	0.045679677	0.0004395092	0.01965513	0.03760824	0.0029384997	0.00022650333	0.00035326535
c	0.0003593607	0.0014750876	0.18008024	0.00037566983	0.62415296	0.10713259	0.019350907	0.06382384	0.00017099448	0.0023854629	0.00068221416	9.743311e-06	6.814104e-07	3.2719694e-07
i	0.00020951012	0.0025504576	0.09033931	0.005916824	0.09430514	0.06570181	0.039455295	0.0377822	0.0076911827	0.40018213	0.24483787	0.010413516	0.0005998671	1.4926768e-05
a	0.0017503402	0.0036512665	0.31481948	0.00057508226	0.095206566	0.20251238	0.32780564	0.04149983	0.00016841777	0.0067846123	0.0049495	0.00011149276	1.1068024e-05	0.0001542414
e	6.0240615e-07	9.764743e-06	0.48384303	8.230768e-05	0.19798222	0.09830106	0.022623682	0.030325819	0.00010178686	0.06695487	0.09898474	0.0007682078	1.3951085e-05	7.9473e-06
t	6.719155e-07	1.341356e-05	0.5315224	0.00019179666	0.11190298	0.09095375	0.030274678	0.052627448	0.00010714461	0.056143783	0.1232742	0.002915865	6.120329e-05	1.0646478e-05
o	0.00027742828	0.0051728925	0.19165513	0.025324127	0.017874762	0.10456404	0.09040094	0.04572279	0.017324781	0.1872683	0.26745325	0.034667987	0.01113869	0.0011548494
s	6.143272e-05	0.0036147856	0.056042857	0.009054947	0.18560782	0.3216342	0.34447032	0.078256235	6.730457e-05	0.0006369617	0.0004078153	0.00011915348	2.4889849e-05	1.3183492e-06
ò	0.00025522397	0.0021825873	0.10843239	0.02400616	0.02410389	0.15758759	0.313732	0.15610974	0.008000287	0.061728377	0.08140782	0.036652777	0.023191428	0.0026097721
z	4.018724e-06	0.0005374307	0.012815623	0.0022960498	0.42191392	0.2180008	0.20874703	0.1249085	0.00017613551	0.006680233	0.0035127369	0.00030736247	9.728773e-05	2.762769e-06
u	0.00028438395	0.0021054372	0.072349295	0.01650555	0.011325236	0.052789964	0.02893214	0.012188468	0.026990442	0.3569358	0.36690494	0.036566157	0.015274969	0.0008471777
m	8.419349e-06	0.0012936431	0.015123493	0.004116148	0.05740518	0.20327482	0.6333686	0.078816816	4.847876e-05	0.0014028295	0.0025303992	0.0020335063	0.00054075854	3.692187e-05
e	0.00043264014	0.0016378431	0.051633447	0.022224028	0.017067125	0.08286448	0.14053361	0.062429123	0.020150168	0.17557523	0.23047146	0.09036976	0.09946839	0.005142707
e	1.2530666e-06	0.00015158045	0.0148499	0.001435167	0.041061174	0.14213814	0.5759088	0.19998999	5.6763252e-05	0.0022140567	0.0058193547	0.013364827	0.0029704135	3.8506965e-05
s	3.8919765e-08	4.4015783e-06	0.058827046	0.0006012167	0.040395204	0.024136428	0.015921073	0.08544515	0.00057428813	0.18533371	0.5486514	0.038430374	0.0016345866	4.513436e-05
ò	0.00010888796	0.0007932938	0.028842494	0.0144752255	0.01367111	0.07936184	0.19656636	0.08734342	0.010981234	0.10804322	0.17968358	0.1214143	0.15382054	0.0048945406
z	1.7426136e-07	7.04356e-05	0.0030903094	0.0019446297	0.29962006	0.12763256	0.20736794	0.26852787	0.00024040615	0.03240478	0.036009308	0.013467725	0.009535241	8.8552864e-05
u	4.5921675e-05	0.0004047481	0.015524099	0.0032732473	0.0044276053	0.017524099	0.01093956	0.0049331696	0.013753143	0.34930643	0.49840716	0.05086012	0.029799946	0.00080076413
n	5.4442495e-07	0.0001691154	0.007210919	0.0019299969	0.034756366	0.111362375	0.5694735	0.2024949	6.2298146e-05	0.0037891	0.012661002	0.035014536	0.019069161	0.002006219
f	5.2369526e-08	4.0216805e-06	0.00153741	0.00014742752	0.004153363	0.039250508	0.04529803	0.013959996	0.0014697893	0.09773165	0.33891362	0.19072583	0.25693962	0.009868702
à	0.00028331723	0.007320016	0.013503871	0.16433364	0.018701589	0.040823102	0.040438525	0.053799048	0.10925954	0.19139306	0.19404607	0.09090281	0.07493881	0.00025656825
i	2.4655508e-06	0.00032925233	0.0020067769	0.0020224738	0.039854318	0.067882724	0.5356895	0.08738254	8.360622e-05	0.0053236936	0.010520988	0.02771573	0.17869064	0.04249532
o	7.806707e-10	2.2138218e-07	0.012568966	2.7390939e-05	0.014942053	0.008944475	0.0062176995	0.039482947	2.9190169e-05	0.11155581	0.7486979	0.044341307	0.003455345	0.0097366655
g	1.6121694e-08	1.0911596e-06	0.010507579	0.00033026582	0.02403714	0.033898834	0.07361132	0.2411853	0.000107853666	0.03769417	0.17347242	0.2899561	0.102982	0.0122159105
e	2.0085656e-06	4.3648237e-05	0.007272379	0.00032181968	0.023056075	0.034734145	0.06316518	0.097302526	0.0013641259	0.070001476	0.18424071	0.26694843	0.25013375	0.0014137261
l	1.0101161e-05	0.0070120506	0.0054682815	0.035426844	0.10138154	0.07399815	0.49395683	0.2010412	0.00047124404	0.017964823	0.019981608	0.01177699	0.023869488	0.007640775
à	9.7631555e-06	0.00017204389	0.0029384885	0.0026667207	0.009212263	0.009267248	0.015637578	0.02729735	0.013255339	0.29857454	0.4207674	0.1064244	0.09306257	0.00071428367
o	4.6328967e-08	1.9942183e-05	0.00040031743	0.0005066982	0.05422414	0.024767566	0.103568666	0.10018021	4.584111e-05	0.013972112	0.025222786	0.04775847	0.60163987	0.027693383
p	1.0059699e-09	3.6875997e-07	0.0050834264	4.3157826e-05	0.030043533	0.009353812	0.008198239	0.07111117	2.2394746e-05	0.10365048	0.60625654	0.07647942	0.028607981	0.06114944
r	6.418687e-07	3.6961712e-05	0.00078104984	0.00042159122	0.0037467768	0.003381095	0.003608106	0.0071558873	0.0072963983	0.3025962	0.5557132	0.06687775	0.04660132	0.0017830529
ì	0.00015728861	0.023975784	0.006711659	0.39097908	0.03059457	0.040354304	0.023374442	0.022592673	0.07076095	0.16955836	0.15765558	0.033483397	0.029173978	0.0006278837
m	6.176157e-07	7.5167445e-05	0.00025114737	0.00055407954	0.0031036395	0.004468384	0.05367671	0.01119965	1.750113e-05	0.0013899026	0.0029456047	0.012057104	0.4091303	0.5011302
a	0.00014138636	0.00047240744	0.02052335	0.0040734652	0.0071992776	0.07012051	0.11826739	0.016358789	0.006811973	0.08699293	0.1604115	0.13413318	0.36420652	0.010287323
n	6.367993e-08	4.6627856e-06	0.00066075224	0.0001299159	0.0013955719	0.008881041	0.097846195	0.05289331	1.7575367e-05	0.00061760214	0.002894211	0.062166423	0.20946321	0.56302947
a	4.393977e-07	3.894168e-06	0.00028214388	0.00020641694	0.0011403792	0.008669091	0.036393516	0.009849662	0.00046305958	0.008682993	0.024232652	0.1324878	0.7260865	0.051501412
f	4.481936e-08	1.7313416e-06	0.00033344363	0.00013780205	0.0013654223	0.00547183	0.049180433	0.055103693	2.0502048e-05	0.0016739047	0.0072871395	0.13055892	0.4542679	0.2945973
