 	Marika	è	che	si	sposa	domani	</S>
M	0.00016326013	0.00032935452	0.00043126356	0.0008190823	0.0012305513	0.0012294721	0.99579704
a	0.61927277	0.27140647	0.053978167	0.008672459	0.020610442	0.024960048	0.0010996738
r	0.99188375	0.0071036424	0.000992221	1.41258715e-05	5.8758274e-06	4.7606798e-07	7.512141e-11
ì	0.7992493	0.07324031	0.11991364	0.007496318	8.40663e-05	1.6218773e-05	1.9322306e-07
k	0.59841996	0.3601973	0.026559055	0.0063929083	0.0049759373	0.0034453555	9.517436e-06
a	0.06096942	0.2980504	0.3014795	0.28541163	0.018835101	0.034894854	0.00035911764
è	0.25005093	0.31071123	0.2884881	0.14836858	0.0017604037	0.0006188551	1.8436288e-06
n	0.0208503	0.14712745	0.021300705	0.003691612	0.31163386	0.4952886	0.00010748906
a	0.065534726	0.20467724	0.41439888	0.27531144	0.0128210895	0.027087245	0.0001693317
r	0.04033998	0.2520429	0.46180573	0.24507894	0.0005213241	0.00020656823	4.5007387e-06
m	0.017022148	0.19297038	0.39329106	0.35840443	0.009449887	0.028709387	0.00015260794
a	0.053816654	0.052308243	0.5236862	0.36971936	0.0003811004	8.532411e-05	3.1378102e-06
s	0.0018738081	0.14365233	0.19181126	0.29380012	0.2102432	0.15161732	0.0070019197
t	0.016409298	0.185873	0.3201262	0.30296773	0.05147438	0.122397415	0.00075191783
ì	0.08709888	0.08623764	0.45794854	0.35071573	0.012072162	0.0058728727	5.4104312e-05
à	0.0003709511	0.026783355	0.04622456	0.06412145	0.40406677	0.40253216	0.055900794
v	9.734361e-05	0.0018804691	0.0021711804	0.00024339999	0.5306612	0.40534535	0.059601028
v	0.0026629786	0.0090042995	0.0056625977	0.002504874	0.10787054	0.872225	6.979529e-05
r	0.05071524	0.089757375	0.24219128	0.6090744	0.0049783927	0.0026029039	0.0006804173
i	0.004172542	0.034419898	0.19770145	0.7611889	0.001829348	0.0006389837	4.88225e-05
</S>	1.1060844e-06	0.00018895834	0.00015188313	0.00096880406	0.0015630912	0.002356448	0.99476963
