 	lo	sentii	ee	che	arrivava	</S>
t	4.058193e-06	1.7952958e-06	7.027091e-06	0.0006607703	0.009943826	0.9893825
o	0.009066795	0.08961826	0.4154147	0.008481565	0.47336814	0.004050558
n	0.003159648	0.8569898	0.133152	0.0021720603	0.004493207	3.31564e-05
ì	0.00025266325	0.14618337	0.748108	0.08156645	0.023717301	0.00017219919
k	0.00015712302	0.26228714	0.72899306	0.0072211586	0.001335668	5.861163e-06
u	0.0024404712	0.058303475	0.31972766	0.2402436	0.36919737	0.010087401
s	0.026174525	0.6059805	0.33541688	0.024768522	0.007181264	0.00047838877
a	0.0054840907	0.07856703	0.30562568	0.48586586	0.11920402	0.005253267
e	0.02937132	0.4237377	0.40905228	0.10948879	0.024516	0.0038340038
e	0.00019493341	0.04127339	0.8700636	0.079779305	0.008417992	0.0002707469
k	0.0005977597	0.043163266	0.694317	0.24573489	0.0151306195	0.0010565117
a	0.011964158	0.032051597	0.19563818	0.51931715	0.23152453	0.009504408
è	0.011465508	0.03687705	0.12958248	0.66288894	0.103044815	0.056141146
s	0.00011908837	0.0044059046	0.2175548	0.7148353	0.061577328	0.0015076442
t	0.0035903004	0.026411498	0.16919656	0.34488064	0.44187617	0.014044871
a	0.08124147	0.024863504	0.049652252	0.8423959	0.0017649091	8.1954e-05
z	6.488805e-06	3.6417736e-05	0.00019547546	0.0020798107	0.30646992	0.6912119
z	0.002448074	0.02639826	0.039899092	0.32292125	0.59087193	0.017461434
e	0.028441617	0.010745742	0.03482856	0.8922367	0.031799864	0.0019475356
</S>	2.3189166e-06	5.8211112e-06	3.6427045e-05	0.0011677935	0.2082395	0.7905482
