 	ogni	giorno	bisogna	che	compriamo	il	pane	</S>
k	9.190514e-06	8.968169e-06	5.9410413e-05	4.5572964e-05	6.1111685e-05	0.00010035021	0.0385622	0.9611532
u	0.07896619	0.692331	0.20987001	0.0014892999	0.017070668	0.00022736037	4.3875145e-05	1.6037217e-06
à	0.2551824	0.5120455	0.16241214	0.021805486	0.048551187	1.4010155e-06	2.3048395e-07	1.7194732e-06
i	0.3540113	0.64095217	0.0037371237	0.00064500194	0.0006451228	6.612864e-06	1.9520053e-06	7.3713977e-07
m	0.004547188	0.18810454	0.59142774	0.04389846	0.17200798	4.213307e-06	3.3556832e-06	6.4167616e-06
è	0.0075608343	0.2717162	0.5830037	0.042966623	0.09023957	0.003297425	0.0011021631	0.00011344172
r	0.09121563	0.7031816	0.08682401	0.093613386	0.023760982	0.00013953341	0.0012361157	2.8760373e-05
i	0.005865408	0.20720947	0.5531866	0.040593192	0.1679729	0.015570039	0.009342687	0.0002596867
n	0.003053161	0.0848307	0.49107927	0.11226276	0.30856648	4.1696992e-05	0.00013932414	2.6595015e-05
g	8.272847e-05	0.01429173	0.5555001	0.12700598	0.18522824	0.031061292	0.08611334	0.0007166051
h	0.0053158924	0.22373521	0.041764595	0.2722043	0.033195164	0.047785487	0.37583402	0.00016535308
ì	0.013618509	0.25563347	0.028484473	0.4750288	0.029264268	0.12115262	0.07674543	7.230514e-05
z	0.0043497877	0.0074052666	0.37865025	0.10389721	0.49281892	7.795396e-05	0.006959763	0.005840811
i	0.0017711015	0.028419493	0.62669563	0.04007741	0.26308298	0.0050764186	0.032646094	0.002230847
n	0.00017803964	0.0035358097	0.33799508	0.053401735	0.6036238	6.960539e-05	0.0005657975	0.00063006027
a	4.6181976e-05	0.003909935	0.24829488	0.073798485	0.13584226	0.036031365	0.47413832	0.027938528
v	0.00012675158	0.0038302667	0.4194567	0.14416446	0.414245	0.00027516106	0.011061206	0.0068404227
o	0.0011545557	0.015694076	0.5788193	0.02884213	0.2313314	0.0035677708	0.13011374	0.010477005
r	6.4249514e-05	0.0028210257	0.21836026	0.107794024	0.64660937	0.0001042103	0.022833677	0.001413135
à	0.00018063156	0.008246557	0.23186134	0.04838158	0.25711107	0.017207999	0.42362043	0.013390412
s	4.7069836e-05	0.0002677523	0.014623809	0.017611139	0.013051167	4.84307e-05	0.94129676	0.013053905
o	0.0016281924	0.04779519	0.2670369	0.021776168	0.1451489	0.037075695	0.47078595	0.008752939
m	2.3556393e-05	0.00052748877	0.17139213	0.06694616	0.21636468	0.0007073533	0.116978295	0.42706043
e	0.0056792763	0.025291022	0.5008031	0.0552146	0.30044445	0.008912366	0.09971248	0.0039427234
o	2.4904648e-05	0.0003585392	0.14324878	0.05196347	0.17231743	0.0013070407	0.12699686	0.503783
t	4.6610276e-05	0.0003426215	0.0061635156	0.0014228596	0.004989078	0.00054040336	0.3073764	0.6791186
s	0.002348386	0.021725329	0.2763138	0.038816188	0.16320063	0.022122785	0.43878192	0.036691032
o	0.002951987	0.008463188	0.008705414	0.022455059	0.008238851	0.07019526	0.87699443	0.0019957768
m	2.1272028e-06	1.9763947e-05	0.021615034	0.003715047	0.027393235	5.681775e-05	0.017923646	0.9292744
ì	0.006115202	0.01121661	0.58192784	0.067174874	0.30894816	0.0022676883	0.022033494	0.00031611798
</S>	2.2751537e-05	8.012655e-06	0.00073960144	8.4051026e-05	0.00047941715	2.9735837e-05	0.20266211	0.79597425
