 	sta	e	dorme	nel	letto	</S>
s	1.6063726e-05	2.8711946e-05	7.338953e-05	0.00037158976	0.0056423494	0.99386793
t	0.14269723	0.33252823	0.24199283	0.24048017	0.041546907	0.0007546303
e	0.8058161	0.15970102	0.007919095	0.026341483	0.00021420355	8.0977e-06
c	0.031504102	0.18892081	0.7336273	0.043951783	0.0016604653	0.00033562974
e	5.3648222e-05	0.0056917286	0.09481829	0.8491091	0.04998212	0.00034502117
p	0.001327771	0.04289203	0.9334609	0.017386345	0.004116753	0.0008161879
l	5.4544176e-05	0.014241359	0.230402	0.59197384	0.1618084	0.0015199144
ò	0.060593836	0.5723922	0.19145057	0.1684593	0.006264725	0.00083933637
n	0.08524933	0.10506086	0.6982353	0.08209693	0.018355882	0.011001713
n	0.00016523924	0.008733885	0.40818068	0.05353757	0.5250479	0.0043347543
i	0.18625233	0.37544793	0.02787423	0.36950168	0.039034095	0.0018897024
s	0.0036088324	0.051418673	0.7933161	0.081591316	0.041253895	0.02881118
t	0.00032959942	0.027916936	0.73607576	0.1405514	0.09306072	0.002065562
o	0.04680533	0.33144635	0.011987552	0.59941566	0.009943936	0.00040114438
g	0.0014754045	0.049381416	0.55142385	0.13120505	0.13232595	0.13418832
r	2.4760504e-06	0.0073579643	0.40047696	0.5474654	0.044542525	0.0001547345
à	0.00091492	0.13968186	0.24942979	0.49993235	0.09160149	0.018439543
t	0.00027120966	0.006244316	0.08534801	0.19715624	0.46944633	0.2415339
t	0.00029198144	0.007618121	0.38219473	0.015810847	0.5757215	0.018362815
i	0.03780997	0.15012261	0.0066832122	0.7839696	0.021174971	0.00023963147
</S>	1.017088e-05	0.00090437016	0.018896054	0.0065874853	0.19944902	0.77415293
