 	forse	non	li	ha	a	casa	</S>
f	1.9812585e-05	1.4631375e-05	3.992322e-05	9.962257e-05	0.00087892846	0.03525684	0.9636902
ò	0.9005921	0.08233047	0.0071227816	0.007007132	0.0013250697	0.0015679806	5.462861e-05
r	0.9699527	0.018361116	0.0016145124	0.009946566	4.0114086e-05	8.155226e-05	3.3791255e-06
s	0.0059115826	0.07240692	0.16460976	0.62205774	0.080808274	0.052390732	0.0018150312
i	0.5891232	0.046294972	0.33928138	0.0114080515	0.013670705	0.00018809468	3.361707e-05
e	0.098467074	0.44908348	0.16012397	0.2798485	0.003991417	0.0072749476	0.0012105108
t	0.20691498	0.3515797	0.09140889	0.34068573	0.007692187	0.001606476	0.00011205308
u	0.015617459	0.04166487	0.15931022	0.09841287	0.55759794	0.124158405	0.0032382307
s	0.12946859	0.26723433	0.48705548	0.10011582	0.015052136	0.000965214	0.00010844283
è	0.0103434045	0.044255197	0.15775216	0.122988105	0.5437472	0.11503484	0.0058791176
c	0.04554707	0.04060468	0.17953426	0.6341267	0.080639236	0.01894536	0.00060264237
h	0.011414943	0.022746162	0.028694265	0.42090258	0.30170792	0.21428561	0.0002485966
i	0.010690215	0.015831089	0.52329165	0.12752406	0.32128692	0.0012986402	7.742249e-05
è	0.0022975306	0.0498502	0.014111256	0.1517757	0.013329712	0.43540263	0.33323294
s	0.045854785	0.00806918	0.0050051557	0.18289033	0.027888441	0.697839	0.032453038
s	0.0013279406	0.008641977	0.02490733	0.041687988	0.3888185	0.5241459	0.010470364
u	0.0040315003	0.007343942	0.11696585	0.041753974	0.81225944	0.016630234	0.001015076
</S>	0.00042734525	0.004265226	0.003704583	0.02231477	0.007464361	0.42926446	0.5325592
