 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	8.098865e-05	8.380786e-05	0.00010367125	0.00031965197	0.00075615995	0.0017081362	0.0010049479	0.008119041	0.28503427	0.70278925
v	0.98724675	0.011232742	0.0013053685	0.00018694723	1.4959822e-05	2.8650113e-06	1.0292674e-05	7.2511924e-08	8.957417e-10	4.8647064e-10
ò	0.2437081	0.6419595	0.048506655	0.033855416	0.018954717	0.012890639	0.00011536859	9.1855245e-06	4.195727e-07	3.1123637e-09
e	0.088821724	0.8347913	0.06376081	0.009852336	0.0015083075	0.0010281624	0.00023608684	1.2103159e-06	3.03519e-08	2.7138388e-08
n	0.05747816	0.45887467	0.3665052	0.06871376	0.035039358	0.008272787	0.0050819074	3.3974717e-05	2.0465286e-07	2.869118e-08
ì	0.0027759331	0.10924692	0.20457266	0.2850946	0.20966958	0.1547877	0.019955693	0.012447467	0.0014279471	2.1483851e-05
m	0.0037629004	0.43733996	0.37662897	0.17646588	0.0029747267	0.0005652293	0.0022463026	1.523285e-05	6.2828286e-07	1.4188208e-07
e	0.03021489	0.12962963	0.23480909	0.13997069	0.16534595	0.0985202	0.047252614	0.10392379	0.04910005	0.0012331101
a	3.837866e-05	0.037323546	0.1820937	0.7372573	0.03523388	0.005578144	0.0023110325	0.00015850362	4.119992e-06	1.4405448e-06
n	0.0147032365	0.26726454	0.33303952	0.17523341	0.06625268	0.038059033	0.10289374	0.0024740829	5.8590496e-05	2.118297e-05
k	0.00097356935	0.0264483	0.07582441	0.15597245	0.2207733	0.2814799	0.041012127	0.14845175	0.047551855	0.0015123338
ò	0.0016227837	0.070459835	0.16192266	0.70199233	0.011342548	0.0030500002	0.046044957	0.0032684049	0.000272901	2.3540315e-05
r	3.161551e-05	0.025390081	0.08233348	0.5387461	0.24471241	0.095942326	0.0077555026	0.0045021307	0.0005429505	4.3402022e-05
a	0.0052750437	0.03663541	0.21289152	0.1747286	0.2771859	0.14257424	0.034000523	0.07346306	0.04072723	0.0025184804
p	3.8598705e-06	0.0039002541	0.016745701	0.1564705	0.46654698	0.3443246	0.005433154	0.0058696843	0.0006518836	5.3390842e-05
r	0.00025068037	0.008045925	0.09839829	0.1623075	0.16674845	0.14055681	0.09964671	0.17018327	0.15240778	0.0014545874
ò	0.0003979559	0.024267817	0.0695228	0.6396625	0.04099706	0.026632683	0.15939565	0.033895116	0.005156707	7.178569e-05
n	8.601091e-06	0.008275642	0.020921135	0.2881617	0.30830058	0.34000826	0.009578805	0.014448303	0.009413129	0.00088386977
t	3.4291385e-05	0.0011979027	0.01595389	0.012438109	0.07704691	0.050218884	0.040829923	0.3633964	0.434	0.0048837177
a	0.0009637016	0.014174355	0.028935213	0.24914174	0.03133704	0.03185333	0.40700898	0.18439066	0.051550236	0.0006447455
n	1.0024766e-06	0.0010495716	0.0033235098	0.0353593	0.31967646	0.61052555	0.0045918967	0.01581254	0.008187674	0.0014724417
g	2.1032229e-05	0.000875311	0.008405987	0.026238078	0.04631223	0.058694247	0.036408547	0.33308926	0.48108882	0.008866485
h	0.00020214604	0.004283137	0.019282125	0.30152568	0.026822098	0.035457272	0.23923723	0.18854155	0.1837566	0.0008921186
ì	0.00048076655	0.008646626	0.023868065	0.39771956	0.026490664	0.029176854	0.3074793	0.15075994	0.05527909	9.919041e-05
z	3.0863553e-06	0.0014246033	0.0021824604	0.062481385	0.1848297	0.63121	0.0064335326	0.024034888	0.06878264	0.018617693
i	0.0008579046	0.00833584	0.04404481	0.047363136	0.22033162	0.18898967	0.018324032	0.16679744	0.30059952	0.0043560266
n	5.069381e-07	0.00028948786	0.0009856333	0.03406765	0.18004659	0.68970615	0.0072253286	0.035018984	0.045761958	0.006897725
a	4.244138e-06	0.00014273873	0.0015904177	0.0052026883	0.018334135	0.025255084	0.015938636	0.24213907	0.67231417	0.019078761
r	1.2313114e-06	0.0002690417	0.0012120341	0.093284346	0.07801085	0.3608176	0.041500535	0.1131694	0.27410316	0.03763181
t	3.6978934e-05	0.0007320437	0.0050460366	0.0074683055	0.048667897	0.06711918	0.010452071	0.15378582	0.6914956	0.015195989
i	0.00067819026	0.008572429	0.016522877	0.15994489	0.022218678	0.03096728	0.33403066	0.27422816	0.1515641	0.0012727788
s	3.6826572e-07	0.00015086042	0.00046143346	0.016475497	0.1195054	0.61517835	0.0055792974	0.040560555	0.118429266	0.08365902
t	0.00014204015	0.0024005398	0.01742915	0.04161666	0.10386613	0.12980135	0.018238926	0.1572215	0.52849996	0.0007837184
e	0.00074543955	0.0039064423	0.00643506	0.078029215	0.012457391	0.022671897	0.24802814	0.30719414	0.31969196	0.00084024906
s	3.346002e-07	7.1256436e-05	0.00023072491	0.0118183335	0.06867702	0.43252453	0.0055063497	0.048837576	0.21394983	0.21838401
e	0.00012989016	0.0018929907	0.012485568	0.030073708	0.09729833	0.12781394	0.013362678	0.14499773	0.5710311	0.00091406103
t	8.856839e-07	4.7727237e-05	0.00017832096	0.013077245	0.021948732	0.13749838	0.010365889	0.082638755	0.5675399	0.1667042
t	0.0001542046	0.001323082	0.005218528	0.013062063	0.0681317	0.111388974	0.008125609	0.14165133	0.64710885	0.003835657
ò	0.000539975	0.0036179216	0.0061306786	0.08259715	0.012073582	0.023177132	0.25052917	0.30134457	0.31842932	0.0015603967
</S>	4.1309585e-07	1.38109945e-05	2.062038e-05	0.0014552928	0.0039935894	0.03902178	0.0010571568	0.010736055	0.2644414	0.6792599
