 	non	ho	finito	lo	posso	finire	di	scrivere	</S>
e	4.6738547e-05	6.920103e-05	6.702641e-05	0.0018142657	0.0011838517	0.001569191	0.022594271	0.007279834	0.9653756
n	0.85937274	0.13906014	1.4035644e-05	2.3038121e-05	0.0003748672	0.0010882713	4.132028e-06	6.227967e-05	5.058533e-07
e	0.3052629	0.5305293	0.00031224592	0.008281975	0.04198015	0.09403992	0.010516228	0.008875708	0.0002015246
s	0.4159975	0.5640617	0.00050632586	0.0048708883	0.012910934	0.0016319789	1.123228e-05	9.190471e-06	2.1018027e-07
p	0.011740579	0.09839374	0.00030339172	0.020873375	0.10504609	0.47510755	0.19748451	0.08718084	0.0038700784
ì	0.35008082	0.17298307	0.074586	0.3886696	0.013502218	0.0001345666	4.1956602e-05	1.694622e-06	5.5364413e-08
c	0.29210752	0.69601476	5.065981e-05	0.00032247065	0.0060474384	0.0050154654	0.00013101903	0.00029441452	1.622875e-05
c	0.0005752682	0.03012137	8.2521205e-05	0.021236021	0.025724642	0.4100878	0.2061178	0.3059237	0.00013085442
e	0.19300659	0.22248082	0.086017616	0.3604789	0.12588677	0.01081068	0.0007206615	0.0005005291	9.746231e-05
t	0.025926681	0.55183196	0.00020199998	0.0027220293	0.16942877	0.15719517	0.023955973	0.057812653	0.010924782
s	0.013059831	0.045950577	0.00467995	0.23928416	0.05285823	0.12421218	0.40718517	0.11100041	0.0017695338
a	0.0019265915	0.0016811083	0.5946307	0.381638	0.019769372	0.00021203331	0.00013419699	7.2263715e-06	7.438414e-07
o	0.0039063855	0.11088228	0.0015237128	0.014209373	0.5503929	0.22994919	0.053699818	0.03283813	0.00259807
s	0.0016171829	0.04886659	2.8745475e-05	0.010771462	0.023590617	0.7380341	0.0051376033	0.1701915	0.0017621682
ò	0.0038802747	0.0200432	0.0019169956	0.08563366	0.05345725	0.07475122	0.6744203	0.07682802	0.009069087
z	0.0001573898	0.026637496	0.00011646252	0.040853996	0.4406513	0.45624048	0.012310107	0.022850737	0.00018199423
o	0.007510388	0.038227893	0.0018720631	0.13334195	0.029804269	0.068001024	0.6116492	0.10677514	0.002818045
s	0.00010210788	0.008002174	0.000943227	0.024499314	0.63305676	0.17826223	0.10934282	0.037042744	0.008748581
p	0.00046167997	0.015794845	0.00010896411	0.008756264	0.027483149	0.17475526	0.62768275	0.14165668	0.0033005183
i	0.00030118597	0.00060532184	0.21741821	0.7215846	0.051085293	0.0026385142	0.0057272124	0.00060484867	3.4867036e-05
c	0.00016140623	0.005816907	0.00076568365	0.01448482	0.29977846	0.2014945	0.20505461	0.17070016	0.101743445
c	3.597253e-06	0.008473434	1.2386585e-05	0.0024725057	0.02228171	0.56658167	0.13292226	0.2668523	0.0004001393
è	0.0070345835	0.017634148	0.058104042	0.6327911	0.17165476	0.025323376	0.015272614	0.018494055	0.053691354
t	1.2929721e-05	0.0010920914	1.2292727e-05	0.0011604915	0.048013758	0.11554107	0.022210833	0.5846345	0.22732204
s	0.0013101399	0.011011814	0.00045885445	0.011990019	0.0152480705	0.038330868	0.765826	0.13466986	0.02115443
i	0.0009537161	0.0012918062	0.043473553	0.69720393	0.11625064	0.025740871	0.105852365	0.008996111	0.00023703813
t	2.1897201e-06	0.00010407239	6.6898297e-06	0.0002455003	0.02842782	0.051476277	0.1305199	0.12238908	0.6668285
s	0.00048162148	0.014698829	9.6453725e-05	0.0032500136	0.023133744	0.12705396	0.6605837	0.16853246	0.0021692312
e	0.0015055853	0.0021274965	0.015784908	0.43975762	0.13043818	0.05607968	0.32003057	0.03297481	0.0013011773
g	1.1512742e-06	5.403834e-05	2.1684316e-06	0.00020510983	0.022370413	0.03843408	0.13006088	0.09085318	0.71801895
r	1.0289469e-06	0.0019829702	3.008376e-06	0.00019407169	0.008586679	0.38188723	0.05674666	0.550077	0.0005212896
à	0.00019260145	0.0017495278	0.00071157183	0.024177134	0.0693443	0.14944239	0.11666634	0.3919065	0.24580961
t	1.5404288e-07	2.5767013e-05	1.16466566e-07	6.061925e-05	0.0042275134	0.051740173	0.015030076	0.5547214	0.3741942
s	0.00073889084	0.007448725	0.0002467868	0.006654827	0.016073573	0.044514928	0.7699156	0.115252376	0.039154388
i	0.0015599284	0.002003171	0.020103086	0.5031618	0.11900562	0.04580595	0.2762202	0.029161915	0.002978364
</S>	1.1275618e-07	3.851237e-06	2.9250523e-07	1.9774236e-05	0.0018699442	0.0040335674	0.026227519	0.018762937	0.94908196
