 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	3.0700387e-05	9.718855e-06	0.00023922567	0.00039581326	0.0034903977	0.0005237442	0.00083799503	0.028867852	0.015437487	0.36587673	0.5842903
d	0.8852206	0.0014842825	0.007501622	0.07239841	0.00065305975	0.023475828	0.008995699	0.00017450194	7.980296e-05	5.1174156e-06	1.1117292e-05
ì	0.9865008	0.010843191	0.0023453892	0.00019886796	6.129289e-05	3.5304016e-05	1.5095791e-05	1.4460703e-07	2.8033082e-08	5.989351e-10	3.8097364e-10
s	0.9992879	6.9466196e-06	1.296762e-06	0.00017301748	3.301512e-08	0.0004903207	3.9229522e-05	1.37436e-08	1.7522773e-07	1.5968906e-08	1.0680483e-06
o	0.002722656	0.0012025421	0.052891143	0.49917957	0.0074596824	0.4221004	0.011206974	0.00011802734	0.0013338298	0.00057007954	0.001215044
n	0.5923373	0.0047293934	0.004197493	0.07873006	0.00093892054	0.26975375	0.049182806	1.1222682e-05	7.576101e-05	7.888014e-06	3.538252e-05
t	0.00044415722	7.4307434e-05	0.008293594	0.37369257	0.0019674194	0.5688044	0.039360847	0.0005430616	0.0044849864	0.002051468	0.00028321097
a	0.05572492	0.043242197	0.48098052	0.25051367	0.12236443	0.02381913	0.017424785	0.0040548802	0.0016199122	6.673983e-05	0.00018886848
o	0.26332614	0.0017821972	0.007818594	0.18910481	0.0035924893	0.27436218	0.25933737	0.00013560058	0.0005150218	1.2763381e-05	1.2828668e-05
n	0.09922774	0.0004861232	0.009750224	0.5030301	0.00059368706	0.3585402	0.025553772	0.0005707064	0.0022082122	1.01195865e-05	2.9136256e-05
a	0.003253804	0.00080875185	0.07504555	0.4577153	0.023720007	0.3491758	0.039930273	0.010615136	0.017553585	0.01978078	0.0024009855
d	0.03615028	0.0007536291	0.03943486	0.51314515	0.007948156	0.093148686	0.30831152	0.00043667696	0.0006670394	3.371714e-06	5.961051e-07
e	0.0002831982	0.00030248644	0.051766384	0.3145942	0.013392349	0.39673164	0.10353746	0.049473006	0.05460382	0.0149620185	0.00035335592
r	0.011379108	0.00049288076	0.010183963	0.083362125	0.002260427	0.6207428	0.26951098	0.00061789976	0.0013866967	5.2637006e-05	1.045649e-05
f	0.00077751355	0.0002653242	0.04331743	0.36014217	0.017348228	0.35054561	0.12091759	0.03471656	0.05190844	0.018917704	0.0011434008
ò	0.0003028009	0.0041109053	0.701642	0.077688724	0.19337341	0.005430366	0.016038382	0.0011537529	0.00025504813	4.383786e-06	2.3410409e-07
m	0.022236822	6.4814565e-05	0.004532348	0.096979	0.0012954657	0.55230814	0.31706467	0.00050060963	0.0037247606	0.0010399397	0.0002534243
m	0.02285388	0.008788457	0.086091034	0.31704685	0.10934529	0.14893723	0.011273533	0.02993176	0.073755294	0.18881913	0.0031575416
u	0.000467373	0.00104648	0.21798478	0.018659467	0.7078567	0.00078217493	0.03999785	0.010886856	0.0023020422	1.6178146e-05	3.66642e-08
o	0.000395852	2.6459104e-06	0.00019133226	0.020795837	0.00075591006	0.5464136	0.37754115	0.015813248	0.02800145	0.00956161	0.0005273415
n	0.003919006	8.984131e-06	0.005143459	0.14432831	0.005032636	0.45993993	0.21633026	0.079628706	0.07784689	0.0050358768	0.002785912
ì	0.00066411874	5.742469e-05	0.007251889	0.096233085	0.007795382	0.31884575	0.05066796	0.024292976	0.066229664	0.40986153	0.018100174
c	0.00014346775	8.1927305e-07	0.0026510437	0.039524194	0.0018202467	0.17892055	0.7512906	0.0071274373	0.016078128	0.0023844005	5.920947e-05
