 	la	casa	la	costruiscono	i	muratori	</S>
t	5.6843805e-06	2.1966263e-05	1.3681006e-05	0.0001033432	0.00057260523	0.047899347	0.9513834
o	0.14205396	0.57548535	0.103822894	0.17810456	0.00029957163	0.00019549816	3.810708e-05
s	0.19263805	0.5417196	0.21998508	0.04565281	1.2027505e-06	6.55295e-07	2.5711192e-06
p	0.0005183588	0.10656998	0.07027581	0.82238716	4.484107e-05	0.00011831886	8.560709e-05
ì	0.47534806	0.042098306	0.37134144	0.10862148	0.0025732494	1.6470869e-05	1.0856165e-06
t	0.035201337	0.8059857	0.11196557	0.04683277	3.5861142e-06	1.3133578e-06	9.667654e-06
i	0.032731943	0.34659818	0.2932401	0.18661281	0.09714992	0.041292496	0.0023745154
t	0.041386113	0.31138346	0.4997389	0.14716318	9.451487e-05	0.0001353202	9.85897e-05
o	0.016894363	0.16075602	0.2631371	0.37674066	0.15468013	0.024868678	0.002923083
f	0.019191729	0.22837749	0.40337116	0.3485371	0.00020573876	0.00024278925	7.409556e-05
a	0.010375563	0.1488944	0.18255594	0.46212935	0.120594926	0.06795496	0.0074948925
b	0.0033332938	0.12191143	0.24293678	0.63096654	0.00023314067	0.00048671014	0.00013211613
b	0.0005519889	0.1493912	0.1315631	0.6441805	0.033649374	0.040014382	0.0006494863
r	0.013046883	0.003851972	0.035248596	0.04701599	0.89202005	0.008336248	0.00048025712
i	0.0150451185	0.005479596	0.039069906	0.12402414	0.8114391	0.004658338	0.0002837004
k	0.00015380474	0.19384672	0.07659467	0.6972618	7.282647e-05	0.0140505405	0.01801969
è	0.0062259603	0.15095188	0.047705717	0.7758338	0.00519178	0.0136943385	0.0003966573
o	0.0003894151	0.07190521	0.03458493	0.86540616	0.00018760457	0.010889545	0.0166371
n	3.657373e-05	0.0734761	0.037792865	0.8780831	0.00024549535	0.008315485	0.0020504687
e	0.00046629083	0.009442715	0.017610805	0.05522838	0.17078625	0.695119	0.051346518
i	2.880285e-05	0.008860581	0.0106187835	0.95418113	0.0002706424	0.019579962	0.0064601367
f	0.00014470614	0.03500141	0.02103431	0.86057657	0.0015011433	0.07669218	0.0050496305
a	0.0014200823	0.015545477	0.018510886	0.052552722	0.15679324	0.73131204	0.023865571
b	2.0656846e-05	0.007990494	0.005897431	0.8546395	0.0004039509	0.09403101	0.037016902
b	3.3253054e-05	0.09923492	0.059681907	0.7768908	0.005232453	0.05845309	0.00047358425
r	0.0014690896	0.0018364971	0.0064547854	0.01703096	0.66288936	0.3077951	0.0025241652
i	0.0023443797	0.0026064606	0.005982931	0.023112573	0.6932588	0.27221516	0.0004796939
k	1.1409688e-06	0.0009896941	0.00059967214	0.075453624	1.5923186e-05	0.042239677	0.88070023
a	0.0018108229	0.1484811	0.0372506	0.6562956	0.0043710163	0.15014426	0.0016466108
t	4.4636317e-07	0.00063003186	0.00032992158	0.10731399	4.1853637e-05	0.15425593	0.73742783
ò	0.0006963544	0.026126694	0.009651714	0.15507458	0.013347161	0.76285404	0.032249425
r	1.7375407e-06	0.010672641	0.00067916245	0.24294643	4.858161e-05	0.6269398	0.11871175
i	0.0006679462	0.008862003	0.0064072064	0.011472046	0.02334319	0.91225487	0.036992684
</S>	4.6234344e-08	5.7861846e-05	2.0980367e-05	0.0074627358	9.364192e-06	0.06162343	0.93082565
