 	i	piccoli	i	bambini	non	possono	mangiare	il	gelato	prima	di	mangiare	prima	di	mangiare	</S>
a	2.8900542e-05	0.00030039472	0.0005868238	0.008561216	0.008538387	0.0067664757	0.0062253773	0.008671283	0.018486638	0.027913008	0.045612317	0.020757353	0.022257755	0.056610506	0.10644537	0.6622382
k	0.00010149973	0.9251904	1.8832625e-05	7.265431e-06	0.029649576	0.012906478	0.024282433	4.1808755e-05	0.0050345734	0.0014992245	3.044873e-05	0.0006320207	0.0005999989	4.5352876e-06	5.960872e-07	3.0111846e-07
è	0.062682	0.8274826	0.0022646892	0.0025844849	0.030700756	0.05393888	0.003441312	6.377255e-05	0.0028527244	0.006870606	0.003927726	0.0024751264	0.0005296708	0.00014320225	3.948762e-05	3.042871e-06
c	0.00048999477	0.97360253	0.00010033102	1.3744071e-05	0.009190242	0.0046794503	0.010024016	1.6751572e-05	0.001025115	0.0006717472	2.0833795e-05	7.3063966e-05	9.097606e-05	9.0905286e-07	1.9471229e-07	8.832316e-08
c	0.0002424583	0.19944431	0.0010489798	0.005789049	0.04233116	0.032760028	0.018092701	0.0028033978	0.27613124	0.31543025	0.01206722	0.018925093	0.07334844	0.0013694029	0.00021197867	4.295158e-06
i	0.023232749	0.89709836	0.0068048183	0.010826573	0.035733026	0.006558594	0.0053583668	0.00090712216	0.0060261823	0.0071009374	2.2028978e-05	0.00018039581	0.00014562633	5.370604e-07	2.0891054e-07	4.4674116e-06
a	0.00048328302	0.25091565	0.00015633117	0.00013659394	0.17341413	0.48452145	0.014489797	0.000120595694	0.026858354	0.03513435	0.0027229947	0.0042072753	0.006280137	0.00018001827	1.9743375e-05	0.00035927765
a	7.321383e-07	0.40212718	2.4825335e-06	2.1798285e-06	0.11862871	0.03243506	0.01027716	5.310428e-05	0.13976553	0.2175836	0.0014237385	0.006123193	0.07147752	6.7467365e-05	2.47426e-05	7.5236044e-06
r	8.894361e-07	0.5245473	2.9737723e-06	2.827226e-06	0.11520884	0.05504466	0.024976017	3.718497e-05	0.064122766	0.13719553	0.0047365036	0.012688156	0.06102812	0.00029421895	8.964822e-05	2.4384708e-05
è	0.0004342679	0.09061249	0.002718485	0.016879722	0.23174267	0.2045594	0.03193786	0.004533966	0.08230785	0.198553	0.07529023	0.027048295	0.025126524	0.0053592487	0.0027148838	0.00018111769
t	6.401582e-05	0.48195213	0.0005357452	0.000429686	0.10638224	0.09439549	0.27827555	0.00037465637	0.019109197	0.012927834	0.0007972925	0.0021362267	0.0025698473	4.3496664e-05	6.2435493e-06	4.057522e-07
i	0.00082197366	0.035817064	0.0019002397	0.018713657	0.109770395	0.06760398	0.010634022	0.017530648	0.19735996	0.293269	0.092512585	0.039258495	0.08720442	0.015684322	0.0116707375	0.00024857593
e	0.00017489445	0.083552465	0.0005262476	0.0039171996	0.16729747	0.6021896	0.13118087	0.0001807221	0.0029094224	0.002961802	0.002206133	0.0022706606	0.0005073027	0.00011344028	9.051741e-06	2.7805315e-06
s	6.0667486e-07	0.24888869	1.9193561e-05	3.2141266e-05	0.12343347	0.03518246	0.031823557	0.00021862125	0.12434322	0.33953905	0.012324709	0.020827014	0.062455516	0.0006876308	0.00021610061	8.027236e-06
ò	0.00029826295	0.044463735	0.0011160607	0.012125513	0.15556636	0.15868002	0.062260702	0.006126882	0.09910548	0.23624346	0.122591056	0.036376767	0.038003746	0.017564604	0.008151498	0.0013258616
