 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	1.0855474e-05	2.75954e-05	3.628177e-05	9.009487e-05	0.0001492445	0.0021287804	0.152066	0.84549105
à	2.2666221e-07	0.004856741	0.7621408	0.23242962	0.00026410967	0.00030849074	2.3907603e-09	3.492565e-08
b	3.1652834e-07	0.005437371	0.6858375	0.30763027	0.00057097466	0.0005235298	1.6385043e-09	5.0279536e-09
b	7.2476365e-07	0.0009047808	0.031441107	0.5323142	0.025917437	0.40941346	5.494028e-07	7.792999e-06
e	0.07598771	0.81242466	0.07465775	0.034438152	0.0012307022	0.0009071064	0.0003359285	1.8051236e-05
t	0.00026739165	0.71379936	0.21522327	0.057613816	0.011506955	0.0015492823	2.6761015e-07	3.9726714e-05
o	0.0023223516	0.08383285	0.059046246	0.29063362	0.10824068	0.43779987	0.017377835	0.0007465291
u	0.002929909	0.99051595	0.005157527	0.0011352926	0.00022414497	3.164759e-05	7.754025e-07	4.7897e-06
k	6.3110797e-09	0.0010053586	0.16442579	0.71688867	0.062792145	0.0548875	2.4510783e-07	3.6909123e-07
o	0.004324957	0.059118226	0.0058074687	0.024026932	0.02909034	0.14656104	0.7293763	0.0016947277
r	0.014204524	0.9833868	0.00172656	0.0005589988	7.006185e-05	5.0683786e-05	6.682213e-07	1.6941044e-06
a	0.029364979	0.5656101	0.03237827	0.052295446	0.015911365	0.077455886	0.22016302	0.006820953
s	0.008754116	0.9838192	0.0040356186	0.0020424891	0.00086894917	0.00040520297	3.2801177e-05	4.166515e-05
ì	0.0097579565	0.23097014	0.014066125	0.028444719	0.015918773	0.065772966	0.6259492	0.0091201095
u	0.0010183637	0.84372723	0.038905393	0.08370755	0.018309591	0.013574726	0.00037121764	0.00038603105
è	7.555934e-08	0.0077545927	0.06521611	0.34285733	0.18564384	0.39844543	4.2612388e-05	4.0007963e-05
n	3.8878934e-08	0.003880491	0.053287547	0.43244866	0.113394946	0.39688432	6.379162e-05	4.020805e-05
a	0.0062376955	0.061815526	0.0052102786	0.025132518	0.035712507	0.21239193	0.65216184	0.0013376803
n	0.006084708	0.68489176	0.029833872	0.035946626	0.045067914	0.12370644	0.049752083	0.024716595
e	4.2140124e-05	0.0028440354	0.00022484026	0.0011927764	0.005603045	0.017994205	0.95744026	0.014658764
à	0.00043645783	0.13966945	0.036034245	0.06186739	0.15729538	0.42485145	0.05459919	0.1252464
s	7.459773e-10	9.4453615e-05	0.021275824	0.28021058	0.062084425	0.63593763	0.00013088922	0.0002662023
p	0.001536731	0.027681492	0.0026713617	0.0118510155	0.016892673	0.02980209	0.9072739	0.0022908167
r	0.003242451	0.0062274504	0.0026829331	0.0041668294	0.0019405775	0.019650009	0.9619745	0.000115258605
o	0.0031587477	0.0061594998	0.00567627	0.0088319825	0.006338632	0.07031422	0.89921814	0.00030244852
</S>	3.0829724e-06	0.0013887734	0.0028505048	0.004832963	0.023738073	0.06350718	0.0018353886	0.90184414
