 	sul	muro	vuole	uno	specchio	</S>
s	3.19795e-06	1.10967e-05	1.22009e-05	2.43242e-05	0.0124699	0.987479
t	0.0252759	0.869585	0.0969169	0.00535143	0.00278919	8.21006e-05
o	0.950879	0.0367964	0.00611545	0.00618298	2.62353e-05	2.10622e-07
t	0.0118432	0.930227	0.0522837	0.0056026	3.40037e-05	9.67952e-06
ì	0.00153352	0.651956	0.143218	0.0147124	0.185183	0.00339588
c	0.0151956	0.908973	0.0598921	0.0156289	0.000298707	1.21249e-05
h	0.00135673	0.687975	0.0621953	0.234142	0.0142852	4.50441e-05
o	0.0539415	0.0299884	0.065677	0.845193	0.00490462	0.000295146
t	0.000291486	0.8359	0.11987	0.0431624	0.000626209	0.000150383
è	0.00218065	0.295223	0.0397556	0.0158992	0.644661	0.00228049
l	0.00578462	0.764157	0.143218	0.0719897	0.0134086	0.00144229
i	0.00238537	0.554493	0.0560653	0.0324744	0.353107	0.0014756
o	0.00319969	0.434617	0.408054	0.0559291	0.0878735	0.0103262
j	3.79107e-05	0.0814375	0.113844	0.751434	0.0452992	0.00794746
e	0.00070236	0.0503087	0.00730495	0.00634094	0.93337	0.00197289
l	0.000232647	0.137052	0.254416	0.00892464	0.568354	0.0310208
ì	0.000853462	0.121439	0.0238793	0.00333956	0.845739	0.00474941
</S>	4.76966e-05	0.040889	0.0424777	0.0377433	0.557244	0.321599
