 	li	vestono	i	genitori	</S>
t	2.7379906e-06	3.1380443e-06	1.1340337e-05	0.0274659	0.9725169
u	0.6801987	0.16124703	0.023015082	0.13026763	0.0052714893
s	0.05559335	0.94433284	5.6212116e-06	5.33804e-05	1.4691502e-05
i	0.011642014	0.78652126	0.0005157367	0.19843973	0.0028812983
n	0.038068254	0.96144384	4.1117317e-05	0.0004054393	4.1346564e-05
d	0.0021979844	0.05278278	0.0011684846	0.9304044	0.013446271
ì	0.15675391	0.70461977	0.08331348	0.054189343	0.001123444
n	0.091617264	0.87797904	7.396399e-05	0.01759031	0.012739299
n	5.413186e-05	0.0006840556	0.0013455224	0.9833202	0.014596158
o	0.03233472	0.13295129	0.7628138	0.0690669	0.002833239
n	0.007910974	0.6798855	0.00025797778	0.24506217	0.0668834
e	5.917203e-05	0.0017190673	0.00044161006	0.9931316	0.0046486584
i	0.0066910014	0.79549736	0.0002710799	0.17662965	0.020910906
g	0.0060072523	0.08672982	0.0007981677	0.8662728	0.040192038
e	0.0007049384	0.03704674	0.0032542378	0.9503074	0.008686587
n	0.0020409771	0.10679793	0.00030397897	0.3741522	0.5167049
i	4.715564e-06	0.00017389748	0.000500675	0.9448189	0.054501813
t	7.192676e-05	0.006896506	3.624114e-05	0.63495433	0.35804102
ò	0.0034960066	0.010739916	0.0024280625	0.96623534	0.017100662
r	2.4033528e-05	0.0053829597	4.5403935e-06	0.97050965	0.024078805
i	0.0028162447	0.005606377	0.005113064	0.94055575	0.045908563
</S>	3.4204422e-07	2.4729457e-05	1.2757044e-06	0.14526114	0.8547125
