 	e	forse	è	entrato	dalla	finestra	il	ladro	</S>
c	4.404575e-05	7.1617236e-05	8.33824e-05	0.0004135824	0.00027447304	0.0009958209	0.006643623	0.055326186	0.9361473
e	0.17478484	0.741668	0.003287897	0.0066227913	0.028298676	0.04531268	1.1803231e-05	1.3297524e-05	1.2280572e-07
f	0.1625807	0.6870832	0.019664116	0.012584506	0.056371797	0.061703265	2.3018086e-07	1.0843886e-05	1.4023926e-06
ò	0.007703288	0.35470238	0.04037143	0.029003369	0.1446173	0.42349973	8.523473e-06	8.9932764e-05	4.0536042e-06
r	0.7602191	0.22619575	0.0024906008	0.0033225466	0.005196601	0.0025595464	1.6289422e-07	1.51274635e-05	5.7913775e-07
s	0.0019285771	0.022345478	0.033099677	0.29154742	0.34104857	0.29009965	0.009309599	0.0103844395	0.00023662421
i	0.080544695	0.8495828	0.06907774	0.00031242406	0.0001814027	4.9090046e-05	3.7845173e-05	0.00020378835	1.0239223e-05
è	0.073145814	0.4102629	0.16580263	0.05921828	0.19833268	0.092460126	2.8157103e-05	0.0006372448	0.00011209103
n	0.017769426	0.31218615	0.0039368398	0.38982245	0.19521816	0.080070816	2.4587713e-05	0.00097009673	1.4716808e-06
a	0.0044335206	0.0748288	0.05887327	0.24025114	0.25361088	0.2936505	0.047693808	0.02579295	0.00086514326
m	0.044327796	0.6606243	0.115526676	0.014338975	0.08368896	0.08137198	3.1324766e-05	6.242008e-05	2.765329e-05
b	0.017540246	0.117178954	0.06016459	0.12276478	0.17370029	0.38235664	0.071380205	0.048876528	0.0060377284
ì	0.045644972	0.7700452	0.16723137	0.0020274806	0.002018009	0.0026841522	0.008891019	0.0013005063	0.00015726683
k	0.040483978	0.10718591	0.027107613	0.059319813	0.2673992	0.49670997	0.00021342203	0.00096205884	0.00061803905
e	0.009270965	0.045230653	0.03561341	0.07935055	0.22899023	0.5824318	0.008075644	0.008494074	0.002542559
à	0.001086053	0.015485608	0.010426203	0.014616023	0.17317697	0.7843332	0.00017182984	0.00031911116	0.00038494615
t	0.0020776833	0.068040736	0.0013673169	0.3775955	0.22967023	0.25699985	0.00049141987	0.06338061	0.00037667077
t	0.0074607413	0.051310655	0.047759697	0.15907349	0.19627056	0.23005074	0.19260563	0.10803145	0.007437121
i	0.026957463	0.51518106	0.37594345	0.010358188	0.0086762495	0.007398894	0.046957877	0.00827169	0.00025509307
f	0.000104746825	0.0027424518	0.0025779319	0.009766896	0.108908415	0.8734449	0.00024111342	0.0008053864	0.0014080361
i	0.0023711552	0.01927161	0.010922813	0.037134144	0.13429417	0.74573976	0.020975452	0.024774425	0.004516519
n	0.00011379892	0.005615695	0.0036887082	0.008656366	0.09650629	0.88252383	0.00040120608	0.000721614	0.0017724931
è	9.35037e-05	0.002019213	0.004372945	0.034526087	0.0802376	0.27217466	0.023918808	0.55024064	0.032416508
s	0.0002654447	0.010536631	0.0018673596	0.06658867	0.17893757	0.6729407	0.001527211	0.059973456	0.007362997
t	0.0019520938	0.008956573	0.009668446	0.13582931	0.19136871	0.19375418	0.043733086	0.40402523	0.010712348
r	0.009955786	0.078379825	0.10268698	0.016666414	0.014813171	0.02329792	0.70375407	0.049203683	0.0012421345
a	0.0030620608	0.014740524	0.022974132	0.013625346	0.015761606	0.041324895	0.78272223	0.10349414	0.0022950491
o	1.381092e-05	0.00053106784	0.0007250535	0.019480152	0.09046987	0.76256573	0.00028292276	0.019763365	0.10616816
l	0.00038024253	0.014314249	0.0020273384	0.118490905	0.110738136	0.32562464	0.008542066	0.37039235	0.049490027
à	0.0008460462	0.011012095	0.007819311	0.04500763	0.08007211	0.30182752	0.04439652	0.4781787	0.030840063
d	3.7010795e-05	0.0016770653	0.00033881055	0.044850964	0.095896184	0.3945878	0.0012653081	0.42174608	0.039600737
r	0.00028689494	0.0043708785	0.00071266195	0.08488493	0.2888465	0.5715595	0.0014770192	0.047415294	0.00044638093
o	0.0021931306	0.019772708	0.039442126	0.022236248	0.014146505	0.021012422	0.4527497	0.41548908	0.0129581485
</S>	1.5681461e-06	5.635982e-05	8.001528e-05	0.0029316212	0.008513952	0.10350575	6.164972e-05	0.028156437	0.8566926
