 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	3.4932905e-06	1.4674126e-05	2.642101e-05	0.00015417597	0.0006457413	0.018457077	0.051639702	0.92905873
ù	0.003310437	0.58195084	0.18999477	0.18312614	0.039865535	0.0016453544	7.2048875e-05	3.49156e-05
t	2.219161e-05	0.9446842	0.049738035	0.004640854	0.0009126439	1.8458711e-06	1.15284024e-07	1.2100134e-07
t	0.00011721439	0.25807983	0.115922466	0.36987555	0.18370685	0.059713617	0.007684741	0.004899723
o	0.4615863	0.04452347	0.48717257	0.0062299506	0.00037593485	2.2747921e-05	1.3922323e-05	7.510119e-05
s	0.00015337842	0.77296853	0.17675313	0.0381036	0.011902799	9.3603434e-05	9.134634e-06	1.5763526e-05
p	0.00034721172	0.16781491	0.19531155	0.36954066	0.19649324	0.05678586	0.009077301	0.00462926
ì	0.08321285	0.028619755	0.8599702	0.02522921	0.002813495	7.63348e-05	3.7129743e-05	4.1007028e-05
t	9.61642e-06	0.8177007	0.111084536	0.056765765	0.0143332705	7.2634364e-05	1.4985074e-05	1.8469646e-05
i	0.0017188989	0.35600352	0.24372977	0.20767345	0.08633405	0.07185405	0.026915194	0.0057710283
t	0.00085964473	0.34393466	0.26500422	0.20345104	0.18357252	0.0028260846	0.00019310923	0.00015870345
o	0.0013085145	0.1668088	0.24916047	0.28398114	0.13679507	0.1250841	0.031192841	0.0056689815
f	0.000112021226	0.2134992	0.22980213	0.354104	0.19775884	0.0042148735	0.0004048268	0.00010413265
a	0.000582286	0.10368458	0.12229654	0.2671979	0.16358906	0.2498535	0.08120945	0.011586641
b	1.9957495e-05	0.08944155	0.13084964	0.44834238	0.3222687	0.008121212	0.00083411555	0.0001224623
b	3.45716e-05	0.16803713	0.14832012	0.34718895	0.13879223	0.13144833	0.06471734	0.0014613345
r	0.05037876	0.04608585	0.48307115	0.18008873	0.11824854	0.07452317	0.044275336	0.0033285038
i	0.03415971	0.025271352	0.25967008	0.17544371	0.23180048	0.19059387	0.08149488	0.0015658116
k	2.8576012e-06	0.019428808	0.010021381	0.20031624	0.69639075	0.066825174	0.0062213317	0.0007935095
è	0.00012810699	0.058689617	0.02318749	0.17214243	0.25543717	0.3810546	0.10820947	0.0011510655
t	7.1176345e-07	0.0071408404	0.005252451	0.15813296	0.74559826	0.06459588	0.018009327	0.0012695523
s	0.00018174139	0.09609325	0.040813193	0.14550915	0.14861272	0.3570073	0.1993717	0.012410979
a	0.015902728	0.01704328	0.08977825	0.09252059	0.12894133	0.3790805	0.27475864	0.001974695
n	1.4528115e-07	0.0016185506	0.0025398112	0.18515305	0.66831636	0.119868234	0.020626329	0.0018775463
o	5.3818866e-07	0.004769493	0.0024030388	0.05542434	0.08120717	0.4628848	0.3843339	0.008976688
p	8.197267e-08	0.0012839076	0.0017799232	0.15827103	0.61743516	0.16744131	0.050847735	0.0029408506
e	2.2721254e-06	0.054034438	0.031856705	0.18671158	0.13707939	0.30220592	0.28330818	0.004801504
t	1.9615783e-07	0.00096077897	0.002365664	0.14773823	0.6921866	0.114957094	0.038099427	0.0036921015
t	4.0098075e-05	0.012405923	0.009549062	0.04820498	0.08802803	0.54324555	0.29344577	0.005080554
ì	0.0049129096	0.007019374	0.05174047	0.09826588	0.14591128	0.35468566	0.33638784	0.0010765175
n	2.7267687e-08	0.0006196248	0.0003427403	0.058862336	0.38955584	0.15945587	0.25789872	0.13326481
t	6.454838e-07	0.0053104064	0.0024932704	0.023007901	0.036375556	0.36373806	0.5511579	0.017916247
a	0.0016985638	0.0027844054	0.011125678	0.02754756	0.05332397	0.4223363	0.4798965	0.0012870337
c	8.210548e-08	0.0002890572	0.0005289892	0.07179024	0.39899388	0.17655809	0.11116949	0.24067013
h	3.8904125e-07	0.07627966	0.02816712	0.3126163	0.19726205	0.18404002	0.2008527	0.0007818135
r	0.0008541613	0.004811524	0.046994627	0.19456005	0.22285052	0.27375475	0.24810016	0.008074271
ò	0.00078142807	0.0014910665	0.005886988	0.021576528	0.050673205	0.44672337	0.47110146	0.001765923
n	4.403785e-09	9.590247e-05	3.90602e-05	0.012390751	0.09095009	0.06300674	0.22264154	0.6108759
u	8.636261e-07	0.0040839384	0.0013804307	0.018615156	0.035865474	0.35337344	0.56020224	0.026478551
a	2.0176412e-08	5.6199984e-05	9.558927e-05	0.022449445	0.16375013	0.1526367	0.16977945	0.49123237
m	6.01526e-09	0.0057753776	0.005105349	0.08559457	0.06683547	0.091024965	0.43107042	0.31459382
p	0.0001751733	0.006106484	0.006667765	0.019702855	0.027149545	0.4483152	0.44953966	0.042343322
ì	0.0012989239	0.0020383245	0.0079088025	0.021218266	0.037588026	0.3751066	0.54632056	0.008520399
</S>	8.991308e-10	1.648766e-05	5.050001e-06	0.00210771	0.014740965	0.032833673	0.1861922	0.76410395
