 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	1.5641635e-05	1.03621405e-05	1.0084197e-05	0.000107353764	0.00024609824	0.0014278293	0.09795272	0.90023005
n	0.99725384	0.00029098906	3.8399457e-06	0.0023136053	0.00012193046	1.5208543e-05	2.7483543e-07	2.6705064e-07
a	0.06875188	0.015380596	0.0027108497	0.007977126	0.45794633	0.42822823	0.0067265746	0.01227843
v	0.98652947	0.01096698	0.00062409614	0.0010720202	0.0006329462	9.164194e-05	1.4777752e-05	6.8114845e-05
o	0.010252662	0.0035442796	0.0055652773	0.36052135	0.48887044	0.13113248	0.00010334345	1.0196608e-05
r	0.9855639	0.002120307	0.001213153	0.003651737	0.0054840553	0.0010290957	6.527132e-05	0.0008725888
à	0.004741038	0.002888222	0.006045414	0.050531346	0.6963527	0.23031463	0.0067013325	0.0024252571
s	0.89059925	0.0027731555	0.0018346027	0.06612404	0.03499883	0.0032597184	0.000121769255	0.0002886758
o	0.0046306723	0.00056548923	0.0046718805	0.07220664	0.49973336	0.40407318	0.013683366	0.00043540628
o	0.5687872	0.032097686	0.008835875	0.18144839	0.15319084	0.037585985	0.005076543	0.012977508
t	0.005404968	7.2740527e-06	2.597873e-05	0.01397465	0.5420798	0.42988604	0.0062635047	0.0023577388
s	0.010234314	0.0042664353	0.013107025	0.06311486	0.38413942	0.35507444	0.1677176	0.0023457955
o	0.012697675	0.15517548	0.11027414	0.6125573	0.081133515	0.02087247	0.006681538	0.0006078329
m	0.06446608	0.0023646331	0.0010819525	0.009038505	0.12270096	0.14861833	0.11484893	0.5368806
ì	0.8506554	0.002925782	0.0029153791	0.009782257	0.03560476	0.028320694	0.064999	0.004796788
k	0.11658173	7.498165e-06	1.034881e-05	0.0076973666	0.19998047	0.42597613	0.16035219	0.08939424
u	0.14249742	0.0033149656	0.0049157226	0.016372902	0.082655825	0.10559669	0.6249888	0.019657733
à	0.0026453591	1.5528025e-05	1.1936252e-05	0.0013194196	0.17196108	0.45113072	0.21616155	0.15675446
i	0.009075676	4.9894413e-07	2.5628867e-06	0.006910685	0.10000701	0.453353	0.40239555	0.028254958
k	0.0003627913	4.6489138e-08	1.492951e-07	0.00018033099	0.08924295	0.43630365	0.28360242	0.19030762
u	0.0012704092	0.000903973	0.0018761023	0.009091339	0.047714826	0.08483582	0.8460834	0.008224087
à	0.00037603814	3.0139734e-06	3.2793341e-06	0.0006850649	0.021552926	0.090552926	0.3077518	0.5790749
i	0.011951945	1.1951259e-07	5.586124e-07	0.001516979	0.028767591	0.29481933	0.64620537	0.016738081
m	0.0001421117	6.590511e-09	1.8725837e-08	2.7185784e-05	0.01110921	0.0998312	0.5454221	0.34346822
è	0.0031022995	0.0006479868	0.0012612748	0.0046910294	0.02112384	0.042372867	0.91809297	0.008707803
r	0.0013366	1.814176e-08	1.076863e-07	0.00044339005	0.011478864	0.170394	0.7332229	0.083124146
i	0.0029759523	0.0002928947	0.0008992861	0.0033323239	0.012714198	0.026081895	0.93567926	0.01802422
</S>	3.11972e-06	3.6359222e-09	3.2831846e-09	1.7472745e-06	0.0004222769	0.0053553125	0.10329445	0.89092314
