 	puoi	non	parlare	di	questo	con	Anna	</S>
i	2.68896e-05	2.2152346e-05	2.666437e-05	0.00014152518	0.0009848925	0.0018339774	0.041611366	0.9553525
s	0.90527034	0.075658835	0.015139424	0.0019502707	0.0018189974	5.2495252e-05	0.00010931042	2.4494483e-07
ò	0.46363494	0.34519905	0.14951132	0.03056928	0.009762956	0.0010397614	0.00027879336	3.9245474e-06
z	0.8479325	0.09688441	0.03957659	0.00864983	0.0067427545	0.00016247024	5.0870436e-05	5.6783256e-07
i	0.01595296	0.09093221	0.5386597	0.22045138	0.07685272	0.033728093	0.022496784	0.00092613976
m	0.08211067	0.21245061	0.62033695	0.08091394	0.0029829845	0.0007164866	0.00047634123	1.2026604e-05
i	0.023924077	0.089595884	0.47654933	0.28374547	0.012094787	0.09393447	0.015967129	0.004188893
m	0.060081497	0.20155598	0.56932783	0.15974222	0.0039033762	0.0050922344	0.00026957295	2.7337492e-05
i	0.043839797	0.0793286	0.36217228	0.29663903	0.02426558	0.17222346	0.014840622	0.00669059
l	0.034408044	0.17834452	0.5109483	0.23864312	0.01108695	0.026162159	0.00034174087	6.516451e-05
ì	0.017010128	0.046698045	0.26102027	0.37126952	0.046285484	0.23065668	0.019429065	0.0076308404
s	0.016032737	0.046395052	0.22550274	0.39208466	0.2352361	0.08209258	0.002523746	0.00013238018
i	0.015875075	0.06022784	0.37776148	0.24589498	0.11256068	0.108532295	0.06687399	0.012273579
a	0.003413502	0.059462037	0.16840611	0.37824333	0.22965543	0.15015607	0.008018866	0.0026446667
t	0.00589922	0.011847966	0.062785104	0.0143421255	0.85515964	0.023349296	0.025822993	0.0007936447
s	0.010820149	0.044748772	0.24545655	0.2541572	0.023985665	0.25901556	0.1394692	0.02234693
è	0.013191848	0.027755566	0.10755445	0.32255614	0.0044329395	0.52006984	0.0038189115	0.0006202912
t	0.0011650479	0.0037211482	0.0051006093	0.03731915	0.73719513	0.09248945	0.09512027	0.027889218
ù	0.023223663	0.076936245	0.29224622	0.33174407	0.117323495	0.1379989	0.016154112	0.004373295
o	0.00058751047	0.0013420166	0.0018376985	0.02018472	0.6545225	0.10981471	0.15630756	0.05540324
m	0.0006047204	0.0009130902	0.0043712365	0.0026552565	0.74911207	0.012379401	0.20820509	0.0217591
e	0.016293941	0.052261233	0.21715996	0.1979243	0.026388494	0.24055624	0.21455076	0.03486512
t	0.0001145664	0.0017908317	0.0055004545	0.06216343	0.21923889	0.2505043	0.2184229	0.24226466
i	0.006876755	0.022136286	0.1017642	0.19148254	0.25493863	0.21773744	0.18373121	0.02133297
n	7.265909e-05	0.0008525992	0.0022120771	0.028642753	0.16807249	0.19471239	0.27959785	0.32583722
A	1.6981348e-05	0.0005001882	0.0028663916	0.024986085	0.02778129	0.054404695	0.72751456	0.16192982
n	1.1174189e-05	1.4552946e-05	2.7382734e-05	0.00041922717	0.47846875	0.019780071	0.45704687	0.044231948
n	1.775079e-05	0.0013161298	0.009488125	0.053763166	0.088175245	0.048599053	0.7797272	0.018913241
a	0.001931575	0.007956575	0.02275458	0.11552743	0.01698089	0.5795972	0.2299815	0.025270248
</S>	1.5876175e-06	2.3278464e-05	4.867833e-05	0.00073091936	0.031159164	0.004672558	0.14096648	0.8223973
