 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	2.6509466e-05	4.9309885e-05	4.2628268e-05	0.00022304451	0.0001644828	0.0003894375	0.042674176	0.05875718	0.8976732
n	0.42964843	0.4914881	0.06227929	0.004139811	0.0046094125	0.007789107	4.550837e-06	4.0348088e-05	8.0846263e-07
è	0.014412485	0.06016954	0.37367654	0.3328131	0.08790708	0.12967068	0.001041364	0.00029117934	1.798425e-05
n	0.08701505	0.3241156	0.38249445	0.1460533	0.046895817	0.013351351	7.784241e-06	6.598789e-05	6.362179e-07
a	0.00025648894	0.03010663	0.15211585	0.48399007	0.04397206	0.22607253	0.030658593	0.03229745	0.0005301731
m	0.012089336	0.04344587	0.8092812	0.11441408	0.013522588	0.007191847	2.5197156e-05	2.4379848e-05	5.4591083e-06
i	0.0098449215	0.0574582	0.54233974	0.12655912	0.09258602	0.009051689	0.15360314	0.005931987	0.002625191
l	0.007956788	0.022588383	0.7997291	0.11456502	0.047868796	0.0071302964	0.00010698404	4.420754e-05	1.0440478e-05
ì	0.0042606895	0.027957544	0.34022254	0.31001377	0.116185226	0.014015716	0.17237431	0.011005752	0.0039645424
s	0.0019419102	0.022068352	0.54688627	0.3448537	0.06895581	0.014451889	0.0002549176	0.000573465	1.3662209e-05
i	0.0026937102	0.044798724	0.45297697	0.24499464	0.057363614	0.01352044	0.17030334	0.011122565	0.0022261003
m	0.0009927903	0.008114763	0.30007106	0.46358296	0.090103514	0.13032	0.004310548	0.002167864	0.00033639628
b	0.005745872	0.030925572	0.27525046	0.2986488	0.04430974	0.008802044	0.31653473	0.015760357	0.004022459
r	0.0296775	0.033149883	0.33672097	0.016211586	0.48378304	0.011754688	0.08305071	0.005031056	0.000620667
ò	0.015472624	0.019435393	0.10732083	0.038631774	0.4312118	0.033218868	0.32495514	0.02894584	0.000807657
s	0.00026697625	0.0020376921	0.008828224	0.5529775	0.010400434	0.31283417	0.00877488	0.097261496	0.0066186525
t	0.0009180678	0.010919084	0.0770245	0.83531076	0.014401539	0.0054186285	0.050987627	0.0048836237	0.0001362464
i	0.02413229	0.038683556	0.2501225	0.028015234	0.43455756	0.030920383	0.17724724	0.016198827	0.00012243302
n	5.6737463e-05	0.0006205124	0.007396017	0.36731815	0.02347378	0.45843977	0.041577708	0.09405421	0.0070631327
A	2.3612261e-05	0.00054967916	0.009174479	0.05978862	0.008325654	0.02055032	0.7524579	0.14119038	0.0079392595
n	1.2434932e-05	0.00027300997	0.0037839774	0.16204837	0.015405909	0.18127988	0.021188926	0.5970732	0.018934274
n	1.2327496e-05	0.00095088413	0.011872588	0.054269884	0.006564562	0.025974317	0.7086209	0.19014448	0.0015900685
a	0.001301299	0.004495139	0.03779203	0.005827103	0.14541024	0.040854942	0.682271	0.075490594	0.00655762
à	1.1143244e-05	0.00016729833	0.0017312522	0.11935192	0.011248452	0.30906382	0.06713437	0.36663616	0.124655575
t	7.790011e-06	0.0011107868	0.00112088	0.092980914	0.0040932912	0.071084425	0.001876455	0.8180975	0.009627958
s	0.00073226227	0.00841033	0.08989483	0.07658084	0.016883219	0.014272031	0.7400646	0.04696389	0.0061979475
e	0.007113058	0.010127547	0.0312994	0.011213209	0.07602117	0.01980889	0.7710652	0.07248369	0.00086775614
t	2.0393836e-06	2.412079e-05	0.00018042196	0.020223172	0.0034007046	0.10054582	0.105479	0.4927432	0.27740157
ù	0.0003622494	0.0027729436	0.01679387	0.3918227	0.0054971925	0.009883403	0.48918414	0.0824047	0.0012786896
o	3.2270054e-07	3.600968e-06	8.776206e-06	0.0055645467	0.00019849697	0.008934793	0.014881035	0.9115961	0.05881232
</S>	3.946319e-06	0.0003248504	0.0011262954	0.020186221	0.0030986997	0.093897976	0.011392964	0.6844184	0.18555063
