 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	1.5924588e-05	1.7182498e-05	7.458714e-05	4.9111663e-05	7.249724e-05	0.00015844671	0.037028518	0.9625837
t	0.73745525	0.23439509	0.019905614	6.709427e-05	0.008162846	7.5866865e-06	3.5077755e-06	3.0270887e-06
i	0.90147084	0.09366535	0.003715182	0.00052808697	0.00057251944	4.105983e-05	6.875955e-06	1.3652577e-07
p	0.63729453	0.29214084	0.061334822	0.00063958776	0.008429819	1.4320205e-05	2.7207686e-06	0.00014341998
à	0.0035617384	0.03804557	0.4956079	0.00120893	0.46089378	0.0003555631	0.00018993393	0.00013664635
s	0.46772486	0.25108913	0.27475968	0.00019089224	0.0061806277	7.806558e-06	1.3424427e-06	4.5595978e-05
t	0.060948577	0.09938804	0.35238168	0.015124149	0.24749917	0.07582525	0.1466963	0.002136781
a	0.005490898	0.0005294869	8.308651e-05	0.85992545	0.0048906743	0.03937459	0.089357615	0.00034819206
v	0.012085783	0.32670525	0.5769295	0.00013019159	0.083464146	3.0723415e-05	6.3313373e-06	0.0006480511
à	0.0014427678	0.039975177	0.6195035	0.006100444	0.30185685	0.012029057	0.018138634	0.00095357123
l	0.057148296	0.21098815	0.6792683	0.001826704	0.044247456	9.36267e-05	8.4690895e-05	0.006342832
e	0.024252739	0.0469923	0.122546814	0.007068296	0.08932774	0.07597627	0.6292965	0.004539314
à	0.004889288	0.105343826	0.286343	0.01600281	0.56905067	0.00031488165	0.0013025878	0.016752945
l	7.627329e-05	0.0036360896	0.98186743	3.143676e-05	0.0143198455	3.545005e-05	4.4937858e-07	3.294777e-05
a	0.0053753615	0.008263175	0.011724588	0.0066817054	0.025889656	0.09162422	0.84869534	0.0017460118
e	0.0010182188	0.016799387	0.09491676	0.018723687	0.7975269	0.00053349655	0.0040483046	0.06643323
t	0.00046460645	0.0052829506	0.4261296	0.0010389471	0.56087446	0.0015848655	0.0003333436	0.0042911926
è	0.0011499441	0.0015095419	0.0023119668	0.0036558188	0.010851106	0.038581688	0.93667537	0.0052646
l	0.00030870253	0.0048077404	0.5522805	0.0062232157	0.39162102	0.0003478573	0.0006524944	0.04375843
i	0.00862228	0.01742787	0.12314064	0.0030694585	0.053808063	0.025726406	0.75830644	0.009898795
t	7.695695e-05	0.0018668609	0.031321112	0.001360767	0.2850565	0.00023437072	0.0025029029	0.6775805
à	0.009899291	0.030875057	0.44350764	0.003154128	0.18737344	0.011694602	0.30328876	0.010207073
l	9.621419e-05	0.0019722497	0.7665644	0.0002046157	0.07259032	9.0742964e-05	0.0005248968	0.15795645
a	0.004413737	0.014410882	0.08512258	0.0014540587	0.02952556	0.018778078	0.8260303	0.020264676
</S>	4.765707e-06	0.00011120125	0.0028120265	6.626099e-05	0.018392583	2.3713646e-05	0.0005446139	0.9780449
