 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	3.6665626e-06	1.29494265e-05	5.594742e-05	0.0011731345	0.0015698259	0.0032896698	0.0046023685	0.056213956	0.93307847
ù	0.007910919	0.49072072	0.4967927	0.00030599808	0.0012837892	0.002830113	7.119213e-05	6.3034604e-05	2.1439511e-05
o	4.8524533e-05	0.9401392	0.059420835	5.961267e-06	0.00029699266	8.8299865e-05	9.0161244e-08	1.072066e-08	8.526532e-08
o	3.673996e-06	0.87574124	0.11620932	1.625138e-06	0.0067476286	0.0012961309	2.4124716e-07	1.5155979e-07	2.1598739e-08
f	2.1613505e-05	0.73369086	0.2543965	0.000226028	0.010154735	0.0015071523	1.0891832e-06	6.8766224e-07	1.3151684e-06
r	4.2362808e-05	0.038837634	0.7889908	0.006780697	0.066147245	0.093366414	0.0035469455	0.00077105383	0.0015167906
a	0.0010791938	0.07757686	0.0010634193	0.91708034	0.0026201874	9.390798e-05	0.00048510998	6.7599717e-07	2.906557e-07
b	0.00027024825	0.3948313	0.57633036	0.004843686	0.02233348	0.0012325519	4.5294706e-05	2.6667434e-05	8.638823e-05
b	1.5279447e-05	0.04126547	0.5440223	0.0054561794	0.096147895	0.3025703	0.0084400885	0.0019995663	8.286841e-05
i	0.00036618632	0.010104074	0.00057927024	0.9769949	0.00739981	0.0010364811	0.00351068	6.1481546e-06	2.4236629e-06
k	0.00014018947	0.114556395	0.79034346	0.008906695	0.074629694	0.010467943	0.00013053244	0.00029386277	0.0005312537
è	0.00043385004	0.037991464	0.56312346	0.014834741	0.07397781	0.28097764	0.017364174	0.009262253	0.0020345848
s	1.5905373e-06	0.084034465	0.6450416	0.011792331	0.21813746	0.040528663	0.00030646747	9.6143725e-05	6.123495e-05
s	0.00035197783	0.106048554	0.6780188	0.0061957557	0.06958934	0.051266864	0.05757441	0.02518893	0.00576541
a	0.00055153796	0.0045852596	0.00045550146	0.9304525	0.020412417	0.0027433601	0.040670853	0.00010649921	2.2069642e-05
n	1.6339995e-06	0.010462776	0.7955706	0.0035634178	0.10650933	0.07995833	0.00019118865	0.0027449331	0.0009978343
o	1.4877752e-06	0.0025938516	0.28525814	0.0018013993	0.1530485	0.39505753	0.023632124	0.13044944	0.008157524
m	5.3531215e-07	0.005469635	0.5517805	0.011051602	0.22439036	0.20396303	0.00037537818	0.002455887	0.00051297346
a	0.0013463111	0.05542967	0.43373293	0.021428898	0.07676084	0.12797995	0.10522375	0.16941707	0.008680521
s	2.257519e-07	0.0015750334	0.27700624	0.009378545	0.2247792	0.4802974	0.0005862262	0.006019787	0.0003573703
t	2.680739e-05	0.007154947	0.47133726	0.0031245041	0.06718314	0.3892341	0.012047111	0.048224304	0.0016677201
ò	0.0012234236	0.005296344	0.0040851943	0.48352614	0.100388214	0.09981353	0.30178034	0.003841662	4.5157354e-05
r	1.0420141e-07	0.0012599394	0.24400795	0.0076142205	0.25973123	0.43884417	0.0005320794	0.032520555	0.015489784
i	0.0002455392	0.04706454	0.65230596	0.0040843277	0.056416724	0.093000986	0.04269138	0.098138824	0.006051692
k	7.240906e-07	0.00091082015	0.2834234	0.012818392	0.11877024	0.5137438	0.00039671318	0.042299952	0.027635971
a	0.0002644121	0.01961396	0.45027694	0.0077953567	0.07460025	0.23265083	0.04639847	0.16260274	0.0057970025
ì	7.765397e-08	0.00016122927	0.08702077	0.0041832277	0.11019619	0.7338679	0.00035996686	0.051987857	0.012222812
a	2.2143983e-08	0.005487747	0.14032906	0.0014736634	0.04730012	0.7278006	0.001959936	0.07186211	0.0037867203
n	3.0102681e-10	0.0013289234	0.34433016	4.6826462e-05	0.04043405	0.5566734	5.225922e-05	0.025918076	0.031216303
e	1.2064693e-05	0.0010344941	0.015651448	0.0055790143	0.04229439	0.039901868	0.082691446	0.7150287	0.09780654
e	9.327168e-08	8.432702e-05	0.035306696	0.0075792517	0.08025584	0.73066705	0.00033115165	0.08401946	0.061756104
f	6.3236563e-09	0.0003179836	0.02711154	0.0005854663	0.04431448	0.77537024	0.00075511704	0.13824347	0.013301789
r	0.00012765684	0.0051986976	0.06505357	0.010634895	0.05126983	0.11115157	0.090362824	0.63838804	0.027812943
a	0.00041202022	0.0019707629	0.0024364956	0.32081363	0.11790497	0.13199265	0.30374137	0.12010553	0.00062250765
b	1.8954765e-07	3.5165616e-05	0.009936553	0.0028112568	0.0100957835	0.075365454	0.00011506975	0.08212845	0.819512
b	1.2605585e-06	0.0063030063	0.6237582	0.0002420322	0.03452029	0.30569154	0.0022357425	0.027147843	0.00010011564
i	0.00054736616	0.0015834759	0.0023282936	0.16455169	0.09913762	0.16146056	0.34667	0.22289334	0.0008277074
k	5.6317912e-08	1.18625285e-05	0.0050171353	0.0005417219	0.0026609667	0.045408264	3.6525118e-05	0.024509193	0.9218143
a	0.00018701919	0.0068909195	0.32314745	0.004046372	0.048118144	0.2094415	0.018633807	0.38426933	0.0052654836
t	2.9082863e-09	1.990718e-06	0.0023124146	7.732743e-05	0.0045886175	0.1482368	3.6314916e-05	0.1362793	0.70846725
ò	6.846304e-05	0.0019283157	0.068031766	0.0034145825	0.029250221	0.13865356	0.020352133	0.71223795	0.026062993
r	1.689477e-09	9.086664e-06	0.0072887107	2.7035052e-05	0.0037382452	0.21401954	3.874358e-05	0.56481737	0.21006125
i	0.0002551289	0.004464819	0.025789663	0.0026090115	0.012357245	0.014788827	0.035821658	0.8762742	0.027639443
</S>	4.3825646e-10	2.1509229e-07	0.00025605268	7.810651e-06	0.00048811617	0.023286264	6.9456783e-06	0.037858523	0.93809605
