 	ho	finito	di	scrivere	</S>
s	3.1452775e-05	5.8890553e-05	0.0019826184	0.0025339506	0.99539316
p	0.50801086	0.0077199712	0.2939006	0.18877585	0.0015927172
ì	0.9897063	0.010113905	0.00010694205	7.2052804e-05	8.334376e-07
c	0.93185437	3.9553906e-05	0.0016602176	0.06547404	0.0009719242
c	0.00046495337	5.655204e-06	0.016490797	0.9829851	5.357348e-05
e	0.99944264	1.0541473e-07	2.1811995e-06	0.00015827517	0.0003968746
t	0.034173027	8.0473563e-07	0.0019696518	0.9634504	0.00040607396
s	0.009624908	0.015651265	0.6043736	0.37000713	0.00034318486
a	0.00053725607	0.9845695	0.014817354	7.4293974e-05	1.6386086e-06
à	0.033007886	0.0004399664	0.08986809	0.77923316	0.09745084
t	0.02646363	5.837437e-06	0.0029073732	0.94005597	0.030567165
s	0.0048597474	0.021820752	0.9226712	0.04631045	0.004337876
e	0.0013819055	0.82187146	0.17525391	0.0012496818	0.00024299072
g	0.003216055	0.0002552032	0.15694413	0.4447414	0.3948432
r	0.0009338563	1.47877e-05	0.096219264	0.9019937	0.00083842006
à	0.0119572	0.0004783067	0.019327477	0.93053794	0.037699006
t	0.000606785	3.5749104e-06	0.010735221	0.70830405	0.28035042
s	0.009468142	0.0020077988	0.6873403	0.27086073	0.030323002
i	0.00274554	0.3872168	0.5921957	0.013878317	0.0039635967
</S>	7.0377014e-06	3.2834362e-06	0.0069205198	0.02509016	0.967979
