 	avete	cucinato	le	verdure	</S>
m	2.2053e-05	9.0355525e-06	0.000708628	0.15377429	0.84548604
a	0.09955456	0.90018183	0.00020707605	3.654827e-05	1.9976233e-05
r	0.9932892	0.0066662305	3.6035578e-06	8.170595e-07	4.0283354e-05
è	0.98662937	0.006494547	7.922747e-05	0.000105494524	0.0066912994
t	0.99950314	0.00042016347	1.4228485e-06	1.649272e-05	5.883137e-05
s	0.6064803	0.041596625	0.06352547	0.23470904	0.05368848
a	0.004662978	0.74415404	0.23200586	0.018879823	0.00029732595
t	0.9923757	0.0002996906	1.4432391e-05	0.00010678606	0.0072034486
o	0.47869796	0.059345517	0.1132568	0.31622085	0.03247896
t	0.9829201	0.008373521	0.00055344356	0.0028388472	0.0053140186
a	0.33080643	0.039091635	0.13013382	0.46132752	0.03864055
l	0.95209056	0.016600462	0.002148545	0.017329374	0.011831117
à	0.30056927	0.019400796	0.103239626	0.5268523	0.04993799
c	0.43228945	0.0002249933	0.0009120871	0.5519054	0.014668043
h	0.944202	0.0005443823	0.0015262499	0.05041123	0.0033161964
a	0.0008416449	0.08561309	0.48957664	0.42297545	0.0009931556
n	0.0039339853	9.09261e-06	4.2964866e-06	0.0004215431	0.9956311
a	0.0846758	0.0009003596	0.012486977	0.51914555	0.38279137
</S>	0.08021639	0.00011660128	0.0002353143	0.051924728	0.8675069
