 	dovevo	comprare	il	pane	</S>
ì	6.0290445e-06	7.783131e-06	2.199479e-05	0.0074066673	0.9925575
c	0.9753425	0.005647864	0.0046757804	0.013473955	0.0008599732
h	0.99732924	8.063272e-05	3.516162e-05	0.0016220432	0.0009329119
a	0.02182657	0.80195606	0.11593128	0.059701066	0.00058507884
n	0.9997676	0.000114067436	3.892228e-05	1.9227322e-05	6.0187842e-05
a	0.11434925	0.12193142	0.14540337	0.6176229	0.0006930303
a	0.9296996	0.058715355	0.0053404095	0.0048134485	0.0014312523
f	0.5150366	0.007218402	0.017302196	0.1354691	0.32497373
o	0.009827665	0.10875832	0.2330687	0.64458597	0.0037593306
r	0.6995041	0.11911846	0.018559165	0.15220699	0.010611254
à	0.07216252	0.018561663	0.10358049	0.8000497	0.005645536
s	0.042834185	0.000547269	0.0016016997	0.9336478	0.021369098
o	0.082875565	0.00916522	0.12925975	0.77302134	0.005678167
t	0.08059385	0.0030816856	0.0020658837	0.12829457	0.785964
o	0.19612622	0.009172018	0.071454465	0.69795936	0.025287947
t	0.042369045	0.00032541406	0.0004655091	0.08336124	0.8734788
s	0.27166715	0.014130897	0.065029345	0.60686463	0.04230794
o	0.037878443	0.07012366	0.13855927	0.7500329	0.0034057093
m	0.0008005269	1.3364865e-05	1.641638e-05	0.0051636216	0.99400604
ì	0.95567966	0.004016712	0.0062259412	0.032904558	0.0011732251
</S>	0.009115996	6.426713e-07	7.2613893e-06	0.02807167	0.96280444
