 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	1.04323935e-05	6.8286154e-06	7.792174e-06	7.323496e-05	0.00053290115	0.08987079	0.90949804
c	0.9953135	4.670745e-05	6.2029544e-06	0.003918934	0.0007094611	3.2216828e-06	1.9800457e-06
h	0.99415755	5.205181e-05	1.1353888e-05	0.00014394462	0.005126917	0.00018600374	0.00032224652
a	0.027833946	0.71006656	0.10134813	0.13610777	0.024543164	6.19536e-05	3.8416794e-05
n	0.999435	4.0573286e-05	2.8665712e-05	9.233694e-05	0.00032460596	3.2315454e-06	7.536623e-05
a	0.08130842	0.056046844	0.042336524	0.34284624	0.47259837	0.004356488	0.0005070426
v	0.99028194	0.0057988595	0.0010330612	0.001955478	0.0004848394	4.787334e-05	0.00039784174
o	0.016516393	0.0013087684	0.013425082	0.2796991	0.6867797	0.0022479533	2.3102884e-05
r	0.9488698	0.004555209	0.0062972945	0.024804784	0.013158552	0.00023236616	0.0020820291
à	0.010114744	0.0065726317	0.028568296	0.13713986	0.7689676	0.045446325	0.0031905286
s	0.59943914	0.0030681842	0.004848553	0.25960827	0.12771147	0.001970609	0.0033538102
o	0.0067581176	0.00064757105	0.008326091	0.06984866	0.8663414	0.04752842	0.00054974994
t	0.31979877	0.024253728	0.010322748	0.34421384	0.20123881	0.021308666	0.07886339
o	0.019014483	0.001639508	0.012363169	0.09885042	0.548896	0.3127348	0.0065015513
t	0.19001241	0.004959912	0.0032003662	0.19072044	0.38805917	0.067424476	0.1556232
s	0.047444783	0.0015657636	0.008877773	0.08598828	0.35281363	0.49296415	0.010345666
o	0.017506974	0.08831064	0.09732717	0.6202918	0.14917487	0.026607057	0.0007815663
m	0.007886424	0.00024465518	0.00017275724	0.0026794127	0.05408175	0.107098304	0.8278367
ì	0.9146016	0.001749364	0.0022979279	0.008003593	0.023371568	0.047478937	0.0024969692
k	0.021452602	3.0239727e-07	1.1199307e-06	0.0030234486	0.4620028	0.3631673	0.1503524
à	0.042743795	0.0022016168	0.003491784	0.008963987	0.057981454	0.87033045	0.0142868925
i	0.0031545328	1.2777458e-07	9.940221e-07	0.004403679	0.48904607	0.44913867	0.05425596
m	7.815014e-05	4.7662225e-09	2.5436888e-08	6.2821215e-05	0.090584934	0.3070967	0.6021774
è	0.003734634	0.00079818926	0.0013142821	0.005531709	0.030338988	0.94321084	0.015071402
r	0.0020455085	7.190695e-08	5.458164e-07	0.001877202	0.27541423	0.6745195	0.046142932
i	0.00017210518	0.00025616976	0.0004966904	0.0013381832	0.014855182	0.9593111	0.023570452
</S>	2.8808667e-05	3.049156e-08	3.319652e-08	3.6660094e-05	0.010358295	0.19671604	0.79286015
