 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	9.573755e-05	8.707648e-05	0.0001766474	0.00062965066	0.0007020591	0.0013165692	0.0031666877	0.029937841	0.008208367	0.0024484647	0.020525217	0.017253317	0.07379701	0.38222	0.45943537
v	0.9996655	0.00021087205	1.4896092e-06	3.022601e-05	8.984646e-05	1.7097357e-06	5.7639888e-08	2.0293003e-10	2.6148678e-07	2.2917321e-09	1.0248933e-08	1.7323666e-09	6.1845085e-11	1.8999858e-12	5.767851e-11
ò	0.907908	0.07788411	0.0018122505	0.0015460473	0.0017267597	0.0090996325	2.7440667e-06	1.07622505e-07	1.7715345e-05	5.4238704e-08	2.4980864e-06	3.0089858e-08	9.209713e-09	4.0410433e-10	6.202489e-10
s	0.9440035	0.049684092	0.00015855556	0.0013400287	0.0019192747	0.0028262122	2.5603642e-06	6.5690124e-08	6.220825e-05	5.8083367e-07	2.63133e-06	1.6856153e-07	3.0836944e-08	1.7338776e-09	3.955172e-08
t	0.045735065	0.048451003	0.08114503	0.1955958	0.16704369	0.35018083	0.012205458	0.0021525924	0.07109628	0.008274906	0.010761853	0.004899069	0.0023967503	5.0414063e-05	1.1286335e-05
o	0.006674505	0.35476136	0.52373105	0.08966197	0.019404022	8.0515885e-05	0.0036654943	0.0012395579	2.1752778e-05	0.00074286596	3.1234208e-07	1.3334237e-05	3.1853426e-06	9.516126e-08	1.7360026e-08
d	0.0953777	0.0155959735	0.0045597763	0.102095	0.39902112	0.3810781	0.0009144225	5.4065968e-05	0.0010883565	0.00011537416	8.309686e-05	6.2953573e-06	6.6462513e-07	1.259153e-06	8.892976e-06
e	0.001251041	0.0019786255	0.021027207	0.23835528	0.4832505	0.13737312	0.00575108	0.0063426793	0.09021899	0.0017728386	0.009650811	0.0016218632	0.0012107976	0.00017858975	1.6522923e-05
r	0.03032819	0.0029069849	0.0011635931	0.0076762666	0.047072906	0.9066072	0.0005030444	6.067252e-05	0.002985143	0.0002889201	0.00035762409	3.7605547e-05	3.1406425e-06	3.1839352e-07	8.272849e-06
f	0.0010447231	0.0020813767	0.013448719	0.14144598	0.23009823	0.48898345	0.0049278047	0.0015050026	0.10116558	0.0020881167	0.011974949	0.000800458	0.00021819164	8.693195e-05	0.00013050044
ò	7.2013434e-05	0.09110374	0.61014813	0.22045268	0.05649115	0.0018346437	0.011130888	0.007279848	0.00051285163	0.00090189214	1.0886243e-05	5.0513874e-05	1.0633871e-05	1.398164e-07	1.8224341e-08
m	0.027273307	0.10852794	0.011542794	0.19403313	0.3442263	0.3093508	0.0014040975	0.00026197758	0.0029094496	0.00010606496	0.00028311272	3.6574824e-05	1.2360584e-05	6.0353327e-06	2.600523e-05
u	0.0326832	0.016669115	0.034481384	0.21969296	0.18199436	0.28385112	0.013085322	0.011574406	0.038699754	0.050860163	0.013701706	0.01574613	0.04116147	0.044148527	0.0016504062
e	8.913905e-05	0.0036508604	0.0033138243	0.108897366	0.24047323	0.5440467	0.013634549	0.0034551613	0.069180176	0.0011380924	0.011266019	0.0006551003	0.00015466908	1.8506777e-05	2.659375e-05
n	0.005095819	0.0063409354	0.0040721013	0.09486523	0.20536336	0.12821929	0.008859577	0.0015923249	0.38831848	0.022024026	0.110898644	0.01771058	0.0065049957	4.116303e-05	9.348096e-05
t	0.0013152164	0.0027433485	0.012074302	0.1409382	0.15872121	0.41607112	0.008908324	0.005396364	0.124982975	0.020873468	0.06302521	0.0055403155	0.00549944	0.0316387	0.0022717752
u	0.00037348137	0.018708944	0.15915543	0.18295093	0.09742356	0.004071027	0.13985164	0.2194536	0.03288869	0.087328084	0.003398053	0.03401018	0.020184003	0.00018149748	2.0900585e-05
t	9.159716e-06	0.0006510884	0.0009032582	0.013548919	0.042921197	0.8804594	0.0038329775	0.0016143864	0.034461714	0.00068469974	0.020077353	0.0004605883	0.0001707331	0.00010308122	0.000101427846
ò	0.009192417	0.0038343787	0.004603282	0.053137463	0.064426765	0.5091959	0.011452692	0.031687252	0.123418644	0.0054317983	0.07752416	0.022871492	0.04993712	0.031978842	0.0013078154
g	6.115106e-05	0.0011396062	0.0016191588	0.073285855	0.18828681	0.21246411	0.020903545	0.018858612	0.3179324	0.0018821157	0.15128492	0.006832677	0.0046297945	0.00045248168	0.0003667626
r	0.0017342194	0.0016073743	0.0021920602	0.032668468	0.09350658	0.4200281	0.0014107147	0.008868315	0.10208328	0.0044122334	0.07168565	0.015835164	0.13261858	0.110588014	0.0007613015
a	0.00010184282	0.005076802	0.083933845	0.1182858	0.09047112	0.0035703245	0.1737298	0.363635	0.03083534	0.051322464	0.005769875	0.04348944	0.029524533	0.00024377201	1.006269e-05
z	2.4162214e-06	6.434572e-05	5.767599e-05	0.0027628732	0.01425953	0.70876414	0.0013965539	0.0004983386	0.10471264	0.00043615352	0.1600438	0.00050798815	0.00019549589	0.0018397666	0.0044582156
z	0.0008773871	0.00051929656	0.0009203782	0.019221729	0.039402872	0.36321804	0.0051594703	0.016559945	0.16270721	0.004396263	0.19489928	0.023007568	0.058185373	0.10870873	0.0022165033
a	0.00014269793	0.0026089037	0.028732298	0.06271074	0.04855375	0.0054050162	0.12330713	0.32998636	0.07009058	0.08689113	0.030254332	0.09775537	0.10826922	0.005228704	6.3782325e-05
m	1.9769602e-06	6.729156e-05	0.000105224215	0.0037633993	0.014452005	0.56617486	0.0031222387	0.0016631688	0.15405272	0.0006428122	0.24670552	0.0013415411	0.000645857	0.0028157113	0.004445708
à	0.008687662	0.0032823198	0.0031765827	0.029285982	0.03991521	0.46011123	0.009484248	0.03787915	0.08023552	0.0064741625	0.08096807	0.02890584	0.10102176	0.10870836	0.0018640112
i	7.541313e-06	2.6701138e-05	3.552956e-05	0.0030499185	0.009911013	0.02301544	0.0049112225	0.010232958	0.39728433	0.0007774292	0.5204355	0.009567301	0.010567679	0.00556439	0.004613055
è	1.0730216e-05	3.6023905e-06	3.3889482e-06	0.0009893249	0.0066276914	0.016424246	0.00046118186	0.00017580995	0.4197818	0.00040598057	0.54170614	0.0021893336	0.000895142	0.00079288246	0.009532723
n	0.00036444102	0.00045942425	7.975667e-05	0.0037313276	0.004808335	0.0031682684	0.006369572	0.019834971	0.35729536	0.0019112852	0.45746496	0.042876463	0.076917954	0.012275587	0.012442244
a	3.8716385e-05	8.828214e-05	0.0008451393	0.010648971	0.030869354	0.06308245	0.0020728211	0.0041466206	0.041418962	0.05102384	0.06014475	0.021407142	0.077344656	0.62803	0.008838274
n	6.3774564e-07	7.4564255e-06	3.2578486e-05	0.001924409	0.0069761947	0.07899393	0.0034773608	0.004679787	0.30115038	0.000511991	0.55305	0.0024257076	0.0015682351	0.016704261	0.028496971
g	1.2870084e-06	1.4396447e-06	5.5110227e-06	0.00072341546	0.0039558085	0.011425821	0.0002070753	0.0007099174	0.027912982	0.00076302025	0.0776538	0.0032327406	0.014155584	0.85248244	0.0067690844
r	2.0550735e-06	4.3368687e-05	0.00066559063	0.0010246609	0.0020312506	0.003034838	0.0027111857	0.15496019	0.024875717	0.0041144458	0.035191696	0.07758046	0.657671	0.03601917	7.434783e-05
à	0.0001098003	0.0009769329	0.008136781	0.019353246	0.016825236	0.0020548827	0.07906451	0.2829687	0.0636363	0.055460647	0.059950393	0.1519853	0.23653655	0.022889826	5.0901243e-05
m	4.024755e-06	1.2736893e-05	7.376822e-06	0.0002983637	0.0010184093	0.050032176	0.0003445328	0.00030839513	0.026528137	6.746451e-05	0.083718084	0.00032923458	0.00033218344	0.035544436	0.8014544
m	0.0023869716	0.00088477624	0.0009765032	0.014546672	0.030720152	0.32828563	0.0018815986	0.0066133686	0.02492969	0.0052704653	0.032006875	0.008770762	0.06016366	0.47685352	0.0057093394
a	0.00044448752	0.0010386955	0.0034521073	0.0074971453	0.0066001494	0.0032208432	0.037847888	0.33701462	0.030429505	0.01805812	0.032789998	0.12304326	0.38071412	0.017837662	1.1446709e-05
u	6.891912e-07	1.6993721e-06	2.1023025e-06	0.0005183892	0.0020560122	0.019930832	0.0009826527	0.0005783806	0.1895524	0.00018352686	0.49323758	0.0009690884	0.0005624669	0.034981735	0.25644234
d	5.997681e-06	1.4309499e-05	2.1797481e-05	0.0014933887	0.0028709113	0.002611438	0.0065358183	0.009818503	0.35458803	0.004278853	0.50088066	0.03180109	0.032262504	0.010732586	0.04208414
e	2.6860178e-05	6.693208e-05	0.00012343364	0.0021665974	0.007356942	0.07727364	0.0008306379	0.011470791	0.15357865	0.0014163476	0.3252665	0.020200446	0.11339288	0.28529242	0.0015368941
r	9.354438e-07	8.3258354e-05	0.0014567501	0.007516962	0.017919043	0.18176603	0.017008483	0.07457728	0.2123723	0.001033151	0.3138809	0.005499527	0.004111828	0.02473573	0.13803788
f	2.0565605e-05	5.1831714e-05	0.00021869823	0.0014637498	0.003648135	0.050715346	0.0013273988	0.022939978	0.045164198	0.0021519135	0.11675063	0.03533745	0.28683767	0.4314868	0.0018856697
ù	3.071336e-05	0.0013101317	0.025352305	0.051046297	0.046324145	0.004953495	0.090740494	0.28708547	0.06943614	0.06592691	0.06479435	0.0819808	0.11442321	0.093569316	0.0030261516
m	4.4524904e-06	8.251347e-06	1.1742917e-05	0.00022329997	0.00052973564	0.01509424	0.00028385955	0.00070802955	0.010722198	4.209923e-05	0.0358107	0.0003623189	0.000787515	0.100881025	0.83453053
m	0.008307773	0.0037359707	0.0051450846	0.061746698	0.083202176	0.43049714	0.0030240507	0.005505764	0.022283018	0.011563564	0.017007327	0.0069634896	0.03994171	0.2973175	0.0037587355
u	0.00039573963	0.0009603812	0.003205282	0.006520082	0.0055923397	0.002204881	0.03440657	0.32914728	0.026041182	0.016720818	0.03095317	0.118024305	0.40161896	0.024196964	1.1948661e-05
</S>	2.6820535e-07	3.3888975e-07	5.000019e-07	0.000119108685	0.00046883765	0.004729803	0.00026993576	0.00023183819	0.054539658	4.7658035e-05	0.1744126	0.00032074196	0.00023611674	0.04044938	0.7241732
