 	sta	seduta	nel	giardino	nel	giardino	</S>
s	1.3706949e-05	6.0168968e-05	8.798593e-05	9.926782e-05	0.0028586295	0.047738433	0.9491418
t	0.060878776	0.87014794	0.057690233	0.011051864	0.00015744775	7.0289934e-05	3.4088885e-06
e	0.69317496	0.23299415	0.071131684	0.002614285	8.158643e-05	2.861724e-06	4.348103e-07
k	0.041403648	0.6927676	0.14626026	0.119168214	0.00031978457	4.4606983e-05	3.5921286e-05
a	0.00023005294	0.369939	0.26181692	0.2855223	0.050790388	0.02662093	0.0050804703
m	0.08646362	0.6574322	0.15818524	0.09753684	0.0003326705	4.097003e-05	8.449194e-06
m	0.0016551194	0.20050721	0.19156758	0.17045037	0.0735504	0.35197863	0.010290762
è	0.58843595	0.103868976	0.29582238	0.010795984	0.0010493541	2.7050022e-05	3.5212585e-07
n	0.02791813	0.8260742	0.060644466	0.08295284	0.0022169054	0.00014439243	4.899562e-05
i	1.2531774e-05	0.036384225	0.17681235	0.3023681	0.29147312	0.18863517	0.00431444
s	0.0031515374	0.30072212	0.074940726	0.6072958	0.009771527	0.0032168236	0.0009015024
t	0.00022904408	0.12549055	0.1436357	0.21073975	0.1479794	0.3675517	0.004373814
o	0.060084272	0.1535169	0.52076346	0.17323697	0.079221055	0.013027786	0.00014956114
g	0.001838759	0.38533244	0.0741861	0.50321186	0.022722334	0.010732984	0.001975594
i	2.8301731e-06	0.028960517	0.27142152	0.11157221	0.56320244	0.024794996	4.5467765e-05
a	0.00035855046	0.38014838	0.28459692	0.2985461	0.03040298	0.0044060904	0.0015409236
r	9.964764e-06	0.13801289	0.5201627	0.071854465	0.26686966	0.0019660268	0.001124301
d	8.556242e-05	0.025361173	0.034790963	0.042271867	0.05000991	0.8229737	0.024506763
ì	0.007932934	0.0627738	0.45945987	0.21297921	0.15898919	0.09753132	0.0003336382
n	0.0007319259	0.6349596	0.040067542	0.08424439	0.031694524	0.11914539	0.08915658
o	7.9499574e-07	0.00071478495	0.0020429862	0.0102827335	0.028482253	0.9536485	0.00482788
s	0.00012933985	0.106796004	0.043595046	0.23612434	0.07501186	0.24588428	0.2924591
t	3.221525e-05	0.0245471	0.022501893	0.0391854	0.074046336	0.83206064	0.007626451
o	0.00355102	0.022881271	0.10498609	0.09524367	0.42988622	0.34248456	0.00096726656
c	1.09677985e-05	0.022850258	0.008873888	0.051985648	0.033634692	0.19415182	0.6884928
ì	2.2564932e-06	0.04816824	0.3025594	0.119629025	0.43810588	0.09134547	0.0001897248
p	4.038587e-05	0.1392242	0.043250743	0.0497191	0.2070622	0.3272145	0.23348887
o	2.3044064e-05	0.008135388	0.039141282	0.01672031	0.20844883	0.6641911	0.06333995
</S>	7.812699e-07	0.0014531232	0.00094329554	0.0046840115	0.005867099	0.091426216	0.8956255
