 	ora	ho	finito	di	scrivere	</S>
à	5.227289e-05	7.792472e-05	0.0003165443	0.00556311	0.002843736	0.9911464
r	0.95753664	0.024593737	1.28645015e-05	6.371237e-05	0.017220477	0.0005725447
t	0.016915767	0.097780064	6.515672e-05	0.04062745	0.7772045	0.06740705
e	0.9776292	0.009087286	0.012917363	0.00034262563	2.2996162e-05	5.475959e-07
s	0.70325994	0.28989536	0.00011822005	0.002195023	0.0044054277	0.00012596515
p	0.014495111	0.03322628	0.0042251865	0.86563426	0.08189679	0.00052234903
ì	0.8183064	0.01770256	0.161082	0.0028823467	2.5532572e-05	1.1231771e-06
c	0.7807466	0.19845256	6.2875675e-05	0.005765209	0.01370275	0.0012700866
c	0.00041579857	0.0059285127	3.8985727e-05	0.16935074	0.82419217	7.382516e-05
e	0.44627064	0.54783815	3.1357686e-06	9.791254e-05	0.004759482	0.0010307119
t	0.012390461	0.37477538	2.5420915e-05	0.015652893	0.5938928	0.0032630353
s	0.0031043207	0.013687243	0.008662355	0.7133815	0.25973338	0.0014311497
a	0.0089196535	0.0018755274	0.94482946	0.044011686	0.00034352907	2.0115483e-05
t	0.008132272	0.30217752	8.009553e-05	0.050213337	0.38967642	0.24972038
s	0.008359836	0.035693016	0.004564781	0.886041	0.06218908	0.0031523842
e	0.014316961	0.015198654	0.6756446	0.28401852	0.010026469	0.0007947683
g	0.0041571874	0.26756126	0.00022207313	0.14627336	0.31572998	0.2660562
r	0.00010926347	0.01712628	2.565858e-05	0.17521028	0.80732816	0.00020034991
à	0.0030126509	0.13212998	6.532595e-05	0.011671917	0.8284779	0.024642216
t	0.00040927017	0.013708036	8.520515e-06	0.018577952	0.6812127	0.2860835
s	0.002142666	0.018799037	0.0020210154	0.77273107	0.18045087	0.023855375
i	0.0041498574	0.00567413	0.45529264	0.5211301	0.01169939	0.0020538385
</S>	1.166433e-05	0.0016486421	1.2563469e-05	0.01975781	0.028676907	0.9498924
