 	un	forno	che	fa	buon	pane	</S>
è	2.3524176e-06	5.9616236e-06	1.923179e-05	2.8945624e-05	0.0003353196	0.015525923	0.98408234
n	0.044353742	0.0017688696	0.32134598	0.6297768	0.0014545524	0.0010491236	0.0002508665
a	0.013697032	0.00024045733	0.1659586	0.21702069	0.5972565	0.0015134715	0.004313276
f	0.09202859	0.003852305	0.3375373	0.5555913	0.010880635	3.6931233e-05	7.292682e-05
ù	0.006399068	0.005818611	0.3206305	0.29319543	0.3719847	0.0017954874	0.00017626504
r	0.044240415	0.0019878428	0.3658899	0.58012486	0.007117921	0.00045961354	0.00017949272
n	0.0047787176	0.0062313275	0.44141117	0.26001516	0.26237786	0.024928877	0.0002569098
o	0.016655594	0.95069474	0.019044627	0.010327127	0.0009313837	0.0023417973	4.8843726e-06
k	0.0016772045	0.0014581273	0.16125813	0.71566564	0.11283395	0.003073601	0.0040332815
a	0.024601074	0.0077959024	0.206121	0.16736405	0.51110303	0.07660732	0.0064076297
i	0.012539789	0.006265277	0.16919146	0.62282467	0.18198688	0.004989868	0.0022019802
k	0.0016269821	0.00021476521	0.53274244	0.4143186	0.03130462	0.010309433	0.00948325
à	0.021639278	0.024723345	0.17838126	0.08001484	0.35256428	0.32038307	0.02229399
n	0.0001667754	0.0004842255	0.2178401	0.6632913	0.03894425	0.07563196	0.0036414575
n	4.1327425e-05	0.000514877	0.042694658	0.06448472	0.6819885	0.19976903	0.010506973
i	0.008030013	0.27531165	0.10350203	0.1036937	0.18532301	0.31420174	0.009937858
t	0.00017753667	0.00011592095	0.02399802	0.14853272	0.3898108	0.03689808	0.400467
s	0.0018187814	0.0004699403	0.06735354	0.143806	0.73905736	0.044195253	0.0032991343
o	0.013238264	0.08814957	0.0858502	0.077498265	0.08823409	0.64484805	0.002181554
m	6.333773e-05	3.2202675e-05	0.009870205	0.05879658	0.31512675	0.052473612	0.5636374
ì	0.006282397	0.00081059826	0.05524201	0.12226626	0.7707726	0.04275396	0.0018722183
k	5.8572214e-06	1.6984734e-06	0.0032623163	0.017431049	0.041427355	0.28101534	0.6568564
a	0.0027897556	0.0006962195	0.028584566	0.066143	0.80507994	0.08169408	0.015012512
l	1.2547312e-06	1.2045132e-06	0.0015546548	0.008740994	0.05199646	0.027424756	0.9102807
ò	0.0011483579	0.0007256381	0.015264754	0.03469823	0.7371423	0.13832845	0.07269223
</S>	6.0588627e-07	8.2374555e-08	0.00035233566	0.0018090813	0.0063793818	0.22693151	0.7645271
