 	è	che	stanno	ancora	alzati	</S>
è	5.4865136e-06	5.8813e-06	3.1251482e-05	0.00032649687	0.010093963	0.9895369
n	0.35914576	0.61140084	0.029151088	0.00029410556	8.030318e-06	2.217633e-07
a	0.03666845	0.3790092	0.15978545	0.10234863	0.2636118	0.058576457
s	0.09135966	0.32865134	0.55862385	0.021287123	4.0630086e-05	3.7429334e-05
t	0.00881104	0.14036891	0.30875346	0.4663341	0.074426614	0.0013058378
a	0.08901763	0.74514073	0.15995935	0.004975271	0.0008905974	1.6545602e-05
s	0.033538476	0.18796387	0.7137588	0.062762186	0.001428592	0.000548169
ù	0.0021676577	0.015903292	0.14143865	0.7752368	0.06406704	0.0011866111
n	0.0061918073	0.031023972	0.93700546	0.025655359	9.973333e-05	2.371277e-05
e	0.00013920967	0.008984419	0.036592703	0.13514061	0.81578374	0.0033592882
a	0.0032434613	0.031220766	0.76919776	0.18601242	0.0068521663	0.003473466
n	0.0041551627	0.07221706	0.5757303	0.33498344	0.00971147	0.0032025306
k	0.0009224135	0.016321568	0.03469815	0.09891155	0.78938365	0.059762646
ò	0.025434822	0.21328755	0.4502432	0.22422971	0.0863633	0.00044129745
r	0.0008347584	0.00437272	0.6798921	0.2345753	0.0376188	0.04270634
a	0.003998579	0.02323498	0.20430556	0.65340877	0.11311396	0.0019381668
o	0.0009921243	0.0059141214	0.34891888	0.39260882	0.09210404	0.15946206
r	0.000547824	0.003927577	0.27038002	0.5392473	0.08199262	0.10390472
t	0.00045733002	0.0051402794	0.019165125	0.09668455	0.6152215	0.26333117
ì	0.0054873256	0.05509635	0.22181925	0.3548839	0.35899934	0.0037138842
</S>	3.5252222e-05	0.00012138616	0.059574317	0.08039063	0.08975726	0.77012116
