 	quando	Giovanni	è	arrivato	è	arrivato	alla	casa	o	a	casa	ancora	e	cucina	</S>
s	0.0017683054	0.0003348163	0.0001696886	2.1553393e-05	0.00013815507	0.00012261777	0.0008609481	0.000982199	0.002255767	0.00027373258	0.0018032338	0.0071244366	0.014999638	0.12925103	0.8398939
à	0.93613434	0.055912327	0.007704735	0.00016757197	2.498629e-05	2.3126738e-06	2.6237974e-05	1.514813e-05	1.0222697e-05	1.1482407e-06	6.549776e-07	3.084915e-07	1.5327691e-08	4.6941593e-09	2.5399567e-09
t	0.9291737	0.0701817	0.0006402981	3.5822677e-06	6.4157956e-07	1.3248578e-08	1.5266364e-08	1.0554833e-08	3.2817307e-09	9.626588e-10	5.239139e-10	9.777136e-11	2.294868e-11	3.7431958e-13	5.415914e-13
t	0.96719366	0.0020830494	0.009301065	0.0011468879	0.0032082733	0.00031645168	0.0057649654	0.0038645943	0.0055228723	0.0007364911	0.00057695876	0.00020410663	3.7660524e-05	2.5641206e-05	1.7265364e-05
e	0.012239019	0.8184909	0.072538584	0.08912891	0.001920488	0.0051585105	0.00032011978	3.623814e-05	1.8500195e-05	0.00014652868	8.744563e-07	4.0657503e-07	3.959414e-08	6.031208e-07	1.6055506e-07
o	0.46314555	0.16636454	0.34837648	0.0067015407	0.004706811	0.00041788272	0.0073534735	0.0019249371	0.0007472562	0.00018093831	6.9882415e-05	8.477812e-06	1.1889836e-06	3.803708e-07	7.319864e-07
G	0.99983156	0.00012918116	3.5950467e-05	1.864825e-06	9.38806e-07	5.550274e-08	1.6850946e-07	1.6530804e-07	2.6772087e-08	7.392476e-08	2.1625313e-08	1.6238052e-09	1.031258e-09	1.830053e-11	1.2579556e-11
i	0.58147377	0.026394932	0.067741424	0.023391327	0.05838217	0.026906028	0.06554325	0.038781982	0.05023593	0.03047248	0.012556467	0.010133194	0.0031558361	0.004496826	0.00033439297
o	0.0030503245	0.40364864	0.5504714	0.034609154	0.0061396523	0.0008151605	0.00096786645	0.00016901208	9.31761e-05	3.1563435e-05	2.246466e-06	1.6712095e-06	9.239841e-08	8.0509555e-09	7.636563e-09
v	0.99817777	0.0014119261	0.00028849035	9.002711e-05	2.460357e-05	3.0500223e-06	1.7487465e-06	1.2537157e-06	2.924545e-07	8.019794e-07	9.738025e-08	1.7646535e-08	5.9107697e-09	5.0215884e-11	1.8235165e-11
à	0.62307435	0.15176183	0.056033067	0.019587338	0.04165001	0.011854832	0.020632612	0.028630003	0.020775761	0.009242367	0.011236772	0.0044507124	0.0009521189	0.000112818256	5.3442855e-06
n	0.05397784	0.63270146	0.30326653	0.0040115095	0.0050336905	0.00011362501	0.00038829318	0.00033163957	0.000104314815	5.2860494e-05	1.3474355e-05	4.5207744e-06	3.2870943e-07	2.321663e-09	4.182347e-09
