 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	3.4902667e-05	3.0311992e-05	1.5936384e-05	2.83156e-05	0.00012509883	0.0018338696	0.017650446	0.14450616	0.83577496
a	0.7523888	0.20399442	0.010099183	0.0034824938	0.024481954	4.9976035e-05	0.002540592	0.0026427177	0.00031982388
r	0.94951427	0.035919007	0.012981705	0.0015420663	4.2768414e-05	1.3059872e-07	2.6007727e-09	2.770711e-09	2.3097717e-09
ì	0.6297525	0.21016459	0.11979546	0.037264995	0.002991705	2.2462033e-05	5.964261e-06	5.5198836e-07	1.8146117e-06
s	0.92675537	0.05778166	0.01367999	0.001703618	7.8799254e-05	1.2028153e-08	4.590449e-09	7.412977e-08	4.5092074e-07
a	0.010031832	0.06422458	0.29724997	0.33302832	0.26086947	0.0038842643	0.015483732	0.012311119	0.0029166774
e	0.10495998	0.14879744	0.50608903	0.22197959	0.017849604	0.00021622152	3.0407691e-05	3.746125e-05	4.0278e-05
N	0.033078022	0.093483075	0.38025162	0.44613487	0.046994295	9.5627465e-06	3.489438e-05	7.5314983e-06	6.2023355e-06
ì	0.0107267	0.045223456	0.10840331	0.20138676	0.15214625	0.064888924	0.3554208	0.059884384	0.0019194075
c	0.18796761	0.4578433	0.11303274	0.2178892	0.022832489	0.00027625496	0.00014799205	8.64312e-06	1.6705512e-06
h	0.06028952	0.08847006	0.159266	0.5132254	0.07187271	0.0548361	0.04263128	0.009302745	0.000106257095
o	0.01764176	0.07412506	0.10755386	0.37845534	0.027022397	0.3871712	0.007923974	9.0870555e-05	1.5434613e-05
e	0.010996584	0.11396801	0.22902387	0.21612196	0.40354952	0.00027231706	0.003814013	0.012570787	0.00968293
n	0.020239767	0.1126582	0.09681486	0.4756754	0.285061	0.0010707183	0.004354847	0.0025701637	0.0015551234
è	0.0036251964	0.03335551	0.03571882	0.090954095	0.19030218	0.026185084	0.20010807	0.39138666	0.028364448
c	0.042512503	0.5865469	0.032478575	0.13851334	0.17743807	0.004016622	0.0050966246	0.012741009	0.00065635494
h	0.07497281	0.61326945	0.062177647	0.0802802	0.03317593	0.007409783	0.07006272	0.058121327	0.0005301023
u	0.002499786	0.012739946	0.025386209	0.14762911	0.064932376	0.5458885	0.19434834	0.0062679057	0.0003078435
n	0.0015238794	0.027393898	0.016017746	0.018665131	0.19203368	0.00022243465	0.0104704695	0.229337	0.50433576
f	0.0002693628	0.004721767	0.0035108472	0.006193637	0.033162095	0.0028296565	0.08777487	0.83588314	0.025654683
a	0.0016680118	0.009811774	0.011277719	0.059951324	0.0742652	0.3726055	0.41196066	0.057257913	0.0012020529
m	0.00096221274	0.019824464	0.00404243	0.0057857833	0.13228169	0.00079283933	0.024275267	0.4644731	0.34756222
è	0.021790352	0.05906473	0.016455548	0.010614139	0.03657587	0.00917161	0.5156581	0.32661957	0.004050103
n	0.0052446304	0.011792296	0.0002587741	0.0009552329	0.02282565	0.0009635773	0.03388341	0.8303954	0.09368098
a	2.9165907e-05	0.0003915836	0.0012427232	0.0039420812	0.00770607	0.004101736	0.04080996	0.90925956	0.032517087
m	3.0330282e-05	0.0010643906	0.00017294839	0.0003519118	0.020749476	9.885355e-05	0.011454162	0.39874798	0.56733
a	0.004757324	0.010617236	0.0051501025	0.0057248552	0.014741501	0.013911047	0.37948304	0.5547091	0.010905813
i	4.336478e-05	0.0009228626	0.00013505585	0.00027437147	0.01835504	0.00019213345	0.054285683	0.5511745	0.37461692
</S>	0.0014246252	0.0053020115	0.0007773014	0.004020903	0.039400283	0.0064694397	0.26676214	0.40718555	0.26865777
