 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	1.04323935e-05	6.8286154e-06	7.792174e-06	7.323496e-05	0.00053290115	0.08987079	0.90949804
c	0.9953135	4.670745e-05	6.2029544e-06	0.003918934	0.0007094611	3.2216828e-06	1.9800457e-06
h	0.99415755	5.205181e-05	1.1353888e-05	0.00014394462	0.005126917	0.00018600374	0.00032224652
a	0.027833946	0.71006656	0.10134813	0.13610777	0.024543164	6.19536e-05	3.8416794e-05
n	0.999435	4.0573286e-05	2.8665712e-05	9.233694e-05	0.00032460596	3.2315454e-06	7.536623e-05
a	0.08130842	0.056046844	0.042336524	0.34284624	0.47259837	0.004356488	0.0005070426
v	0.99028194	0.0057988595	0.0010330612	0.001955478	0.0004848394	4.787334e-05	0.00039784174
o	0.016516393	0.0013087684	0.013425082	0.2796991	0.6867797	0.0022479533	2.3102884e-05
r	0.9488698	0.004555209	0.0062972945	0.024804784	0.013158552	0.00023236616	0.0020820291
à	0.010114744	0.0065726317	0.028568296	0.13713986	0.7689676	0.045446325	0.0031905286
s	0.59943914	0.0030681842	0.004848553	0.25960827	0.12771147	0.001970609	0.0033538102
o	0.0067581176	0.00064757105	0.008326091	0.06984866	0.8663414	0.04752842	0.00054974994
o	0.31979877	0.024253728	0.010322748	0.34421384	0.20123881	0.021308666	0.07886339
t	0.0024288879	5.584591e-06	3.693515e-05	0.018102722	0.9321253	0.034854732	0.012445854
s	0.017896105	0.0050924765	0.017364666	0.055509616	0.35982737	0.54011387	0.0041958736
o	0.01181979	0.12114563	0.12379918	0.6194489	0.10313038	0.019817904	0.00083822734
m	0.010672845	0.00050454756	0.0003239023	0.0036536441	0.052929457	0.10384434	0.8280713
ì	0.9263452	0.0017219915	0.0020911046	0.006642881	0.019067409	0.041728947	0.0024024758
k	0.030702325	4.8362904e-07	1.3368079e-06	0.0024536774	0.38117528	0.3720298	0.21363711
u	0.051189832	0.0029025695	0.0041486807	0.009671708	0.058673766	0.85955447	0.013858945
à	0.0016181349	1.9532367e-06	2.1437713e-06	0.0014454161	0.2853707	0.38715556	0.32440615
i	0.0040235436	3.3252502e-07	1.9568852e-06	0.0035639687	0.26035145	0.7100284	0.022030251
m	0.0002021218	1.9368212e-08	5.406635e-08	4.6256366e-05	0.049027972	0.53348356	0.41724002
è	0.0018121015	0.0009197385	0.0014838215	0.0041417475	0.025708271	0.95600617	0.009928157
r	0.0023937372	6.471585e-08	3.8273774e-07	0.0015258691	0.16832073	0.7704114	0.057347823
i	0.0003691182	0.00025932968	0.0005043588	0.0012885212	0.0119159585	0.9663173	0.019345494
</S>	1.3811721e-05	1.5966636e-08	1.5657006e-08	1.5543383e-05	0.0049858596	0.15362605	0.8413587
