 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	1.1273331e-05	0.00019803162	0.0012573324	0.0010458633	0.00088589336	0.0011776184	0.004924557	0.016060248	0.014321722	0.14143771	0.81867975
p	0.00011099605	0.00033624677	0.49387598	0.18171646	0.23568988	0.070964314	0.014613537	0.0011227997	0.0015327472	3.5280173e-05	1.8178445e-06
e	0.10711426	0.25952384	0.056386817	0.09095282	0.035443135	0.41009083	0.039528813	0.00032925885	0.0006193424	9.82377e-06	1.079261e-06
t	0.0015447418	0.0035406242	0.038749106	0.1799074	0.07567128	0.640745	0.058766536	0.0003440558	0.00066974224	4.1688974e-05	1.9764293e-05
à	0.0001249331	0.002106787	0.54572725	0.31584874	0.036556114	0.08194614	0.010648698	0.0022970464	0.0019267015	0.0023949598	0.0004225799
c	0.00043580384	0.0028626474	0.27978218	0.15735841	0.39768383	0.14547898	0.015634764	0.00061637926	0.00013658438	8.530583e-06	1.9224835e-06
i	0.00016056442	0.0010822136	0.78507155	0.06512964	0.06468211	0.05429375	0.010077269	0.010801561	0.0077441633	0.0009476622	9.539014e-06
a	0.0015926838	0.0046082893	0.06700345	0.24191241	0.08144306	0.47726575	0.121144675	0.0010337977	0.0031198494	0.00034119785	0.0005347582
k	5.194402e-07	1.4494621e-05	0.20905672	0.41022784	0.14672972	0.2158528	0.012816563	0.0024488708	0.002784552	5.8782705e-05	9.175339e-06
è	0.00050795986	0.008204338	0.3679825	0.3755679	0.030683154	0.08032079	0.038131364	0.029037872	0.013765295	0.053130887	0.0026679134
c	8.936175e-06	0.0010022296	0.1059755	0.045534354	0.38327447	0.30434152	0.151744	0.0066521135	0.0014512939	1.1797349e-05	3.7063319e-06
c	0.0002289564	0.0016050586	0.67535615	0.101789996	0.06309968	0.07801184	0.015080295	0.034488797	0.020183206	0.010089558	6.647088e-05
i	0.0030245332	0.5245543	0.079092376	0.16123892	0.04768814	0.0582056	0.12098762	0.003765058	0.0007768703	0.00062603084	4.057862e-05
a	0.00085739844	0.01371844	0.01755715	0.06941028	0.061341286	0.46361002	0.34133738	0.005493374	0.024549631	0.0011151402	0.0010098413
f	3.4829565e-08	4.2837464e-06	0.19445781	0.18117736	0.25471327	0.22247124	0.039636247	0.03784253	0.06800303	0.0014073821	0.000286799
o	0.00011258027	0.0031105746	0.18760498	0.16006051	0.029558897	0.096749604	0.08516669	0.06336516	0.0553158	0.3063644	0.012590849
r	4.716528e-06	0.00094738195	0.008870939	0.0077727963	0.05721185	0.2476673	0.6305586	0.030266466	0.016497876	0.000100699755	0.00010133655
à	3.8054353e-05	0.00043004702	0.16906595	0.05946886	0.034057144	0.08166192	0.061462726	0.19432743	0.07896984	0.3153406	0.0051774057
e	2.5177798e-07	0.000100876336	0.023365173	0.0033607432	0.17682625	0.19611493	0.42406723	0.079948604	0.09554361	0.00045844243	0.00021391874
n	8.6908053e-10	5.5463494e-07	0.23680207	0.10750984	0.27005786	0.1969643	0.016317876	0.019601246	0.099287495	0.044026658	0.009432158
d	3.4601085e-06	0.000514197	0.014134472	0.025588926	0.005196664	0.03982834	0.03114949	0.014106799	0.047673464	0.80761003	0.014194111
ì	0.00022533134	0.17643091	0.2579605	0.07380021	0.1232758	0.07734513	0.19122721	0.047304306	0.03136856	0.02099292	6.91257e-05
n	3.486072e-05	0.0020030881	0.008484961	0.0041893795	0.05572925	0.15921	0.31072316	0.025435027	0.2250563	0.059752394	0.14938162
n	3.0730526e-08	3.66542e-06	0.0018228025	0.0026057654	0.0019422311	0.021368302	0.0118733635	0.02052727	0.07635641	0.8611669	0.0023332394
o	0.00067328685	0.05987218	0.08211036	0.13557115	0.059514962	0.09635903	0.18519337	0.11643333	0.08442543	0.17681171	0.0030351859
t	1.3263297e-05	0.0005272129	0.007845384	0.006410621	0.037304044	0.13327114	0.3652864	0.097330905	0.1974952	0.022004412	0.13251136
t	2.307328e-05	5.2309628e-05	0.016374307	0.0033971688	0.01603197	0.048255637	0.1048976	0.49542633	0.2036006	0.11086646	0.0010745893
e	0.0012119024	0.02604828	0.092161864	0.047854364	0.051824145	0.038965214	0.20380345	0.42711154	0.09607796	0.014879477	6.180103e-05
p	3.1855564e-06	0.00013491441	0.009292885	0.005185827	0.037663978	0.0974692	0.2995419	0.1490567	0.23004115	0.034611784	0.13699844
ù	8.389462e-07	6.3929024e-06	0.024754774	0.0015994433	0.027014915	0.032526504	0.046919487	0.5124089	0.24145506	0.112999365	0.0003143402
r	4.6446765e-08	6.7202645e-06	0.005827984	0.00044868895	0.035015926	0.024772959	0.11393974	0.19462356	0.5275549	0.04613149	0.051677927
u	2.4006684e-05	0.0001622244	0.010544614	0.009562501	0.004676392	0.018554194	0.0159189	0.07180848	0.062120292	0.79723006	0.009398316
m	5.9034613e-07	5.392687e-05	0.0048203794	0.0015563276	0.01446109	0.02931812	0.12931876	0.07144228	0.12544923	0.072756924	0.5508224
a	0.00012644946	0.00026692695	0.00784582	0.0049540945	0.0069415118	0.031889994	0.088329054	0.3098757	0.16448697	0.378492	0.0067914934
n	1.2039287e-07	5.7831394e-06	0.0039587994	0.0011521103	0.016408782	0.026010705	0.13895261	0.19968934	0.20021471	0.08885389	0.32475314
e	3.76385e-08	5.6788963e-07	0.00012973203	0.00011998481	0.00040141784	0.0030870151	0.010886603	0.035507564	0.054724343	0.8739502	0.02119257
c	7.3933926e-08	3.1639477e-06	0.004057554	0.000823649	0.016703105	0.01887443	0.109784536	0.27030247	0.23411521	0.0775198	0.2678161
h	4.6989695e-07	6.4419883e-06	0.012464129	0.0010873434	0.011287292	0.014885691	0.01604416	0.18409102	0.1689817	0.58346826	0.007683535
à	0.0006903701	0.02967674	0.14700294	0.09532652	0.07265038	0.056540474	0.12953271	0.21192037	0.11482706	0.1372177	0.0046147318
t	6.1570034e-08	3.1993272e-06	0.00030724937	5.6544664e-05	0.0010015224	0.0012916414	0.0052411803	0.0057339617	0.027487786	0.02842484	0.9304521
u	3.5638623e-05	8.607682e-05	0.0029039613	0.0026858917	0.0040970272	0.028768776	0.06313412	0.18637003	0.1388325	0.56318605	0.009899949
</S>	9.689468e-09	3.5148494e-07	0.0006091466	0.00017086243	0.0027727643	0.0039047352	0.020258611	0.048639424	0.056384098	0.06696901	0.80029094
