 	è	che	è	entrato	da	qui	</S>
è	2.5301328e-05	2.0277635e-05	5.625408e-05	0.0020578802	0.00031271155	0.019646667	0.97788095
n	0.47561574	0.4655347	0.029039072	0.028218515	0.0007504861	0.0008159777	2.5571995e-05
a	0.0013690535	0.010494569	0.0222015	0.9041857	0.047082584	0.014052986	0.00061361777
m	0.16324304	0.59681255	0.20360178	0.020615999	0.015406088	0.00027989797	4.0711107e-05
b	0.01808715	0.11060572	0.3819613	0.1790138	0.24542485	0.06383841	0.0010688872
ì	0.06945875	0.61347806	0.31531295	5.3382453e-05	0.0013438836	0.00033222395	2.0601074e-05
k	0.1226118	0.33797428	0.24101837	0.13574788	0.14591245	0.0141753815	0.002559847
e	0.028913531	0.13507932	0.4581797	0.10570564	0.23670582	0.033990514	0.0014255005
a	0.022373836	0.12129118	0.20934965	0.12808593	0.43534824	0.06864975	0.014901402
p	0.00074308587	0.008366975	0.01016952	0.96402806	0.01484581	0.0015548017	0.00029169954
ò	0.00090271956	0.0137280775	0.08548514	0.22931573	0.25406528	0.4112697	0.0052333144
t	0.00030130774	0.013183526	0.058374338	0.63933265	0.16875847	0.114428066	0.0056216833
t	0.0030359651	0.022097072	0.09483511	0.1694415	0.26531702	0.4407091	0.0045642476
u	0.009744709	0.17824373	0.6525346	0.0033443558	0.08395679	0.07110943	0.0010663872
</S>	0.00012794687	0.0009768367	0.0056548156	0.23310506	0.14267594	0.24177447	0.3756849
