 	non	ha	mangiato	mai	un	rustico	</S>
e	6.034705e-06	1.271043e-05	6.0792965e-05	0.00010424794	0.0012887281	0.054762065	0.9437654
n	0.56775796	0.4188743	0.0010252076	0.011865926	0.00047490798	8.8232844e-07	7.7877235e-07
è	0.035561662	0.36377168	0.16148861	0.43708715	0.0015100761	0.00045596674	0.0001248658
c	0.14942572	0.80535173	0.010406507	0.0342778	0.000533629	3.094801e-06	1.6653743e-06
h	0.01739389	0.6882781	0.05779459	0.1844043	0.036708493	0.015344596	7.609074e-05
i	0.10713009	0.36034963	0.44507042	0.07923142	0.006913063	2.1168773e-05	0.0012842534
f	0.010757613	0.73567724	0.011829144	0.24070199	0.00039205648	0.00014773855	0.00049427006
a	0.0031259991	0.06922087	0.5079251	0.2294018	0.070897825	0.115344524	0.004083889
m	0.024806121	0.44654664	0.19113566	0.33093384	0.0039154477	0.001980847	0.0006814274
è	0.013746369	0.062043913	0.3352313	0.04121833	0.15212557	0.39099553	0.004638968
n	0.002441514	0.11405647	0.12192929	0.74177593	0.015170721	0.0043726354	0.00025348188
a	4.118951e-05	0.0136424145	0.015113369	0.15440428	0.03754347	0.7583335	0.020921713
m	0.0014638259	0.05553286	0.036698543	0.8566573	0.005626562	0.03081422	0.01320655
à	0.006460933	0.044901643	0.073063225	0.044330638	0.09801764	0.72766614	0.005559764
i	0.00011855672	0.012955879	0.019448819	0.89763135	0.015574763	0.050638046	0.0036326014
è	8.843449e-06	0.016803412	0.00060625514	0.9635305	0.00058582216	0.0005377868	0.01792738
n	0.00028893817	0.09961972	0.024796681	0.80118525	0.023392245	0.036890384	0.013826759
a	8.127586e-05	0.0037724224	0.023406902	0.02924362	0.04810031	0.8646138	0.030781731
n	1.7662645e-05	0.0011696472	0.0075956285	0.44394448	0.0075306417	0.3270876	0.21265432
r	1.4114155e-06	0.00039139492	0.00034009066	0.0094435895	0.005238784	0.9599397	0.024645029
ù	0.0007324885	0.0019128498	0.21895178	0.05109334	0.34706742	0.3729592	0.0072829146
s	1.1833313e-05	0.00037197373	0.0005688916	0.063614786	0.0006830652	0.34632492	0.5884245
t	0.0005454791	0.016937021	0.004998807	0.021058753	0.0112199215	0.9326176	0.012622479
i	0.0010383228	0.0014432962	0.09314099	0.022648461	0.54605913	0.33548942	0.00018040556
k	4.8035895e-07	2.65847e-05	4.8799804e-05	0.009769054	0.0001009448	0.0320812	0.95797294
o	0.00073132775	0.006536804	0.00331906	0.0140605485	0.015272759	0.95735407	0.0027254627
</S>	7.998651e-07	3.6520716e-05	7.846143e-05	0.015023584	0.00072171196	0.1418325	0.84230644
