 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	2.9943038e-05	6.337902e-05	0.00010094477	0.00036421948	0.0011981037	0.001611301	0.0012806326	0.0075593544	0.16062978	0.8271624
t	0.00083966274	0.61088604	0.37654635	0.0055804714	0.0044711707	0.0012305104	0.0002912418	0.00015443092	1.1891596e-08	1.364374e-07
s	0.0057194885	0.10770528	0.08130502	0.5096191	0.043197945	0.085008316	0.14934671	0.01714238	0.00041322413	0.00054254127
e	0.85207623	0.13445108	0.011629864	0.0015357753	0.0002308346	5.8457823e-05	1.7246135e-05	2.8923296e-07	5.435376e-08	3.694103e-09
r	0.005563624	0.36405352	0.51169527	0.09632944	0.012703578	0.005839075	0.003733182	8.0968e-05	7.704928e-08	1.1884081e-06
e	0.00071311486	0.02952597	0.069059946	0.6512753	0.095388286	0.098973624	0.051713593	0.003084582	9.634655e-05	0.00016926789
k	0.005989837	0.24398714	0.4489318	0.21567897	0.040901035	0.02576149	0.018260978	0.0004807792	7.219777e-07	7.2841613e-06
a	0.0026648103	0.051496353	0.066935755	0.50058687	0.115602784	0.14039458	0.0816219	0.018136892	0.020197444	0.0023626278
k	0.0029597068	0.19504255	0.45713016	0.2132881	0.07869782	0.032560334	0.0194985	0.0008106774	2.117836e-06	9.993331e-06
à	0.002350806	0.053569455	0.0917783	0.43645316	0.1617912	0.12687783	0.068720676	0.028327662	0.026669582	0.0034612692
n	0.00031618276	0.103615515	0.50709593	0.1299087	0.16536488	0.0606577	0.028304545	0.0047232807	4.8144734e-06	8.4790945e-06
n	7.717501e-06	0.0028161474	0.0149094	0.27951676	0.06099245	0.24521074	0.284191	0.09853765	0.012016839	0.001801322
i	0.07924554	0.09117531	0.08193919	0.21685848	0.123123944	0.23178639	0.1511272	0.013523055	0.010785664	0.00043529528
t	3.7392525e-05	0.009489274	0.073067784	0.24013841	0.12404606	0.17348541	0.32447684	0.054816335	7.100227e-05	0.00037141415
s	0.00027609436	0.024829367	0.102679186	0.37437364	0.1918739	0.11731712	0.07401201	0.08159081	0.030764915	0.0022829457
ì	0.030605301	0.09140281	0.113354	0.12883373	0.3198939	0.17930189	0.07871475	0.04150267	0.0161147	0.00027635667
c	5.3131913e-05	0.01055922	0.08793667	0.13316566	0.22474375	0.18780749	0.21770097	0.13644312	0.00028997465	0.0013000175
h	2.1019791e-06	0.012286793	0.19867891	0.3597672	0.16552518	0.11075244	0.07100747	0.060899757	0.020825112	0.00025503393
r	0.0114706205	0.058707647	0.1346003	0.09980071	0.28397167	0.21647146	0.13175541	0.06271541	0.00049385196	1.2916476e-05
a	0.0045652236	0.01775296	0.03220362	0.09386417	0.23963113	0.22726886	0.1498544	0.1701628	0.06414351	0.0005533678
c	1.17623185e-05	0.0016499193	0.01652446	0.15401646	0.09501121	0.13293368	0.41350332	0.17370623	0.00090894324	0.011734013
e	1.0545372e-07	0.004012435	0.12356595	0.16273138	0.2540518	0.119057946	0.077620395	0.22654958	0.032212257	0.0001981145
e	0.0006186184	0.0119564235	0.05962253	0.08348175	0.12533303	0.17353305	0.38904735	0.1545755	0.0002550594	0.0015767172
n	3.2923182e-07	0.0022816688	0.030964136	0.07273975	0.16478156	0.1294338	0.23198335	0.3451785	0.004697965	0.017938964
ì	1.965683e-05	0.0014663826	0.0061662407	0.118141085	0.073388144	0.15322953	0.2214229	0.18618117	0.1998875	0.040097315
c	1.5724893e-07	0.00091537327	0.025692498	0.021305986	0.21446332	0.113440655	0.09858207	0.514405	0.004145349	0.007049654
h	2.2536366e-05	0.018779796	0.056092314	0.21307863	0.05263063	0.078511894	0.07911884	0.08715864	0.40964097	0.0049656974
e	0.005738135	0.015241412	0.022676656	0.068906985	0.15236464	0.19150162	0.13706392	0.14183174	0.2629476	0.0017272899
n	6.9199446e-06	0.00047680392	0.0042916774	0.05109051	0.050954264	0.062605634	0.1780014	0.13087666	0.008640455	0.5130556
a	9.315862e-07	0.00023941469	0.0018369303	0.021992905	0.01966264	0.044023894	0.05370914	0.15215723	0.6698144	0.036562517
n	3.232048e-07	0.00015973554	0.0028864092	0.025807623	0.094731614	0.08465149	0.16080447	0.39409631	0.018210823	0.2186511
a	2.7372087e-07	7.005049e-05	0.000632537	0.010779574	0.009234116	0.029873548	0.040827237	0.11385884	0.7216429	0.07308094
t	1.1469723e-07	0.000107416636	0.002309355	0.014751293	0.078916915	0.06507024	0.10649289	0.44794878	0.03255118	0.2518518
è	6.4131826e-05	0.0028340972	0.010122633	0.042196948	0.02840292	0.03930218	0.04481675	0.12003059	0.7010927	0.011137021
t	1.2153457e-08	6.3331296e-05	0.0023311062	0.0030939712	0.042333137	0.024640782	0.031444795	0.59050184	0.07987703	0.22571395
s	0.0001104417	0.0024673399	0.0064776274	0.04018912	0.014314083	0.026851736	0.035647757	0.044303842	0.8204741	0.009164036
i	0.0016232451	0.0025618798	0.0032188443	0.0057909423	0.012899897	0.014979306	0.010939567	0.043631177	0.9039232	0.00043187223
</S>	5.529351e-08	1.4291923e-05	0.0001842538	0.003074003	0.009760026	0.010976475	0.019876737	0.07008151	0.026665293	0.8593674
