 	ora	io	sto	studiando	di	diventare	medico	</S>
à	2.1635711e-05	2.780455e-05	6.334992e-05	0.00023993093	0.00058644975	0.00072247256	0.10155959	0.8967788
r	0.8793862	0.11755389	0.0028937717	0.00013246271	9.738368e-06	2.3917588e-05	4.3679806e-09	1.26084485e-08
t	0.020105556	0.29926938	0.045392778	0.5149062	0.028319921	0.08378034	0.002987022	0.0052387686
e	0.98661417	0.0030965707	0.0094352625	0.0007620637	8.504496e-05	6.3272205e-06	4.840981e-07	6.8758915e-08
n	0.35195783	0.27283013	0.23976858	0.11525118	0.006599048	0.013459594	9.631232e-05	3.728905e-05
a	0.0019002832	0.0097982	0.21197493	0.591544	0.16176802	0.017607955	0.0051203524	0.00028631053
i	0.26849592	0.0743515	0.46725836	0.1683324	0.01431875	0.007153966	5.9518614e-05	2.9577026e-05
v	0.033531055	0.68871534	0.11259589	0.1477084	0.011645542	0.0057807625	8.100207e-06	1.4977398e-05
ò	0.031886328	0.05333227	0.22599745	0.380174	0.21101029	0.052483104	0.04317842	0.0019380535
s	0.03409769	0.02573269	0.82273376	0.09825464	0.017893389	0.0012655484	6.6680363e-06	1.5678519e-05
t	0.0033848258	0.17953992	0.111055695	0.3507094	0.25019318	0.08211083	0.021893745	0.0011123864
è	0.13294001	0.00055275654	0.73734057	0.06699903	0.059495345	0.0021986307	0.00038466346	8.90195e-05
o	0.08061393	0.052991733	0.32180905	0.38790828	0.056898586	0.09825476	0.0006727759	0.00085082126
s	0.00038492188	0.3043411	0.0809944	0.3291363	0.036503434	0.24804728	5.158847e-05	0.00054100103
t	0.0014561906	0.025464747	0.07365012	0.25576934	0.23815285	0.11064536	0.275262	0.019599363
u	0.05612906	0.0014892385	0.52892333	0.17291063	0.2266482	0.011142702	0.002551973	0.00020486357
d	0.0014814674	0.0047352193	0.08324494	0.5902373	0.14157456	0.16477641	0.010076149	0.0038739135
i	0.00012535497	0.043891896	0.16487324	0.3474253	0.36327764	0.05852188	0.021592556	0.00029208345
è	0.0031435878	0.0037131696	0.06100863	0.47880128	0.07040618	0.3794427	0.002450013	0.0010343975
o	0.00094466686	0.04892168	0.11241598	0.20152615	0.07784629	0.5470095	0.0052162074	0.0061195707
n	3.9019076e-05	0.033035602	0.021850951	0.27435908	0.0313551	0.6205191	0.0010169501	0.017824227
a	2.6087302e-05	0.0005518299	0.00351674	0.026336994	0.045742724	0.053187225	0.8104103	0.06022811
g	7.4240685e-05	0.0002220416	0.033979934	0.4129529	0.19706903	0.23816262	0.07973	0.037809227
h	5.671165e-05	0.031813312	0.118325315	0.2857069	0.29309767	0.14810805	0.12123636	0.0016557002
e	0.0069706435	0.004101724	0.112457894	0.19977018	0.37464806	0.11296147	0.17816967	0.010920378
t	0.0001613846	0.000455905	0.01431883	0.2350479	0.06834325	0.20861281	0.17652594	0.29653394
t	0.0005204329	0.007844394	0.041097216	0.16304924	0.15412022	0.053440202	0.57758087	0.0023474835
ò	0.0070274426	0.002511008	0.075274296	0.13762377	0.42868677	0.087357365	0.26016623	0.0013531385
m	4.1408504e-05	0.00010895048	0.001952032	0.03865357	0.013557466	0.09040168	0.26528856	0.5899964
e	0.0011438789	0.017723715	0.043482505	0.15726927	0.12304386	0.041022386	0.6105912	0.005723307
s	2.7945905e-06	0.00011130064	0.0015319339	0.04035094	0.02808211	0.06802533	0.19198838	0.6699073
s	4.6488112e-05	0.0007007139	0.0026082864	0.017628524	0.023997184	0.021385306	0.92503107	0.008602517
è	0.001578086	0.0012859	0.011873871	0.03031405	0.10393773	0.03722233	0.7933372	0.020450767
r	1.0314784e-05	0.000120080156	0.0003886877	0.008506736	0.0043873987	0.040843118	0.5144179	0.4313258
e	0.00033951644	0.010164203	0.0139083285	0.05965181	0.05282343	0.04214718	0.8075082	0.013457398
</S>	2.0790138e-07	6.5461513e-06	8.437554e-05	0.003471783	0.0022751533	0.0104966825	0.087548085	0.89611715
