 	ha	potuto	entrare	dalla	finestra	</S>
ì	1.206198e-05	9.658449e-06	0.00059466145	0.0010282279	0.027039643	0.97131574
s	0.297006	0.06982436	0.585992	0.04298372	0.0037383535	0.000455578
o	0.007651187	0.042596422	0.8604915	0.082623765	0.006169816	0.0004673784
s	0.12898368	0.713799	0.14203842	0.012792347	0.0021323648	0.00025414917
e	0.011574514	0.66128016	0.19599615	0.07991733	0.05018896	0.0010429677
è	0.078330435	0.67072743	0.19815834	0.03839149	0.0111535145	0.0032387797
m	0.0006832619	0.0019844046	0.89318186	0.10334077	0.00078118703	2.8571936e-05
b	0.012204902	0.14374548	0.2877728	0.14460139	0.40201005	0.009665375
i	0.0027863104	0.99540776	0.0005988935	0.00037777793	0.0007094295	0.00011970939
à	0.00042426484	0.0022356834	0.375038	0.41023883	0.13375631	0.07830695
t	7.5509774e-06	2.1276961e-05	0.55613875	0.4318639	0.011315773	0.000652692
t	0.0072161746	0.13814642	0.25098792	0.112202294	0.47881034	0.012636863
i	0.012403206	0.967233	0.0039564925	0.0060559995	0.009849573	0.00050177926
f	1.5643158e-05	0.00010269973	0.048694104	0.2552669	0.3355564	0.36036426
i	0.007914521	0.030478837	0.23906158	0.2243819	0.48259997	0.0155632375
n	8.410113e-06	8.157174e-05	0.009361473	0.13258022	0.4107886	0.44717968
è	0.00016639073	0.0024369159	0.03399269	0.058010425	0.83625764	0.06913596
s	1.345222e-06	1.2269535e-06	0.01868741	0.38292205	0.56091434	0.037473593
t	0.0008381515	0.014972569	0.23424524	0.10948678	0.6018971	0.038560063
r	0.018359317	0.4447669	0.039082177	0.09316333	0.39162377	0.013004533
a	0.011327443	0.085364416	0.038478002	0.10258561	0.7189834	0.04326116
</S>	5.0203248e-08	2.476996e-07	0.0009727877	0.0106205465	0.078444615	0.90996176
