 	lo	sentii	che	viene	</S>
t	3.7695725e-06	2.285692e-06	2.8548313e-05	0.004155392	0.99581003
o	0.0141467545	0.519991	0.19527744	0.25419647	0.016388344
n	0.0029729959	0.87042123	0.12574047	0.00046191073	0.0004033509
ì	0.00032312618	0.2738065	0.70542496	0.01944949	0.0009958987
k	0.00037904584	0.6734212	0.31636947	0.008780643	0.0010496578
u	0.0028182287	0.09971694	0.21444125	0.6002356	0.082788005
s	0.03621553	0.631178	0.28670558	0.03919662	0.0067041977
a	0.00589024	0.09945176	0.40811905	0.47905678	0.0074821217
n	0.028471844	0.3341082	0.45868173	0.13164784	0.047090415
a	0.00044933122	0.010490228	0.08077633	0.89303744	0.015246593
r	0.009855158	0.09305381	0.4133227	0.28936887	0.19439946
t	0.0020872452	0.041197624	0.18207692	0.74868846	0.025949782
i	0.3782812	0.047401298	0.3345976	0.2392438	0.00047614283
</S>	0.00021000441	0.0038775513	0.022363128	0.107461005	0.8660883
