 	devo	comprare	il	pane	ogni	giorno	</S>
è	1.1384075e-05	6.421724e-06	6.4256446e-06	6.834283e-05	0.00047930644	0.082588315	0.9168398
n	0.994611	0.00030117857	6.3936022e-06	0.0045790053	0.0004984695	2.638395e-06	1.3107583e-06
a	0.15679626	0.03281132	0.008061106	0.019053228	0.71853656	0.030227091	0.034514528
a	0.9849702	0.012125806	0.0008957617	0.0014671009	0.00035930233	2.2889262e-05	0.00015887071
f	0.4814397	0.00032313963	0.00013525803	0.014760504	0.49620238	0.004071603	0.0030675055
o	0.039699163	0.06097736	0.054336376	0.10009574	0.709753	0.032565296	0.0025731325
r	0.8174034	0.1313985	0.008099856	0.04054496	0.0020123927	0.00016292493	0.0003779941
à	0.04479167	0.016734343	0.04011379	0.14168386	0.6202423	0.13224573	0.0041882964
s	0.5812042	0.0037314824	0.0030553713	0.35397953	0.05622535	0.0007091442	0.0010949874
o	0.016775636	0.0016646475	0.012458346	0.09142967	0.81631553	0.06061002	0.00074606563
t	0.39104632	0.030257842	0.009804406	0.22400224	0.17928265	0.033007987	0.13259852
o	0.028861044	0.0024585847	0.013946389	0.10047014	0.49019596	0.35687965	0.0071883714
t	0.2065669	0.0040546907	0.002343935	0.13216637	0.34629852	0.09377301	0.2147966
s	0.05669688	0.0016056265	0.0075301477	0.07096017	0.27808672	0.5732646	0.011855842
o	0.022758614	0.08291027	0.07923109	0.61055106	0.16939893	0.0341672	0.0009828688
m	0.0056154947	0.0001415476	0.00010167561	0.0018889004	0.044131473	0.109281465	0.8388395
ì	0.90519327	0.0021550804	0.0025327948	0.009174745	0.024800887	0.05318853	0.0029546348
p	0.021206148	2.4989458e-07	8.430542e-07	0.0035868916	0.41870236	0.4044845	0.15201896
à	0.032902643	0.0010149555	0.0027856217	0.018643044	0.08393936	0.84595484	0.014759609
s	0.0048610107	3.7557562e-08	2.2762147e-07	0.0021318505	0.31620464	0.5901919	0.086610325
s	0.003834683	0.00034052276	0.0010192343	0.0041821017	0.030236192	0.94695675	0.013430516
i	0.022294067	0.0046173614	0.005300651	0.022373727	0.06238802	0.8696487	0.013377454
n	0.00040947125	2.987742e-07	2.708292e-07	0.00012196203	0.021489581	0.31124312	0.66673535
i	0.00314771	3.1259347e-05	6.809819e-05	0.0011153499	0.009695047	0.87113875	0.11480377
m	0.0013950854	3.160765e-07	3.374447e-07	0.00012065544	0.016578674	0.40949053	0.5724144
è	0.004449216	0.00044610724	0.0005549189	0.00263992	0.01314799	0.9431234	0.035638478
r	0.0049611786	2.1448594e-08	1.0006169e-07	0.00037929224	0.06339405	0.8257792	0.10548614
a	0.0006789109	0.00016513809	0.00031920333	0.0009753352	0.006147242	0.9443285	0.047385722
</S>	6.2921645e-06	3.5900134e-09	3.5586805e-09	2.6000741e-06	0.000980644	0.0957197	0.90329075
