 	stava	ancora	cucinando	</S>
ì	1.049296e-05	6.199636e-05	0.24000905	0.7599185
s	0.9849268	0.013691983	0.0013638687	1.7430659e-05
t	0.6348182	0.13156103	0.05636078	0.17726007
i	0.9985297	0.001357677	0.00010835536	4.255173e-06
g	0.8802581	0.11173555	0.0011622715	0.0068440572
g	0.056674358	0.62471807	0.31739402	0.0012135464
h	0.92603177	0.07380952	7.240306e-05	8.6368345e-05
e	0.2295607	0.610044	0.1420411	0.018354235
a	0.34261855	0.41798058	0.019803453	0.21959731
n	0.4027513	0.53722507	0.03736966	0.022654025
k	0.021647938	0.22494724	0.3582839	0.3951209
ò	0.18894611	0.5078512	0.30132088	0.001881829
r	0.015122434	0.7388229	0.1944586	0.051596228
a	0.021826051	0.37772307	0.59171623	0.008734671
m	0.009686507	0.29483017	0.18069522	0.5147881
a	0.01862936	0.19718237	0.75835097	0.025837332
r	0.0003720117	0.19234788	0.4073104	0.39996976
è	0.002635746	0.13831615	0.7739084	0.08513971
o	0.00011586362	0.18269022	0.80988514	0.0073088007
n	0.00069524714	0.08475739	0.56237364	0.35217372
t	1.6512684e-05	0.0008020578	0.028109457	0.97107196
a	0.0029710045	0.09272541	0.88476384	0.019539729
</S>	1.8578627e-06	0.0011488092	0.063468754	0.9353806
