 	non	mi	aspetti	che	non	vengo	</S>
m	1.7334512e-05	3.6334055e-05	4.8363632e-05	6.620998e-05	0.00047518496	0.042606357	0.9567502
ì	0.0774326	0.54792464	0.31079262	0.0293346	0.024947336	0.0076010665	0.0019671933
m	0.2355904	0.07467042	0.62289476	0.062449507	0.004229468	2.7745156e-05	0.00013768036
e	0.006606764	0.090847485	0.6160044	0.15060607	0.10945368	0.020195734	0.0062858905
m	0.0069668386	0.018308444	0.8949737	0.066456266	0.012327125	0.00015920642	0.0008084738
ì	0.012248458	0.18175647	0.47128573	0.13495483	0.11744169	0.06903554	0.013277254
n	0.01128238	0.011819244	0.80367064	0.15341234	0.018971855	0.00012346999	0.0007199554
e	0.00010550886	0.016788693	0.39091823	0.20306465	0.32255107	0.06230081	0.004271127
k	0.0020310867	0.009531126	0.71703684	0.15486348	0.10039174	0.0016266105	0.01451913
a	0.00933162	0.16891462	0.40128678	0.12937097	0.12886672	0.15099129	0.01123787
e	0.0014212071	0.005553489	0.647966	0.1914456	0.12464615	0.0036854907	0.02528197
n	0.0033894493	0.06389313	0.6748463	0.12896556	0.103305645	0.0067540063	0.018845966
è	0.00070050784	0.025025018	0.109495915	0.057719503	0.2065994	0.575823	0.024636665
r	2.3134731e-05	0.00025893858	0.29202402	0.34814772	0.3373102	0.011249428	0.010986593
k	0.0008952164	0.086584434	0.31120005	0.13648613	0.20117934	0.2559691	0.0076857577
u	0.0063014263	0.013140404	0.13401486	0.49190733	0.32631004	0.02798342	0.00034240875
m	1.7238504e-05	0.000117664335	0.011443663	0.006629182	0.03667662	0.0598897	0.88522595
e	0.009422109	0.038794678	0.51221997	0.15156607	0.16445974	0.11858295	0.004954503
</S>	2.0168989e-05	0.00012437948	0.008696189	0.008657091	0.04988097	0.121945105	0.8106761
