 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	3.4255576e-05	5.5082215e-05	0.0004856408	0.00021022964	0.0003366243	0.0021989108	0.04785464	0.9488245
n	0.936369	0.037199203	0.010285419	0.014857816	0.000926676	0.00035322676	7.1186932e-06	1.5243577e-06
k	0.11173494	0.31846476	0.1144593	0.21623439	0.21634784	0.019653369	0.0027540934	0.00035129863
ò	0.90282446	0.059804738	0.03251856	0.0037167	0.00095832004	0.00015914618	1.5409076e-05	2.6417615e-06
r	0.969289	0.029477946	0.00025975113	0.0007287232	0.00020425895	3.3092852e-05	3.5224552e-06	3.6895588e-06
a	0.0074288063	0.026999546	0.075106174	0.29439628	0.33213222	0.15910716	0.10204692	0.0027829185
s	0.299351	0.3230496	0.03285789	0.1689468	0.15353969	0.020324288	0.0014356568	0.00049506593
t	0.0036863487	0.058706604	0.1781854	0.33384794	0.28179494	0.10201605	0.039732534	0.0020302152
e	0.35621244	0.2499012	0.32388818	0.05828467	0.008509408	0.0030675791	0.00010900556	2.7531161e-05
m	0.0922195	0.33233026	0.049304146	0.22915015	0.23989962	0.05541458	0.0009758097	0.0007059253
a	0.030998819	0.08094113	0.3221107	0.19059673	0.1504864	0.14425837	0.076720834	0.0038869644
r	0.056542672	0.43794397	0.13141225	0.22946106	0.11348536	0.030683607	0.00025453838	0.00021657819
è	0.0040591345	0.04585488	0.25233224	0.2512433	0.19377969	0.19095817	0.059287395	0.0024851852
o	0.19190456	0.4860474	0.10505919	0.14080666	0.03729867	0.038660213	0.00012420795	9.914229e-05
c	0.021832785	0.09404261	0.2324262	0.4653303	0.11354847	0.06591516	0.0037942696	0.0031103096
e	0.036200184	0.03985877	0.12159177	0.109314054	0.09708556	0.17248169	0.4177731	0.00569495
e	0.03013197	0.17620172	0.14696617	0.172098	0.26936617	0.1854145	0.010310578	0.0095109325
n	0.01220409	0.0568277	0.52830386	0.25231636	0.06526025	0.06419605	0.007164917	0.013726792
ì	0.0001914202	0.0024908623	0.010983914	0.0154416	0.05718372	0.06731229	0.81875	0.027646204
n	0.0053013414	0.08979255	0.27372348	0.22355515	0.06750559	0.3258216	0.010965616	0.0033346391
e	4.5663196e-06	0.00010136144	0.00053831446	0.006694792	0.036509875	0.08709047	0.86494476	0.004115775
p	0.00060051953	0.027738826	0.058172837	0.07562657	0.16223063	0.2348662	0.1240268	0.31673768
r	8.895107e-05	0.002093293	0.022121402	0.08535831	0.086963855	0.28706872	0.5104476	0.0058579
ò	0.0059949798	0.055258933	0.27570426	0.16131885	0.15693644	0.22118543	0.11552613	0.008074971
n	0.00981691	0.026833499	0.010879953	0.009053866	0.021749586	0.07524751	0.28765815	0.55876046
t	1.2131127e-05	0.00025881428	0.0006702806	0.0067872945	0.031766042	0.07664525	0.8737403	0.010119898
o	0.0037048196	0.023372747	0.3386276	0.1455178	0.10257221	0.31450826	0.07073693	0.0009595665
</S>	1.3731602e-05	0.00052649935	0.0008963865	0.0012465002	0.0045117466	0.006483045	0.05406442	0.9322577
