 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.00017103438	0.000110017296	0.00014625858	0.0001477446	0.00012438661	0.008478443	0.06335655	0.024088819	0.022183428	0.88119334
i	0.11389233	0.68596506	0.07724735	0.12088377	0.002005416	3.9298226e-07	3.7746628e-07	1.4510056e-06	3.6720648e-06	9.041884e-08
i	0.21607862	0.30501613	0.44004142	0.034638286	0.004222146	3.9186375e-07	1.0101953e-07	9.4287043e-07	1.8897509e-06	9.279516e-09
p	0.04728988	0.25289878	0.5237801	0.083207615	0.09281724	1.8305184e-06	6.625438e-07	1.3295845e-06	2.5342254e-06	2.3489688e-08
à	0.00061604433	0.0037951344	0.140405	0.14111578	0.7134156	4.450062e-06	7.302616e-06	0.00021521866	0.00042235857	3.0234212e-06
s	0.18860772	0.26577845	0.4014084	0.08257888	0.06160158	4.2712154e-06	3.3127374e-06	1.6685726e-06	1.5633026e-05	6.046227e-08
t	0.0048081996	0.035422433	0.25672188	0.16206974	0.4186869	0.011802901	0.033973284	0.03815168	0.037789926	0.0005730862
a	0.024604494	0.27440092	0.0128293	0.08994484	0.0033790632	0.34881255	0.24564977	9.597849e-05	0.00022982822	5.3251963e-05
ì	0.0034176537	0.02471249	0.32252425	0.31252015	0.33495343	2.9633457e-05	4.3839496e-05	0.0006838163	0.0010968385	1.7897108e-05
c	0.00015058459	0.0068451194	0.10770307	0.015273067	0.86877	4.241133e-06	2.2795432e-06	7.855317e-05	0.0011710278	1.9428396e-06
h	0.031886913	0.042057507	0.2951462	0.0986685	0.35168037	0.006751126	0.02736695	0.062262565	0.083904095	0.0002757788
e	0.006544923	0.10060387	0.014658793	0.12600538	0.041137725	0.37499875	0.33411658	0.00073650473	0.0010433607	0.00015412601
t	0.0007646609	0.009953451	0.14269802	0.37393427	0.4492015	0.00011213999	0.00023102884	0.011442256	0.011267643	0.0003950446
e	0.004721762	0.052803148	0.13592531	0.3167053	0.045886494	0.030958323	0.17722541	0.14954992	0.07237323	0.013851111
l	0.0012924985	0.04257122	0.07405763	0.7452841	0.08642211	0.0030621244	0.0075805504	0.033292454	0.0055675115	0.0008698279
ì	0.0030975281	0.032803442	0.08560543	0.20450582	0.026400724	0.038507603	0.23928882	0.2567554	0.09176785	0.021267276
s	0.013533846	0.04633316	0.25280926	0.24675778	0.1228479	0.0066013383	0.018605083	0.17988564	0.109555334	0.0030706865
o	0.0023182456	0.022478692	0.15816106	0.21244246	0.14023067	0.011267168	0.1578085	0.14700367	0.13819082	0.010098698
n	0.000352161	0.010724062	0.028819976	0.33947954	0.07703753	0.005530496	0.018633183	0.40344805	0.094628364	0.021346655
t	1.9187633e-05	0.00041513034	0.0045249234	0.01508571	0.0058858297	0.00084744586	0.008377146	0.4901057	0.4569455	0.01779334
a	0.000580192	0.002716269	0.0011031299	0.0050861174	0.0025710107	0.27653006	0.6843356	0.023743168	0.0030532992	0.00028119632
à	9.654375e-05	0.003015471	0.011915767	0.11541202	0.04570072	0.0011537196	0.00318695	0.52852553	0.22987667	0.061116654
l	0.00021821285	0.0016106244	0.07419008	0.0076238587	0.36818177	0.00095392123	0.002750679	0.090758644	0.44493422	0.0087779295
a	0.0018589459	0.017931856	0.044297535	0.124053895	0.04552043	0.027165217	0.27308327	0.2847956	0.16860294	0.012690367
t	3.96272e-05	0.0007256851	0.003161653	0.025449105	0.0064063575	0.0021986328	0.009002735	0.5803746	0.23440243	0.13823916
o	0.0016826306	0.011973388	0.09370245	0.089688376	0.028030612	0.007436941	0.14635481	0.41330254	0.19497669	0.012851598
ì	2.4595103e-05	0.00026528284	0.0019264019	0.009305575	0.003287528	0.0013662097	0.007723927	0.63071287	0.19751023	0.14787741
c	0.00012400837	0.0016189959	0.13190392	0.008847654	0.22859631	0.0019263511	0.012241837	0.13173673	0.45521307	0.027791183
h	0.0019386717	0.0065202317	0.116035394	0.053597637	0.15255402	0.0006387387	0.009467259	0.13211985	0.52461284	0.0025153775
a	0.0004914611	0.0022983598	0.00076380617	0.0060337656	0.0032113986	0.27687606	0.64174795	0.05045515	0.01574465	0.0023773904
v	3.4579733e-07	7.871361e-06	4.0358234e-05	0.00037580452	0.00018363066	7.563717e-06	2.071746e-05	0.02741391	0.120740905	0.85120887
à	9.420611e-06	0.0004949744	0.074757226	0.025834713	0.04197814	0.00015039665	0.0044829315	0.22392364	0.6185502	0.009818459
l	5.390334e-06	5.0910166e-06	0.0002514484	5.08347e-05	0.00012173359	6.543176e-06	1.5336564e-05	0.054232217	0.88697135	0.058340024
o	0.00017402516	0.0015214245	0.010177814	0.023279214	0.0150164645	0.0019371678	0.03534799	0.32809752	0.5480067	0.03644162
n	6.804243e-07	4.1576072e-06	5.1461197e-05	0.00014212009	6.9879105e-05	3.988105e-05	0.0001983549	0.08831135	0.17149505	0.739687
t	5.944742e-06	5.267154e-05	0.0007761255	0.001827108	0.0010739948	0.00018415584	0.0037232428	0.32295233	0.55373615	0.11566829
a	0.00031745472	0.0012060632	0.0005159073	0.0023672828	0.0013770865	0.21283157	0.64886045	0.09963369	0.027622273	0.0052682296
</S>	1.2172299e-07	1.9093613e-06	9.558075e-06	6.38498e-05	2.3994513e-05	1.0673304e-05	3.2354543e-05	0.02802004	0.07468099	0.8971566
